language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
kuka1246,-,-,-,-,-,k,-,-,u,-,l,-,y,a,-,-,k,-,-,-,-,-,-,a,5,-,-,-,-,-,i,l,a
nyam1271,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-
nyan1301,-,-,-,-,-,m,-,-,u,-,-,-,-,-,-,-,5,-,-,-,-,-,-,i,n,-,-,-,-,-,i,-,-
mart1256,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,T,-,-,-,-,-,-,a,n,-,-,-,-,-,u,-,-
wanm1242,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,T,-,-,-,-,-,-,a,l,-,-,-,-,-,a,-,-
kara1476,-,-,-,-,-,m,-,-,i,-,n,-,-,-,-,-,m,-,-,-,-,-,-,a,n,-,-,-,-,-,a,-,-
nhan1238,-,-,-,-,-,N,-,-,u,-,-,-,-,-,-,-,t,-,-,-,-,-,p,a,-,-,-,-,-,-,-,-,-
waja1257,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,T,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bayu1240,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,l,-,-,g,u,n,m,a,y,-,-,-,-,-,i,-,-
dhal1245,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,r,-,-,g,-,-,-,a,r,-,-,-,-,-,i,n,-
dhar1247,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,l,-,-,g,u,-,-,-,r,-,-,-,-,-,u,-,-
pany1241,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,L,-,-,-,-,-,p,a,k,-,-,-,-,-,u,-,-
ngar1287,-,-,-,-,-,T,-,-,i,-,-,-,-,-,-,-,t,-,-,-,-,-,-,a,r,-,-,-,-,-,i,-,-
yind1247,-,-,-,-,-,T,-,-,i,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,r,-,-,-,-,-,i,-,-
nyun1247,-,-,-,-,-,k,-,w,i,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,e
warl1255,-,-,-,-,-,k,-,-,u,-,k,u,-,-,-,-,k,-,-,-,-,-,-,a,r,-,-,-,-,-,a,-,-
warl1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,a,d,-,-,-,-,-,a,-,-
waru1265,-,-,-,-,-,m,-,-,u,n,t,u,-,-,-,-,w,-,-,-,-,-,-,a,n,-,-,-,p,-,a,-,-
guri1247,-,-,-,-,-,l,-,-,i,-,-,-,-,-,-,-,w,a,t,k,-,-,-,a,r,i,5,a,n,-,a,-,-
ngar1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,a,r,i,-,-,N,-,-,-,-
mudb1240,-,-,-,-,-,l,-,-,i,-,-,-,-,-,-,-,w,-,-,-,-,-,-,a,d,-,-,-,-,-,-,-,-
jaru1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,a,d,a,5,a,N,g,u,-,-
adny1235,-,-,-,-,-,N,-,-,a,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-
dier1241,-,-,-,-,-,m,i,t,a,-,n,-,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
yand1253,-,-,-,-,-,k,-,-,a,-,l,-,-,-,-,-,k,-,-,-,-,-,-,a,r,-,-,-,-,-,i,-,-
dhuw1249,-,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-,l,-,-,k,-,-,-,u,n,-,-,-,-,-,-,-,-
djam1256,-,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-,l,-,-,k,-,-,-,u,n,-,-,-,-,-,-,-,-
gupa1247,-,-,-,-,-,N,-,-,a,-,-,-,-,-,-,-,y,-,-,m,-,-,-,u,n,-,-,-,-,-,-,-,-
guma1253,-,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-,l,-,-,k,-,-,-,u,n,-,-,-,-,-,-,-,-
dhan1270,-,-,-,-,-,g,-,-,E,-,-,-,-,-,-,-,L,-,-,k,-,-,-,u,L,-,-,-,-,-,a,-,-
dayi1244,-,-,-,-,-,g,-,-,a,-,-,-,-,-,-,-,l,-,-,k,-,-,-,u,n,-,-,-,-,-,-,-,-
yann1237,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,r,-,-,g,-,-,-,a,m,-,-,-,-,-,a,-,-
djin1253,-,-,-,-,-,m,-,-,a,-,-,-,-,-,-,-,r,i,-,k,-,-,-,a,N,-,-,-,-,-,i,-,-
waga1260,-,-,-,-,-,t,-,-,i,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,a,r,-
warl1256,-,-,-,-,-,m,u,r,i,-,-,-,-,-,-,-,4,-,-,-,-,-,-,a,m,-,-,-,-,-,a,-,-
yany1243,r,a,r,a,N,k,u,m,a,-,n,-,-,-,-,-,t,-,-,-,-,-,-,a,r,-,-,-,-,-,a,-,-
kala1377,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,m,-,-,-,-,-,a,-,-
alya1239,-,-,-,-,-,m,p,w,e,-,-,-,-,-,-,-,l,-,-,-,-,-,-,e,y,-,-,-,-,-,e,l,-
