language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
gami1243,-,-,-,b,-,-,i,-,-,-,n,-,-,-,-,-,a,-,-
gami1243,-,-,-,-,-,-,u,-,-,-,d,-,-,-,-,-,a,-,-
wira1262,-,-,-,-,-,-,u,-,-,-,d,-,-,-,-,-,a,-,-
wang1291,-,-,-,k,-,-,i,-,-,-,r,-,i,N,e,r,a,-,-
muru1266,-,-,-,p,-,-,i,-,-,-,n,-,-,-,-,-,a,-,-
kumb1268,-,-,-,N,-,-,a,-,-,-,l,-,-,-,-,g,a,n,-
darl1243,-,-,-,y,-,-,u,-,-,-,r,-,-,-,-,-,i,-,-
guny1241,-,-,-,m,-,-,a,-,-,-,N,-,-,-,-,-,a,-,-
marg1253,-,-,-,m,-,-,a,-,-,-,N,-,-,-,-,-,a,-,-
kung1258,-,-,-,m,-,-,a,-,-,-,N,-,-,-,-,-,a,-,-
bidy1243,-,-,-,m,-,-,u,-,-,-,N,-,-,-,-,-,a,-,-
maya1280,-,-,-,p,-,-,i,-,-,-,n,-,-,-,-,-,a,r,-
gugu1255,-,-,-,m,-,-,e,-,-,-,l,-,-,-,-,e,a,-,-
kuku1273,-,-,-,m,-,-,i,-,-,-,l,-,-,-,-,k,a,-,-
dyaa1242,-,-,-,b,-,-,i,-,-,-,n,-,-,-,-,-,a,-,-
yidi1250,-,-,-,b,-,-,i,-,-,-,n,-,-,-,-,-,3,-,-
dyir1250,-,-,-,m,-,-,u,-,-,-,N,-,-,-,-,-,a,-,-
warr1255,-,-,-,b,-,-,i,-,-,-,n,-,-,-,-,-,a,-,-
paka1251,-,-,-,t,-,-,a,-,-,-,t,-,-,-,-,-,u,-,-
kuku1280,-,-,-,k,-,-,o,-,-,-,n,-,-,-,-,-,o,-,-
wikm1247,-,-,-,k,-,-,o,-,-,-,n,-,-,-,-,-,-,-,-
umpi1239,-,-,-,y,-,-,a,-,-,-,m,-,-,-,-,p,a,-,-
kuuk1238,-,-,-,y,-,-,a,-,-,-,m,-,-,-,-,p,a,-,-
kanj1260,-,-,-,y,-,-,a,-,-,-,m,-,-,-,-,p,a,-,-
gurd1238,-,-,-,d,-,-,e,-,-,-,N,-,-,-,-,k,a,r,-
ngaa1240,y,a,n,p,-,-,i,-,-,-,r,-,-,-,-,-,i,-,-
pint1251,-,-,-,p,-,-,i,-,-,-,n,-,-,-,-,-,a,-,-
pitj1243,-,-,-,p,-,-,i,-,-,-,n,-,-,-,-,-,a,-,-
pint1250,-,-,-,y,-,-,a,n,k,u,r,-,-,-,-,-,u,-,-
kuka1246,-,-,-,l,-,-,a,-,-,-,N,-,-,-,-,-,a,-,-
nyam1271,-,-,-,w,-,-,e,-,-,-,n,-,-,-,-,-,i,N,-
nyan1301,-,-,-,k,-,-,u,-,-,-,L,-,-,-,-,k,a,-,-
mart1256,-,-,-,k,-,-,u,-,-,-,r,-,a,n,-,p,a,-,-
wanm1242,-,-,-,k,-,-,u,-,-,-,L,-,-,-,-,k,a,-,-
kara1476,-,-,-,b,-,-,i,-,-,-,d,T,a,r,-,-,a,-,-
kara1476,-,-,-,b,-,-,i,-,-,-,d,T,a,r,-,-,a,-,-
nhan1238,-,-,-,w,-,-,u,-,-,-,t,-,-,-,-,k,a,-,-
waja1257,-,-,-,g,-,-,u,-,-,-,L,-,-,-,-,g,a,-,-
bayu1240,-,-,-,k,-,-,u,-,-,-,l,-,i,-,-,y,a,-,-
dhal1245,-,-,-,k,-,-,u,-,-,-,l,-,i,-,-,y,a,-,-
dhar1247,-,-,-,k,-,-,u,-,-,-,d,-,-,-,-,g,a,-,-
kurr1243,-,-,-,k,-,-,u,-,-,-,L,-,-,-,-,k,a,-,-
pany1241,-,-,-,k,-,-,u,-,-,-,L,-,-,-,-,k,a,-,-
ngar1287,-,-,-,g,-,-,u,-,-,-,L,-,-,-,-,g,a,-,-
yind1247,-,-,-,g,-,-,u,-,-,-,r,-,-,-,-,g,a,-,-
nyun1247,d,-,-,w,-,-,o,-,-,-,N,-,-,-,-,-,a,-,-
warl1255,-,-,-,p,i,T,a,-,-,-,r,-,-,-,-,-,a,-,-
warl1254,-,-,-,l,-,-,a,-,-,-,N,-,-,-,-,-,a,-,-
waru1265,k,u,-,w,-,-,a,-,-,-,t,-,-,-,-,-,a,-,-
guri1247,-,-,-,l,-,-,a,-,-,-,N,-,-,-,-,-,a,-,-
ngar1235,-,-,-,l,-,-,a,-,-,-,N,-,-,-,-,-,a,-,-
mudb1240,-,-,-,l,-,-,a,-,-,-,N,-,-,-,-,-,a,-,-
jaru1254,-,-,-,m,-,-,a,-,-,-,N,-,-,-,-,-,a,-,-
walm1241,-,-,-,p,-,-,i,-,-,-,n,-,-,-,-,-,a,-,-
adny1235,-,-,-,y,-,-,u,-,-,-,r,-,-,-,-,-,i,-,-
naru1238,-,-,-,d,-,-,a,L,-,-,d,-,-,-,-,-,i,-,-
dier1241,-,-,-,t,-,-,a,-,-,-,L,-,-,-,-,p,a,-,-
yand1253,-,-,-,t,-,-,a,-,-,-,l,-,-,-,-,p,a,-,-
dhuw1249,-,-,-,b,u,t,u,-,-,-,r,-,-,-,-,-,u,-,-
djam1256,-,-,-,m,E,k,i,-,-,-,r,-,-,-,-,-,i,-,-
gupa1247,-,-,-,b,u,t,u,-,-,-,r,-,-,-,-,-,u,-,-
guma1253,-,-,-,b,u,t,u,-,-,-,r,-,-,-,-,-,u,-,-
dhan1270,-,-,-,b,u,t,u,-,-,-,r,-,-,-,-,-,u,-,-
dayi1244,-,-,-,m,E,k,i,-,-,-,r,-,-,-,-,-,i,-,-
rita1239,-,-,-,b,u,t,u,-,-,-,r,-,-,-,-,-,u,-,-
