language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
gami1243,y,e,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,d,-,-,-,t,-,a,-,-,-,-
gami1243,y,e,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,d,-,-,-,t,-,a,-,-,-,-
wira1262,-,e,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
wang1291,-,-,-,-,-,d,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,-,-,a,-,n,-,-
muru1266,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,-,-,u,-,-,-,-
kumb1268,b,u,-,-,-,r,-,-,-,-,-,-,-,a,h,-,-,g,-,-,-,-,-,u,-,n,-,-
darl1243,m,i,-,-,n,k,-,-,-,-,-,-,-,a,-,-,-,y,-,-,-,-,-,-,-,-,-,-
marg1253,-,-,-,-,-,b,-,-,-,-,-,-,-,u,-,-,-,w,-,-,-,-,-,a,-,5,-,-
bidy1243,-,-,-,-,-,b,-,-,-,-,-,-,-,a,-,-,-,d,-,-,-,-,-,a,-,l,-,-
maya1280,-,-,-,-,-,m,-,-,-,-,-,-,-,a,n,-,-,d,-,-,-,T,-,a,7,7,-,-
gugu1255,-,-,-,-,-,N,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,-,-,a,-,n,b,e
dyaa1242,b,u,-,-,-,N,-,-,-,-,-,-,-,a,n,-,-,d,-,-,-,-,-,a,-,-,-,-
dyir1250,-,-,-,-,-,k,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,i,-,-,-,-
paka1251,p,u,k,-,N,-,-,-,-,-,-,-,-,a,-,-,-,y,a,t,i,N,k,a,-,-,-,-
kuku1280,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,g,u,p,u,N,-,a,-,m,-,-
wikm1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,i,n,T,a,-,N,-,-
umpi1239,-,-,k,a,m,p,-,-,-,-,-,-,-,a,-,-,-,l,a,-,-,m,-,a,-,-,-,-
kuuk1238,-,-,k,a,m,p,-,-,-,-,-,-,-,a,-,-,-,l,a,-,-,T,-,i,-,-,-,-
gurd1238,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,n,-,-
pint1250,-,-,-,-,-,t,-,-,-,-,-,-,-,i,-,-,-,l,i,-,-,n,-,u,-,-,-,-
kuka1246,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,y,-,-,-,-,-,a,-,-,-,-
nyam1271,-,-,-,-,-,y,-,-,-,-,-,-,-,o,-,-,-,r,u,-,-,N,-,a,-,-,-,-
mart1256,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,r,-,a,-,-,-,-
wanm1242,-,-,-,-,-,T,-,-,-,-,-,-,-,i,-,-,-,r,u,-,-,r,-,a,-,n,-,-
kara1476,-,-,-,-,-,p,-,-,-,-,-,-,-,a,-,-,-,r,-,-,-,-,-,a,-,-,-,-
nhan1238,-,-,-,-,-,-,-,-,u,-,-,g,-,a,N,-,-,-,-,-,-,-,-,e,-,r,-,-
waja1257,-,-,-,-,-,7,7,t,u,-,-,r,-,i,N,-,-,-,-,-,-,-,-,a,7,7,-,-
bayu1240,-,-,-,-,-,T,-,-,-,-,-,-,-,i,n,-,-,t,-,-,-,-,-,a,-,l,-,-
dhar1247,-,-,-,-,-,T,-,-,-,-,-,-,-,u,-,-,-,r,u,-,-,g,-,a,-,-,-,-
pany1241,-,-,-,-,-,y,-,-,-,-,-,-,-,a,n,-,-,t,-,-,-,-,-,a,-,-,-,-
ngar1287,-,-,-,-,-,y,-,-,-,-,-,-,-,a,n,-,-,d,-,-,-,-,-,a,-,-,-,-
nyun1247,-,-,-,-,-,b,-,-,-,-,-,-,-,e,n,-,-,-,-,-,-,-,-,-,-,-,-,-
warl1254,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,a,r,-,-,-,-,-,a,-,-,-,-
waru1265,-,-,-,-,-,k,-,-,-,-,-,-,-,i,l,y,i,r,-,-,-,-,-,i,-,-,-,-
guri1247,-,-,-,-,-,w,-,-,u,-,-,l,N,a,n,-,-,t,-,-,-,-,-,a,-,-,-,-
ngar1235,-,-,-,-,-,g,-,-,-,-,-,-,-,a,N,-,i,r,-,-,-,-,-,i,-,5,-,-
jaru1254,-,-,-,-,-,r,-,-,-,-,-,-,-,a,N,-,a,r,-,-,-,-,-,a,-,-,-,-
adny1235,-,-,-,-,-,v,-,-,-,-,-,-,-,a,-,-,-,T,-,-,-,-,-,u,-,-,-,-
naru1238,-,-,-,-,-,g,-,-,-,-,-,-,-,u,-,-,-,r,-,-,-,-,-,a,-,-,-,-
dier1241,k,u,-,-,-,r,-,-,-,-,-,-,-,u,-,-,-,r,i,-,-,-,-,e,-,-,-,-
yand1253,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,r,i,-,-,t,T,i,-,-,-,-
dhuw1249,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,-,-,u,-,-,-,-
djam1256,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,-,-,u,-,-,-,-
gupa1247,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,-,-,u,-,-,-,-
guma1253,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,-,-,u,-,-,-,-
dhan1270,-,-,-,-,-,w,-,-,-,-,-,-,-,a,-,-,-,l,-,-,-,-,-,u,-,-,-,-
djin1253,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,l,i,-,-,r,-,i,-,-,-,-
warl1256,-,-,-,-,-,p,-,-,u,m,a,t,-,a,-,-,-,4,-,-,-,-,-,a,-,-,-,-
alya1239,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,L,-,-,-,t,-,e,-,-,-,-
