language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
gami1243,-,-,b,u,-,g,a,-,-,-,-,-,-,-,-,-,-,i,-
gami1243,-,-,b,u,-,g,a,-,-,-,-,-,-,-,-,-,-,i,-
wira1262,-,-,b,i,-,l,a,-,-,-,-,-,-,-,-,-,-,-,-
muru1266,-,-,p,-,-,-,a,-,-,r,-,-,-,-,-,-,-,u,-
kumb1268,-,-,b,i,n,d,a,-,-,r,-,-,-,-,-,-,-,e,-
darl1243,-,-,b,-,-,-,a,n,-,d,-,-,-,-,T,-,-,i,-
guny1241,-,-,b,-,-,-,a,-,-,d,-,-,-,-,-,-,-,u,-
marg1253,-,-,b,-,-,-,a,-,-,r,-,-,-,-,-,-,-,u,-
maya1280,-,-,m,i,-,r,a,m,i,r,-,-,-,-,-,-,-,a,-
gugu1255,-,-,p,-,-,-,i,-,-,r,-,-,-,-,-,-,-,i,-
dyaa1242,-,-,w,-,-,-,u,-,-,r,-,-,-,-,-,-,-,u,-
dyir1250,-,-,-,-,-,-,u,-,-,r,-,a,-,-,m,-,-,o,-
warr1255,-,-,y,-,-,-,u,-,-,r,-,a,-,l,b,a,r,a,-
paka1251,-,-,w,-,-,-,a,-,-,7,-,a,-,-,p,-,-,a,-
kuku1280,-,-,w,-,-,-,a,-,-,7,-,a,-,-,w,-,-,a,-
wikm1247,-,-,w,-,-,-,a,-,-,7,-,-,-,-,w,-,-,-,-
umpi1239,-,-,m,-,-,-,a,-,-,N,-,-,-,-,k,-,-,a,-
kuuk1238,-,-,7,-,-,-,a,-,-,t,-,a,-,-,p,-,-,a,-
gurd1238,-,-,d,-,-,-,a,-,-,r,-,-,-,-,-,-,-,-,-
kuka1246,-,-,m,-,-,-,a,-,-,t,-,u,w,a,r,-,-,a,-
nyam1271,-,-,p,-,-,-,i,-,-,T,-,-,-,-,-,-,-,u,-
nyan1301,-,-,p,-,-,-,i,-,-,T,-,-,-,-,-,-,-,u,-
mart1256,-,-,k,-,-,-,a,-,-,r,-,-,-,-,-,-,-,u,-
wanm1242,-,-,k,-,-,-,a,-,-,r,-,-,-,-,-,-,-,u,-
kara1476,-,d,T,-,-,-,i,-,-,r,-,-,g,a,l,-,-,i,-
nhan1238,-,-,w,-,-,-,i,-,-,L,-,-,-,-,-,-,-,u,-
waja1257,-,-,w,-,-,-,a,-,-,r,-,i,-,-,y,-,-,a,-
bayu1240,-,-,y,-,-,-,a,-,-,d,-,-,-,-,-,-,-,i,-
dhal1245,-,-,m,i,n,t,u,-,-,r,-,-,-,-,-,-,-,u,-
dhar1247,-,-,y,-,-,-,a,-,-,d,-,-,-,-,-,-,-,i,-
kurr1243,-,-,w,-,-,-,u,n,-,t,-,-,-,-,-,-,-,u,-
pany1241,-,-,w,-,-,-,u,n,-,t,-,-,-,-,-,-,-,u,-
ngar1287,-,-,m,-,-,-,u,-,-,r,-,-,-,-,-,-,-,i,-
yind1247,-,-,w,-,-,-,u,n,-,d,-,-,-,-,-,-,-,u,-
nyun1247,-,-,p,-,-,-,e,-,-,L,-,-,-,-,-,-,-,e,-
warl1254,-,-,k,-,-,-,a,-,-,r,-,-,-,-,-,-,-,u,-
guri1247,-,-,p,-,-,-,i,n,-,k,-,-,-,-,-,-,-,a,-
ngar1235,-,-,m,-,-,-,a,n,-,d,-,a,-,-,y,-,-,a,N
mudb1240,-,-,b,-,-,-,i,n,-,k,-,-,-,-,-,-,-,a,-
jaru1254,-,-,g,-,-,-,i,l,-,-,-,-,-,-,-,-,-,i,-
yand1253,-,-,k,-,-,-,a,-,-,r,-,i,-,-,r,-,-,i,-
dhuw1249,-,-,N,-,-,-,a,-,-,r,k,u,-,-,l,-,-,a,-
djam1256,-,-,N,-,-,-,a,-,-,r,k,u,-,-,l,-,-,a,-
gupa1247,-,-,N,-,-,-,a,-,-,r,k,u,-,-,l,-,-,a,-
guma1253,-,-,N,-,-,-,a,-,-,r,k,u,-,-,l,-,-,a,-
rita1239,-,-,N,-,-,-,a,-,-,r,k,u,-,-,l,-,-,a,-
djin1253,-,-,m,-,-,-,a,-,-,-,-,-,-,-,n,-,-,i,-
yany1243,n,a,m,a,-,n,a,-,-,N,k,-,-,-,-,-,-,a,-
kala1377,-,-,s,-,-,-,a,-,-,r,k,-,-,-,-,-,-,a,-
