language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38
gami1243,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,e,-,-,-
gami1243,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,y,-,-,-
wira1262,a,t,o,-,p,-,-,-,-,-,o,-,d,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,y,-,-,-
wang1291,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
muru1266,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kumb1268,-,-,-,-,b,-,-,-,-,-,i,-,y,-,-,-,-,-,a,m,b,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
darl1243,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,i,-,-,-
guny1241,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-
marg1253,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-
kung1258,-,-,-,-,y,-,-,-,-,-,u,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-
bidy1243,-,-,-,-,y,-,-,-,-,-,u,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
gugu1255,-,-,-,-,b,-,-,-,-,-,o,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kuku1273,-,-,-,-,n,-,-,-,-,-,u,-,k,-,-,-,-,-,-,-,-,a,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-
dyaa1242,-,-,-,-,b,-,-,-,-,-,u,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-
yidi1250,-,-,-,-,b,-,-,-,-,-,u,-,g,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dyir1250,-,d,-,-,y,-,-,-,-,-,a,N,g,-,-,-,-,-,-,-,-,a,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-
warr1255,-,-,-,-,m,-,-,-,-,-,u,d,y,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
paka1251,-,-,-,-,N,-,-,-,-,-,o,l,k,-,-,-,-,-,a,n,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kuku1280,-,-,-,-,m,-,-,-,-,-,u,N,g,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wikm1247,-,-,-,-,w,a,T,a,m,p,u,N,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-
umpi1239,-,-,-,-,k,-,-,-,-,-,a,n,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kuuk1238,-,-,-,-,y,-,-,-,-,-,a,N,k,-,-,-,-,-,u,5,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kanj1260,-,-,-,-,p,-,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gurd1238,-,-,-,-,-,-,-,-,-,-,i,l,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngaa1240,-,m,u,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,l,-,-,k,-,-,-,u,-,-,-
