language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
gami1243,b,a,-,-,r,-,-,-,i,a,n,m,u,-,-,l,-,-,-
gami1243,b,a,-,-,r,-,-,-,i,a,n,m,u,-,-,l,-,-,-
wira1262,-,-,-,-,t,-,-,-,-,o,n,t,o,-,-,-,-,-,-
wang1291,-,a,-,-,r,-,-,-,-,-,-,b,o,t,e,r,-,o,-
muru1266,p,a,-,-,r,-,-,-,i,-,-,m,a,-,-,-,-,-,-
darl1243,-,-,-,-,-,-,-,-,u,-,N,-,o,-,-,l,-,i,-
guny1241,-,-,-,-,g,-,-,-,u,-,t,-,u,-,-,r,-,u,-
marg1253,-,-,-,-,g,-,-,-,u,-,t,-,u,-,-,r,-,u,-
nyam1271,-,-,-,-,k,-,-,-,u,-,L,-,a,n,e,d,-,o,-
nhan1238,-,-,-,-,-,-,-,-,w,-,-,-,a,-,-,n,a,w,-
bayu1240,-,-,-,-,k,-,-,-,u,-,k,-,a,-,-,r,-,u,-
dhal1245,-,-,-,-,k,-,-,-,u,-,k,-,a,-,-,r,-,u,-
nyun1247,-,-,-,-,-,-,-,-,-,-,m,-,a,-,-,L,-,e,-
guri1247,-,-,-,-,T,a,m,p,i,-,T,-,a,-,-,n,-,-,-
jaru1254,-,-,-,-,T,i,-,w,i,l,g,-,a,-,-,n,-,-,-
naru1238,-,-,-,-,g,-,-,-,u,-,l,-,-,-,-,d,-,y,o
dier1241,-,-,-,-,k,-,-,-,u,-,t,-,-,-,-,-,-,i,-
yand1253,-,-,-,-,k,-,-,-,u,-,d,-,-,-,-,r,-,i,-
waga1260,N,a,t,a,k,-,-,-,u,-,5,-,a,-,-,-,-,-,-
