language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39
gami1243,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,-,-,l,t,i,n,-,i,-,-,-,-
gami1243,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,-,-,l,t,i,n,-,i,-,-,-,-
wira1262,b,u,-,-,-,w,o,y,-,-,a,-,-,b,i,y,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,N,-,i,d,y,a,l
muru1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,n,k,i,-,-,-,-
darl1243,-,-,-,-,-,-,-,y,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,a,-,-,-,-
guny1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,a,g,u,-,-,-,-
marg1253,-,-,-,-,-,-,-,w,-,-,i,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,y,u,-,-,-,-
kung1258,-,-,-,-,-,-,-,w,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,y,u,-,-,-,-
dyaa1242,d,-,-,-,-,-,-,T,-,-,a,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,a,-,-,-,l
dyir1250,-,-,-,-,-,-,-,b,-,-,a,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,m,b,a,-,-,-,l
warr1255,-,-,-,-,-,-,-,b,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,b,a,-,-,-,-
paka1251,-,-,-,-,-,-,-,w,-,-,a,-,-,-,-,q,-,-,-,-,-,-,-,-,-,-,a,-,-,4,-,-,-,-,a,-,-,-,-
kuku1280,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,e,-,-,-,-
wikm1247,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,N
umpi1239,-,-,-,-,-,-,-,p,-,-,a,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,a,-,-,-,-
kuuk1238,-,-,-,-,-,-,-,p,-,-,a,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,a,n,-,a,-,-,-,-
gurd1238,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,r,-,-,-,k,-,-,-,-,-
ngaa1240,t,-,-,-,-,-,-,T,-,-,a,-,-,-,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,n,-,-,-,-,u,-,-,-,-
pint1251,t,-,-,-,-,-,-,T,-,-,a,-,-,-,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pint1250,t,-,-,-,-,-,-,T,-,-,a,-,-,-,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,n,-,-,-,-,u,-,-,-,-
kuka1246,t,-,-,-,-,-,-,T,-,-,a,-,-,-,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-
nyam1271,-,-,-,-,-,-,-,T,-,-,a,-,-,-,-,y,-,-,-,i,n,-,-,m,-,-,a,-,-,l,-,-,-,-,a,-,-,-,-
nyan1301,-,-,-,-,-,-,-,T,-,-,a,-,-,-,-,p,-,-,-,i,r,-,-,m,-,-,a,-,-,n,-,-,-,-,a,-,-,-,-
mart1256,-,-,-,-,-,-,-,T,-,-,a,-,-,-,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,n,-,-,-,-,u,-,-,-,-
kara1476,d,-,-,-,-,-,-,T,-,-,a,-,-,-,-,b,-,-,-,e,r,-,-,m,-,-,a,-,-,n,-,-,-,-,a,-,-,-,-
nhan1238,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
waja1257,-,-,-,-,-,-,-,t,-,-,u,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
bayu1240,-,-,-,-,-,-,-,p,-,-,a,-,-,-,-,y,-,-,-,i,-,-,-,-,-,-,-,-,-,n,-,a,-,m,a,-,-,-,-
dhal1245,-,-,-,-,-,-,-,p,-,-,a,r,i,b,i,y,a,l,g,i,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-
pany1241,-,-,-,-,-,-,-,T,-,-,a,-,-,-,-,y,-,-,-,i,-,-,-,-,-,-,-,-,-,n,-,-,-,m,a,-,-,-,l
ngar1287,-,-,-,-,-,-,-,b,-,-,a,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
yind1247,-,-,-,-,-,-,-,w,-,-,a,N,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
nyun1247,-,-,-,-,-,-,-,w,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,k,a,-,-,-,-
warl1255,-,-,-,-,-,-,-,T,-,-,i,-,-,-,-,l,-,-,-,i,T,-,-,k,-,-,a,-,-,N,-,-,-,k,a,-,-,-,-
guri1247,-,-,-,-,-,-,-,T,-,-,i,-,-,-,-,l,-,-,-,i,T,-,-,m,a,n,a,-,-,n,-,-,-,-,a,-,-,-,-
ngar1235,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,N,-,-,-,g,i,-,-,-,-
mudb1240,-,-,-,-,-,-,-,T,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,i,-,-,-,-
jaru1254,-,-,-,-,-,-,-,m,-,-,i,-,-,-,-,y,-,-,-,a,N,g,a,m,-,-,a,-,-,n,-,-,-,-,a,-,-,-,n
adny1235,-,-,-,-,-,-,-,N,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,i,-,-,-,-
dier1241,-,-,-,-,-,-,-,w,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,p,a,-,-,-,-
yand1253,-,-,-,-,-,-,-,y,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-
gupa1247,N,a,-,-,-,-,-,y,-,-,a,-,-,-,-,r,-,-,-,-,-,-,-,k,-,-,a,-,-,m,-,-,-,-,a,-,-,-,-
yann1237,d,E,-,-,-,-,-,b,-,-,i,-,-,-,-,r,-,-,-,-,-,-,-,k,-,-,a,y,u,n,-,-,-,-,-,-,-,-,-
djin1253,-,-,-,-,-,-,-,b,u,T,a,-,-,-,-,l,-,-,-,-,-,-,-,m,-,-,i,-,-,T,-,-,-,-,i,-,-,-,-
waga1260,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-
warl1256,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,-,-,a,-,-,-,-
