language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
gami1243,-,-,g,-,-,i,-,-,-,-,-,-,r,-,-,-,-,-,u,-,-,-
gami1243,-,-,g,-,-,i,-,-,-,-,-,-,r,-,-,-,-,-,u,-,-,-
wira1262,-,-,k,a,r,i,-,g,-,a,-,-,r,-,-,-,-,-,a,-,-,-
wang1291,-,-,g,a,r,i,-,m,-,u,n,-,g,-,-,-,-,-,a,n,-,-
muru1266,-,-,p,-,-,i,-,-,-,-,n,-,t,-,-,-,-,-,a,l,-,-
kumb1268,-,-,g,-,-,a,-,-,-,-,-,-,L,-,-,-,-,-,a,-,-,-
darl1243,-,-,m,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-
guny1241,-,-,w,-,-,a,-,-,-,-,-,-,d,-,i,g,-,-,a,n,i,5
marg1253,-,-,y,-,-,a,-,5,-,-,-,-,d,-,y,-,-,-,a,-,-,-
kuku1273,-,-,m,-,-,a,-,n,-,u,b,a,T,-,-,-,-,-,a,-,-,-
dyaa1242,-,-,y,-,-,a,-,T,-,u,-,-,l,-,-,-,-,-,-,-,-,-
umpi1239,-,-,m,-,-,a,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-
kuuk1238,-,-,m,-,-,a,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-
gurd1238,n,e,y,-,-,a,-,k,-,-,-,-,r,-,-,-,-,-,a,r,-,-
ngaa1240,-,-,T,-,-,u,-,-,-,-,-,-,r,k,u,L,-,p,a,-,-,-
pint1251,t,-,T,-,-,u,-,k,-,a,-,-,r,-,u,r,-,-,u,-,-,-
pitj1243,-,-,m,-,-,-,-,-,-,a,-,-,-,-,-,t,-,-,u,-,-,-
pint1250,t,-,T,-,-,u,-,-,-,-,-,-,r,k,-,-,-,-,u,-,-,-
kuka1246,-,-,m,-,-,u,-,-,-,-,-,-,l,-,a,r,-,p,a,-,-,-
