language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
gurd1238,-,-,-,-,-,y,o,-,N,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,o,-,-,k,-,-,-,-
ngaa1240,-,-,-,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,m,-,-,-,i,-,-,-,-,-,-,-
pint1250,-,-,-,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,m,-,-,-,i,-,-,-,-,-,-,-
kuka1246,-,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,t,-,-,-,u,r,-,k,-,a,-,-
nyam1271,-,-,-,-,-,b,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,b,-,-,-,i,-,-,-,-,-,-,-
nyan1301,-,N,a,m,a,m,-,-,-,-,-,-,a,l,y,T,i,n,-,-,i,r,-,-,-,i,-,-,-,-,-,-,-
kara1476,-,-,-,-,-,N,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-,-
nhan1238,-,-,-,-,-,m,-,-,-,-,-,-,i,-,-,-,-,l,-,-,-,g,-,-,-,i,-,-,-,-,-,-,-
bayu1240,-,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,n,-,-,-,d,-,-,-,u,L,a,n,m,a,y,i
dhal1245,-,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,n,-,-,-,d,-,-,-,u,-,-,-,-,-,-,-
kurr1243,-,-,-,-,-,p,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,p,-,-,-,i,-,-,-,-,-,-,-
ngar1287,-,-,-,-,-,g,-,-,-,-,-,-,u,-,-,-,-,n,-,-,-,d,-,-,-,u,-,-,-,-,-,-,-
yind1247,-,-,-,-,-,g,-,-,-,-,-,-,u,-,-,-,-,n,-,-,-,d,-,-,-,u,-,-,-,-,-,-,-
nyun1247,-,-,-,-,-,b,-,-,-,-,-,-,i,-,-,-,-,b,e,g,o,r,-,-,-,e,-,-,-,-,-,-,-
warl1254,-,-,-,-,-,N,a,-,p,-,-,-,u,-,-,-,-,-,-,-,-,L,-,-,-,u,-,-,-,-,-,-,-
guri1247,-,-,-,-,-,N,a,-,p,-,-,-,u,-,-,-,-,-,-,-,-,L,-,-,-,u,-,-,-,-,-,-,-
ngar1235,-,-,-,-,-,N,a,-,b,-,-,-,u,-,-,-,-,-,-,-,-,l,-,-,-,u,-,-,-,-,-,-,-
mudb1240,-,-,-,-,-,N,a,-,b,-,-,-,u,-,-,-,-,-,-,-,-,l,-,-,-,u,-,-,-,-,-,-,-
jaru1254,-,-,-,-,-,n,-,-,T,-,-,-,u,-,-,-,-,-,-,-,-,m,-,-,-,u,-,-,-,-,-,-,-
adny1235,u,k,a,t,a,N,a,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
naru1238,-,-,-,-,-,N,a,-,m,-,-,-,i,-,-,-,-,-,-,-,-,r,-,-,-,u,-,-,-,-,-,-,-
dier1241,-,w,i,-,-,r,i,-,b,-,-,-,a,-,-,-,-,n,-,-,-,t,-,-,-,a,-,-,-,-,-,-,-
dhuw1249,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,l,k,-,-,-,-,-,-,-,-,-,-
djam1256,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,l,k,-,-,-,-,-,-,-,-,-,-
gupa1247,-,-,-,-,-,N,a,-,m,-,-,-,u,-,-,-,-,-,-,-,-,n,k,-,-,u,-,-,r,-,-,-,-
guma1253,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,-,-,-,-,-,-,l,k,-,-,-,-,-,-,-,-,-,-
rita1239,-,-,-,-,-,N,a,-,m,-,-,-,i,-,-,-,-,-,-,-,-,n,-,-,-,i,-,-,-,-,-,-,-
yann1237,-,-,-,-,-,N,a,-,m,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-
djin1253,-,-,-,-,-,N,i,r,m,-,-,-,i,-,-,-,-,-,-,-,-,n,N,i,n,i,-,-,-,-,-,-,-
waga1260,-,k,u,-,-,5,a,-,N,-,-,-,u,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-
warl1256,-,-,-,-,-,N,a,-,m,a,n,d,u,-,-,-,-,-,-,-,-,r,-,-,-,u,-,-,-,-,-,-,-
kala1377,-,-,i,-,-,k,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
