language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
gami1243,-,-,-,-,-,N,u,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
gami1243,-,-,-,-,-,N,u,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
wira1262,-,-,-,-,-,g,i,-,m,-,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,a,-,-,-,-,-,-,-
muru1266,-,-,-,-,-,-,-,-,m,-,-,-,i,-,-,-,-,-,-,-,-,l,k,-,-,i,-,-,n,-,-,-,-
kumb1268,-,-,-,-,-,N,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,u,-,-,m,-,-,-,-
guny1241,-,-,-,-,-,-,-,-,m,-,-,-,i,-,-,-,-,-,-,-,-,l,g,-,-,i,-,-,n,-,-,-,-
marg1253,-,-,-,-,-,-,-,-,k,-,-,-,o,-,-,-,-,-,-,-,-,d,r,-,-,a,-,-,r,-,-,-,-
kung1258,-,-,-,-,-,-,-,-,m,-,-,-,i,-,-,-,-,-,-,-,-,l,g,-,-,a,-,-,n,-,a,-,-
gugu1255,-,-,-,-,-,-,-,-,m,-,-,-,i,-,-,-,-,-,-,-,-,l,g,-,-,i,-,-,-,-,-,-,-
dyaa1242,-,-,-,-,-,-,-,-,m,-,-,-,i,-,-,-,-,-,-,-,-,l,g,-,-,i,-,-,-,-,-,-,-
yidi1250,-,-,-,-,-,N,a,-,m,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-
dyir1250,-,-,-,-,-,n,a,h,m,-,-,-,o,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-
paka1251,-,-,-,-,-,t,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,t,-,-,-,u,-,-,-,-,-,-,-
wikm1247,-,-,-,-,-,N,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-
umpi1239,-,-,-,-,-,T,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,T,-,-,-,u,-,-,-,-,-,-,-
