language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
gami1243,-,-,-,-,-,-,-,-,w,o,l,-,-,-,-,-,-,-,-,a,r,-,-,-
gami1243,-,-,-,-,-,-,-,-,w,a,l,-,-,-,-,-,-,-,-,a,r,-,-,-
wira1262,-,-,-,-,-,-,-,-,g,a,n,-,-,-,-,-,-,-,-,a,-,-,-,-
wang1291,-,-,-,-,-,-,-,-,w,u,r,-,-,-,-,-,-,-,-,u,-,-,-,-
muru1266,-,-,-,-,-,-,-,-,p,a,N,-,-,k,-,-,-,-,-,a,l,-,-,-
kumb1268,-,-,-,-,-,-,-,-,b,u,r,-,-,-,-,-,-,-,-,u,m,-,-,-
darl1243,-,-,-,-,-,-,-,-,g,a,r,-,-,d,-,-,-,-,-,a,-,-,-,-
guny1241,-,-,-,-,-,-,-,-,w,i,N,-,-,-,-,-,-,-,-,a,l,-,-,-
marg1253,-,-,-,-,-,-,-,-,w,i,N,-,-,-,-,-,-,-,-,a,l,-,-,-
maya1280,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,a,n,i,7,7
gugu1255,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,a,k,u,-,-
kuku1273,-,-,-,-,-,-,-,-,b,i,n,-,-,d,-,-,-,-,-,a,-,-,-,-
dyaa1242,-,-,-,-,-,-,-,-,b,i,n,-,-,d,-,-,-,-,-,a,-,-,-,-
yidi1250,-,-,-,-,-,-,-,-,b,i,n,-,-,d,-,-,-,-,-,a,-,-,-,-
dyir1250,-,-,-,-,-,-,-,-,p,a,N,-,-,g,-,-,-,-,-,a,l,-,-,-
warr1255,-,-,-,-,-,-,-,-,b,a,N,-,-,g,-,-,-,-,-,a,l,-,-,-
paka1251,-,-,-,-,-,-,-,-,-,i,N,-,-,k,-,-,-,-,-,a,-,-,-,-
kuku1280,-,-,-,-,-,-,-,-,-,i,N,-,-,k,-,-,-,-,-,i,-,-,-,-
wikm1247,-,-,-,-,-,-,-,-,m,i,-,-,-,T,-,-,-,-,-,a,n,-,-,-
umpi1239,-,-,-,-,-,-,-,-,t,i,m,-,-,-,-,-,-,-,-,a,n,-,-,-
kuuk1238,-,-,-,-,-,-,-,-,t,i,m,-,-,-,-,-,-,-,-,a,n,-,-,-
gurd1238,-,-,-,-,-,-,-,-,r,a,-,-,-,k,-,-,-,-,-,i,l,-,-,-
ngaa1240,-,-,t,a,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
pint1251,-,-,-,a,-,l,-,i,p,i,-,-,-,r,-,-,-,-,-,i,-,-,-,-
pitj1243,-,-,-,a,-,l,-,i,p,i,-,-,-,r,-,-,-,-,-,i,-,-,-,-
pint1250,-,-,N,a,-,l,-,-,p,i,-,-,-,r,-,-,-,-,-,i,-,-,-,-
kuka1246,-,-,N,a,-,l,-,-,p,i,-,-,-,r,-,-,-,-,-,i,-,-,-,-
nyam1271,-,-,w,a,-,t,-,-,-,a,-,-,-,r,-,-,-,-,-,a,-,-,-,-
nyan1301,-,-,-,-,-,l,-,-,-,i,-,-,-,n,-,p,-,-,-,i,-,-,-,-
mart1256,-,-,N,u,-,n,-,-,-,-,-,-,-,t,-,-,-,-,-,i,-,-,-,-
wanm1242,-,-,y,i,-,l,-,i,p,i,-,-,-,r,-,-,-,-,-,i,-,-,-,-
kara1476,-,-,g,o,n,d,-,-,-,i,-,-,-,d,-,T,e,n,-,a,-,-,-,-
kara1476,-,-,g,o,n,d,-,-,-,i,-,-,-,d,-,T,e,n,-,a,-,-,-,-
nhan1238,-,-,-,-,-,-,-,-,p,i,-,-,-,d,i,d,-,-,-,i,-,-,-,-
waja1257,-,-,-,-,-,-,-,-,b,i,-,-,-,r,i,T,-,-,-,i,-,-,-,-
bayu1240,-,-,k,a,-,L,-,-,b,i,-,-,-,l,b,-,-,-,-,i,-,-,-,-
dhal1245,-,-,-,-,-,-,-,-,m,i,-,-,-,L,-,-,-,-,-,a,-,-,-,-
dhar1247,-,-,-,-,-,-,-,-,m,i,-,-,-,L,-,-,-,-,-,a,-,-,-,-
kurr1243,-,-,-,-,-,-,-,-,p,u,-,-,-,t,p,-,-,-,-,u,-,-,-,-
pany1241,-,-,-,-,-,-,-,-,w,i,-,-,-,l,y,k,-,-,-,a,-,-,-,-
ngar1287,-,-,-,-,-,-,-,-,b,a,r,g,a,r,-,-,-,-,-,a,-,-,-,-
yind1247,-,-,-,-,-,-,-,-,b,a,-,-,-,r,-,-,-,-,-,a,-,-,-,-
nyun1247,-,-,-,-,-,-,-,-,m,o,n,-,-,k,-,-,-,-,-,-,-,-,-,-
warl1255,-,-,T,i,-,-,-,-,-,-,-,-,-,T,-,-,-,-,-,a,-,-,-,-
warl1254,-,-,T,i,-,-,-,-,m,a,n,-,-,t,-,-,-,-,-,a,-,-,-,-
waru1265,-,-,T,i,-,-,-,-,m,a,n,-,-,-,-,-,-,-,-,-,-,-,-,-
