language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
viet1252,-,T,h,t,-,s,h,a,a,-,i,-,-,-
mang1378,-,m,-,-,-,-,-,-,a,b,e,-,-,-
east2333,-,-,-,-,-,s,-,-,-,-,i,-,-,-
maaa1253,-,-,-,-,-,s,-,-,-,-,i,-,-,-
maaa1253,-,-,-,-,-,s,-,-,-,-,i,-,-,-
bulo1242,-,-,-,-,-,s,-,-,-,-,i,-,-,-
chra1242,-,-,-,-,-,s,-,-,-,-,i,-,-,-
tamp1251,-,-,-,-,-,s,-,-,-,-,3,-,y,-
nyah1249,-,T,-,t,-,s,-,-,-,-,e,-,-,-
lave1248,-,T,-,t,-,s,-,-,-,-,e,-,y,-
oyyy1238,-,T,-,t,-,s,-,-,-,-,a,-,y,-
tali1257,-,T,-,t,-,s,-,-,-,-,a,-,y,-
alak1253,5,T,-,-,-,-,-,-,-,-,a,-,y,-
hala1252,-,T,-,t,-,s,-,-,-,-,i,-,-,-
cuaa1241,-,-,-,-,-,s,-,-,-,-,a,-,y,-
west2398,-,T,-,t,-,s,-,-,-,-,E,-,-,-
ngeq1245,n,T,-,-,-,-,-,-,-,-,a,-,i,-
phon1246,-,-,-,t,-,r,-,-,-,-,e,-,5,-
nyah1250,-,T,-,t,-,s,-,-,-,-,a,-,y,-
monn1252,-,T,-,t,-,s,-,-,-,-,a,-,y,-
sema1266,-,T,-,t,-,s,-,-,-,-,E,-,7,-
temi1246,-,T,-,t,-,s,-,-,-,-,E,-,7,-
jahh1242,-,T,-,t,-,s,-,-,-,-,E,-,7,-
kens1248,-,T,-,t,-,s,-,-,-,-,e,-,7,-
jeha1242,-,T,-,t,-,s,-,-,-,-,i,-,7,-
seme1247,-,T,-,t,-,s,-,-,-,-,i,-,-,-
sema1265,-,T,-,t,-,s,-,-,-,-,i,-,-,-
cent1989,-,T,-,t,-,s,-,-,-,-,a,-,y,-
nort2684,-,T,-,t,-,s,-,-,-,-,a,-,y,-
aheu1239,-,k,-,-,-,-,-,-,-,-,3,-,-,-
mlab1235,-,-,-,-,-,s,-,-,-,-,e,-,7,-
ruch1235,-,-,-,-,-,s,-,-,a,-,i,-,-,-
ruma1248,-,-,-,-,-,k,-,-,3,p,i,E,n,-
huuu1240,-,-,-,n,-,s,-,-,-,-,i,-,-,-
khan1274,-,T,-,t,-,s,-,-,-,-,e,-,-,-
bitt1240,-,-,-,t,-,S,-,-,-,-,e,-,-,-
puoc1238,-,T,-,t,-,s,-,-,-,-,e,-,y,-
carn1240,-,-,-,t,a,r,-,-,-,-,3,-,l,-
khas1269,-,k,-,-,-,s,-,-,k,-,i,-,-,-
khar1287,-,-,-,-,-,s,-,-,-,-,e,-,g,-
juan1238,-,e,-,-,-,s,-,-,-,-,e,-,-,-
sant1410,-,-,-,-,-,s,-,-,-,-,i,-,-,-
mund1320,-,-,-,-,-,s,-,-,-,-,i,-,k,u
kork1243,-,-,-,-,-,s,-,-,-,-,i,-,k,u
sora1254,-,i,-,-,-,7,-,-,-,-,i,-,-,-
pare1266,-,a,-,n,-,g,-,-,-,-,i,-,7,n
bond1245,g,i,-,-,-,s,-,-,-,-,i,-,-,-
buga1247,m,b,-,-,-,-,-,-,-,-,a,-,n,-
