language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
east2333,-,-,-,-,-,k,i,-,-,-,-,-,-,-,-,-,e,-,-,-,-,k,-,-,-,-,-
maaa1253,-,-,-,-,-,r,3,-,k,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-
maaa1253,-,-,-,-,-,t,-,-,S,-,-,-,-,-,-,-,o,-,-,-,-,d,-,Z,-,h,-
bulo1242,-,-,-,-,-,r,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
chra1242,-,-,-,T,w,t,-,-,s,-,-,w,-,-,-,-,o,-,-,-,-,h,-,-,-,-,-
sree1244,-,-,-,b,-,r,-,-,-,-,-,-,-,-,-,-,a,-,a,-,-,s,-,-,-,-,-
chil1279,-,-,-,T,-,t,-,-,s,-,-,-,-,-,-,-,a,d,Z,-,-,h,-,-,-,-,-
nyah1249,-,-,-,p,-,h,p,-,h,-,-,-,-,-,-,-,a,-,T,-,-,t,-,-,-,s,-
lave1248,-,-,-,p,-,h,p,-,h,-,-,-,-,-,-,-,a,-,T,-,-,t,-,-,-,s,-
oyyy1238,-,-,-,b,-,-,-,-,r,-,-,-,-,-,-,-,u,-,k,-,-,-,-,-,-,-,-
alak1253,-,-,-,p,-,-,3,3,h,-,-,-,-,-,-,-,a,-,T,-,-,t,-,-,-,s,-
cuaa1241,-,-,-,T,w,t,-,-,s,-,-,w,-,-,-,-,a,-,-,-,-,h,-,-,-,-,-
hala1252,-,-,-,T,-,t,-,-,s,-,-,u,-,-,-,-,o,d,Z,-,-,h,-,-,-,-,-
todr1244,-,-,-,b,-,r,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,h,-,-,-,-,-
katu1272,-,-,-,t,h,t,-,-,h,-,-,-,-,-,-,-,o,-,-,-,-,N,-,-,-,-,-
west2398,-,-,-,T,-,t,-,-,s,-,-,u,-,-,-,-,a,-,-,-,-,h,-,-,-,-,-
ngeq1245,-,-,-,N,-,k,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,5,-,-,-,-,-
sooo1254,-,-,-,T,-,t,-,-,s,-,-,u,-,-,-,w,a,-,-,-,-,h,-,-,-,-,-
trii1240,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,a,-,-,-,-,y,-,-,-,-,-
phon1246,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,T,-,-,t,-,-,-,s,-
nyah1250,-,-,-,n,-,t,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,l,-,-,-,-,-
monn1252,-,-,-,b,a,t,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
sema1266,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,s,-,i,-,r,-
temi1246,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,a,-,n,-,-,t,a,i,-,-,-
kens1248,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,s,-,i,-,-,-
jeha1242,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,a,-,n,-,-,t,-,E,-,y,-
seme1247,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,s,-,i,-,r,-
cent1989,k,h,k,h,-,-,3,-,s,-,-,-,-,-,-,-,a,-,T,-,-,t,-,-,-,s,-
nort2684,k,s,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,T,-,-,t,-,-,-,s,-
mlab1235,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,a,-,-,-,-,y,-,-,-,-,-
rucc1239,-,-,-,t,-,-,-,-,-,-,-,3,-,-,-,k,a,-,-,-,-,T,-,-,-,-,-
mali1278,-,-,-,k,-,-,-,-,-,-,-,a,x,3,o,N,a,-,-,-,-,d,-,E,-,7,-
aheu1239,-,-,-,7,-,-,-,-,-,-,-,a,-,-,-,t,a,-,k,t,h,t,h,E,-,h,-
viet1252,-,-,-,T,-,t,-,-,s,-,-,a,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-
ruch1235,-,-,-,k,h,k,-,-,h,-,-,-,-,-,-,-,a,-,i,-,-,7,-,-,-,-,-
ruma1248,-,-,-,k,h,k,-,-,h,-,-,-,-,-,-,-,a,-,i,-,-,-,-,-,-,-,-
huuu1240,-,-,-,-,-,n,-,-,s,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-
khan1274,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,a,-,-,-,-,y,-,-,-,-,-
bitt1240,-,-,-,-,-,-,-,-,s,T,-,i,-,-,-,-,a,-,-,-,-,7,-,-,-,-,-
puoc1238,-,-,-,d,i,N,-,-,s,-,-,-,-,-,-,-,a,-,-,-,-,y,-,-,-,-,-
mang1378,-,-,-,7,-,-,a,-,m,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-
nanc1247,-,-,-,p,-,-,i,-,i,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-
carn1240,-,-,-,k,-,-,u,-,y,-,-,-,-,-,-,-,a,-,-,-,-,y,-,-,-,y,3
khar1287,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,k,-,e,d,d,-
juan1238,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,l,-,i,-,-,-
sant1410,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,t,-,i,-,l,-
mund1320,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,t,-,i,-,l,-
kork1243,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,t,-,i,-,l,-
sora1254,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,k,-,i,d,Z,-
pare1266,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,k,-,i,-,7,-
bond1245,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,l,-,i,-,-,-
khas1269,-,-,-,s,-,h,-,-,s,h,i,i,-,-,-,-,a,-,-,-,-,p,-,-,-,-,-
buga1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,e,-,-,-
