language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
viet1252,-,s,u,-,-,u,n,-,-,-,-,-,-,-,g,-,-
mang1378,-,x,-,-,-,a,7,x,-,-,-,-,a,-,k,-,-
east2333,-,-,-,-,-,-,-,k,-,-,-,-,a,-,i,-,-
maaa1253,-,n,-,-,-,-,-,g,-,-,-,-,E,-,-,-,-
maaa1253,-,n,-,-,-,-,-,k,-,-,-,-,e,-,-,-,-
bulo1242,-,-,-,-,-,-,-,k,-,-,-,-,e,-,-,-,-
chra1242,-,n,-,-,-,-,-,k,-,-,-,-,E,-,-,-,-
tamp1251,-,N,-,-,-,-,-,k,-,-,-,-,e,-,-,-,-
nyah1249,-,d,-,-,-,-,-,w,-,-,d,w,a,-,y,-,-
lave1248,-,t,-,-,-,3,-,k,-,-,-,u,a,-,y,-,-
oyyy1238,-,t,-,-,-,a,-,g,-,-,-,u,a,-,y,-,-
tali1257,-,-,-,-,-,-,-,k,-,-,-,-,o,-,y,-,-
alak1253,-,N,-,-,-,-,-,k,-,-,-,-,a,-,y,-,-
hala1252,-,h,-,-,-,3,-,k,-,-,-,-,e,-,-,-,-
todr1244,-,7,-,-,-,a,-,k,-,-,-,-,i,-,-,-,-
cuaa1241,-,7,-,-,-,a,-,k,-,-,-,-,E,-,-,-,-
west2398,-,t,-,-,-,a,-,k,-,-,-,-,o,-,y,-,-
ngeq1245,-,t,-,-,-,a,N,k,-,-,-,-,3,-,y,-,-
paco1243,-,t,-,-,-,3,N,k,-,-,-,-,o,-,y,-,-
phon1246,k,t,-,-,-,-,-,-,-,-,-,-,o,-,N,-,-
nyah1250,-,t,h,t,-,h,-,r,-,-,-,-,a,-,N,-,-
monn1252,-,g,-,-,-,-,-,r,-,-,-,-,a,-,N,-,-
monn1252,-,d,-,-,-,-,-,r,-,-,-,-,a,-,N,-,-
sema1266,-,t,-,-,-,a,-,n,d,n,d,-,u,-,k,-,-
temi1246,-,b,-,-,-,a,-,l,-,-,-,-,o,-,g,-,-
kens1248,-,t,-,-,-,a,-,n,-,-,-,-,o,-,7,-,-
jeha1242,-,t,-,-,-,a,-,n,-,-,-,-,o,-,7,-,-
seme1247,-,t,-,-,-,a,-,n,d,n,d,-,u,-,k,-,-
cent1989,-,s,-,-,-,3,-,n,-,-,-,-,e,-,N,-,-
nort2684,-,s,-,-,-,-,-,n,-,-,-,-,E,-,5,-,-
aheu1239,-,t,-,-,-,a,7,k,-,-,-,-,3,-,Z,7,-
aheu1239,-,t,-,-,-,a,-,k,-,-,-,-,o,-,y,-,-
mlab1235,-,-,-,-,-,-,-,k,-,-,-,-,a,-,w,-,-
ruch1235,-,n,-,-,-,-,-,-,-,-,-,-,u,-,N,-,-
ruma1248,-,n,-,-,-,-,-,-,-,-,-,-,3,-,N,-,-
huuu1240,k,x,-,-,-,-,-,-,-,-,-,-,3,-,N,-,-
khan1274,-,-,-,-,-,-,-,k,-,-,-,-,o,-,y,-,-
bitt1240,-,t,-,-,-,3,-,k,-,-,-,-,u,a,i,-,-
puoc1238,T,t,s,-,-,3,l,g,-,-,-,-,a,-,n,-,-
carn1240,-,s,-,-,-,i,n,r,-,-,-,-,o,-,l,-,-
khas1269,-,r,-,-,-,-,-,-,-,-,-,-,e,-,N,-,-
khar1287,-,d,-,d,-,e,-,r,-,-,-,-,e,-,N,-,-
juan1238,-,s,-,-,-,-,-,-,-,-,-,-,i,-,N,-,o
sant1410,-,d,-,-,-,i,-,r,-,-,-,-,i,-,5,-,-
mund1320,-,d,-,-,-,i,-,r,-,-,-,-,i,-,N,-,-
kork1243,-,s,-,-,-,-,-,-,-,-,-,-,i,-,N,g,i
sora1254,-,-,-,d,e,e,-,r,-,-,-,-,e,-,N,-,-
pare1266,-,d,-,d,-,a,-,r,-,-,-,-,a,-,N,-,-
bond1245,-,d,-,d,-,e,-,r,-,-,-,-,e,-,N,-,-
buga1247,-,-,-,-,-,-,-,x,-,-,-,-,o,-,-,-,-
