language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
east2333,-,-,-,-,7,-,-,-,-,-,3,-,-,-,5,-,-,-
maaa1253,-,-,-,-,7,-,-,-,-,-,u,-,-,-,5,-,-,-
maaa1253,-,-,-,-,7,-,-,-,-,-,u,-,-,-,5,-,-,-
bulo1242,-,-,-,-,7,-,-,-,-,-,o,-,-,-,5,-,-,-
chra1242,-,-,-,-,7,-,-,-,-,-,u,-,-,-,5,-,-,-
sree1244,-,-,-,-,-,-,-,-,-,-,o,-,-,-,s,-,-,-
chil1279,-,-,-,-,7,-,-,-,-,-,o,d,Z,-,h,-,-,-
tamp1251,-,-,-,-,-,-,-,-,-,-,o,-,-,-,5,-,-,-
nyah1249,-,-,-,-,7,-,-,-,-,-,u,-,-,-,5,-,-,-
lave1248,-,-,-,-,7,-,-,-,-,-,u,-,-,-,5,-,-,-
oyyy1238,-,-,-,-,7,-,-,-,-,-,u,-,-,-,5,-,-,-
tali1257,-,-,-,-,7,-,-,-,-,-,u,-,-,-,5,-,-,-
alak1253,-,-,-,-,7,-,-,-,-,-,u,-,-,-,5,-,-,-
cuaa1241,-,-,-,-,7,-,-,-,-,-,o,-,-,-,l,-,-,-
katu1272,-,-,-,-,7,-,-,-,-,-,o,d,Z,-,h,-,-,-
west2398,-,-,-,-,7,-,-,-,-,-,o,-,-,-,s,-,-,-
ngeq1245,-,-,-,-,7,-,-,-,-,-,u,d,Z,-,h,-,-,-
sooo1254,-,-,-,-,7,-,-,-,-,-,u,w,i,-,h,-,-,-
trii1240,-,-,-,-,-,-,-,-,-,-,u,-,i,-,h,-,-,-
paco1243,-,-,-,-,7,-,-,-,-,-,u,d,Z,-,h,-,-,-
phon1246,-,-,-,-,7,-,-,-,-,-,o,-,-,-,s,-,-,-
nyah1250,-,-,-,-,k,-,-,-,-,-,3,m,a,-,t,-,-,-
monn1252,-,-,-,-,p,-,-,-,-,-,a,m,a,-,t,-,-,-
sema1266,-,-,-,-,7,-,-,-,-,-,o,-,-,-,s,-,-,-
temi1246,-,-,-,-,7,-,-,-,-,-,o,-,-,-,s,-,-,-
jahh1242,-,-,-,-,7,-,-,-,-,-,o,-,-,-,s,-,-,-
kens1248,-,m,e,t,7,-,-,-,-,-,o,-,-,-,s,-,-,-
jeha1242,-,-,-,-,7,-,-,-,-,-,o,-,-,-,s,-,-,-
seme1247,-,-,-,-,7,-,-,-,-,-,u,-,-,-,s,-,-,-
sema1265,-,-,-,-,7,-,-,-,-,-,u,-,-,-,s,-,-,-
cent1989,-,b,-,-,h,b,h,l,a,-,3,-,-,-,N,-,-,-
nort2684,-,p,-,-,h,p,h,l,3,-,3,-,-,-,N,-,-,-
mlab1235,-,-,-,-,7,-,-,-,-,-,u,-,l,-,h,-,l,-
rucc1239,-,-,-,-,k,-,-,-,-,-,u,-,-,-,r,-,-,-
mali1278,-,-,-,-,k,-,-,-,-,-,u,-,-,-,h,-,-,-
aheu1239,-,-,-,-,k,-,-,-,-,-,u,-,-,-,s,-,-,-
viet1252,-,-,-,-,l,-,-,-,-,-,u,-,-,-,7,-,a,-
ruch1235,-,-,-,-,N,-,-,-,-,-,a,-,-,-,r,-,-,-
ruma1248,-,-,-,-,N,-,-,-,-,-,a,-,-,-,i,-,-,-
huuu1240,-,-,-,-,N,-,-,-,-,-,a,-,-,-,l,-,-,-
khan1274,-,-,-,-,N,-,-,-,-,-,a,-,-,-,l,-,-,-
bitt1240,t,S,i,-,N,-,7,-,-,-,a,-,-,-,l,-,-,-
puoc1238,-,h,3,-,-,-,g,-,-,-,o,-,-,-,N,-,-,-
mang1378,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,i,E,-
nanc1247,-,h,i,-,7,-,-,-,-,-,u,-,u,a,y,-,-,-
carn1240,-,-,-,-,t,-,-,-,a,m,3,-,-,-,y,-,3,-
khar1287,-,t,i,m,s,-,-,-,-,-,o,-,-,-,N,-,-,-
juan1238,-,l,a,-,l,-,-,-,-,-,a,d,-,-,Z,-,-,-
sant1410,-,-,-,-,s,-,-,-,-,-,e,-,-,-,N,g,E,l
mund1320,-,-,-,-,s,-,-,-,-,-,e,-,-,-,N,g,E,l
kork1243,-,-,-,-,s,-,-,-,-,-,i,-,-,-,N,g,e,l
sora1254,-,t,-,-,7,-,-,-,-,-,o,g,e,-,-,-,-,-
pare1266,-,-,-,-,k,-,-,-,-,-,u,d,d,o,N,-,-,-
bond1245,-,-,-,-,s,-,-,-,-,-,u,-,-,-,N,-,o,-
khas1269,-,-,-,-,d,-,-,-,-,-,i,-,-,-,N,-,-,-
