language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
viet1252,-,-,-,-,m,-,i,-,e,n,-,-,g,-,-,-,-,-
mang1378,-,-,-,-,m,-,-,-,a,-,-,-,d,-,o,o,-,-
east2333,-,-,-,-,b,-,-,-,a,-,-,-,r,i,u,e,-,-
maaa1253,-,-,-,-,b,-,-,-,a,-,-,-,r,-,-,-,-,-
maaa1253,-,-,m,-,b,-,-,-,u,-,-,-,N,-,-,-,-,-
bulo1242,-,-,-,-,w,-,i,-,e,-,-,-,m,-,-,-,-,-
chra1242,-,-,-,-,m,-,-,-,i,-,-,-,5,-,-,-,-,-
tamp1251,-,-,-,-,p,-,-,-,3,-,-,-,r,-,-,-,-,-
nyah1249,-,-,-,-,m,r,3,-,3,-,-,-,5,-,-,-,-,-
lave1248,t,-,3,-,m,-,-,-,a,-,-,-,N,-,-,-,-,-
oyyy1238,-,-,-,-,b,-,u,-,a,-,-,-,r,-,-,-,-,-
tali1257,-,-,-,-,p,-,-,-,i,-,-,-,s,-,-,-,-,-
alak1253,-,-,-,-,k,-,-,-,a,-,-,-,N,-,-,-,-,-
hala1252,t,-,3,-,m,-,-,-,u,-,-,-,n,-,-,-,-,-
cuaa1241,-,-,-,-,h,-,-,-,u,-,-,-,y,-,-,-,-,-
west2398,-,-,-,-,b,-,u,-,a,-,-,-,m,-,-,-,-,-
ngeq1245,-,-,m,-,b,-,-,-,3,-,-,-,r,-,-,-,-,-
sooo1254,-,-,p,-,-,-,-,-,3,-,-,-,7,-,-,-,-,-
paco1243,-,-,N,-,k,-,-,-,a,-,-,-,N,-,-,-,-,-
phon1246,-,-,-,-,p,-,-,-,a,-,-,-,N,-,-,-,-,-
nyah1250,-,-,-,-,p,-,-,-,a,-,-,-,N,-,-,-,-,-
monn1252,-,-,-,-,p,-,-,-,a,-,-,-,N,-,-,-,-,-
sema1266,-,-,m,-,p,-,-,-,a,k,-,-,N,-,-,-,-,-
temi1246,-,-,-,-,5,-,-,-,a,-,-,-,g,-,-,-,-,-
kens1248,-,-,-,-,h,-,-,-,a,-,-,-,5,-,-,-,-,-
jeha1242,-,-,-,-,h,-,-,-,E,-,-,-,5,-,-,-,-,-
seme1247,-,-,-,-,m,-,-,-,o,-,-,-,l,-,-,o,t,-
sema1265,-,-,-,-,k,-,-,-,3,-,-,-,n,-,-,3,t,-
cent1989,-,-,-,-,m,-,-,-,a,-,-,-,t,-,-,-,-,-
nort2684,-,-,-,-,m,-,3,-,3,-,-,-,t,-,-,-,-,-
mlab1235,s,3,m,-,b,-,-,-,E,-,-,-,p,-,-,-,-,-
ruch1235,-,-,-,-,m,-,u,-,i,-,-,-,7,-,-,-,-,-
ruma1248,-,-,-,-,m,-,o,-,i,-,-,-,-,-,-,-,-,-
huuu1240,-,-,-,-,n,t,u,-,i,-,-,-,n,-,-,-,-,-
khan1274,h,i,3,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-
bitt1240,t,-,3,r,n,-,u,a,i,-,-,-,-,-,-,-,-,-
puoc1238,-,-,-,-,5,-,u,-,k,-,-,-,-,-,-,-,-,-
carn1240,-,-,E,l,v,-,-,-,a,-,-,-,N,-,-,-,-,-
khas1269,s,-,h,s,h,-,-,-,i,n,t,u,r,-,-,-,-,-
khar1287,t,-,o,-,m,-,-,-,o,d,-,-,d,-,-,-,-,-
juan1238,t,-,o,-,m,-,-,-,o,d,-,-,d,-,-,-,-,-
sant1410,-,-,-,-,m,-,-,-,o,-,-,-,T,-,-,a,-,-
mund1320,-,-,-,-,m,-,-,-,o,-,-,-,T,-,-,a,-,-
kork1243,-,-,-,-,T,-,-,-,-,-,-,-,t,-,s,a,b,u
sora1254,t,-,-,-,7,-,-,-,o,-,-,-,d,-,-,-,-,-
pare1266,t,-,o,-,7,-,-,-,-,-,-,-,n,-,-,-,-,-
bond1245,t,-,u,-,m,-,-,-,o,-,-,-,7,-,-,-,-,-
