language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
viet1252,-,-,-,-,-,-,m,a,a,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-
mang1378,-,-,-,-,-,-,5,-,i,-,-,-,-,-,o,-,-,-,-,-,-,N,-,-,-,-
east2333,-,-,-,-,-,-,t,-,-,-,-,-,-,-,u,-,-,-,-,-,-,k,-,-,-,-
maaa1253,-,-,-,-,-,-,t,-,-,-,-,-,-,-,u,-,-,-,-,-,-,k,-,-,-,-
maaa1253,-,n,d,n,-,-,d,-,-,-,-,-,-,-,o,-,-,-,-,-,-,r,-,-,-,-
bulo1242,-,-,-,-,-,-,t,-,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-
chra1242,-,-,-,-,-,-,t,-,-,-,-,-,-,-,u,-,-,-,-,-,-,7,-,-,-,-
tamp1251,-,-,-,-,-,-,k,-,a,m,-,-,-,-,o,-,-,-,-,-,-,l,-,-,-,-
nyah1249,-,-,-,-,-,-,5,-,-,-,-,-,-,-,u,-,-,-,-,-,3,k,-,-,-,-
lave1248,-,-,-,-,-,-,h,-,-,-,-,-,-,-,m,-,-,-,-,-,3,l,-,-,-,-
tali1257,-,-,-,-,-,-,t,-,3,l,-,-,-,-,u,-,-,-,-,-,-,k,-,-,-,-
alak1253,-,-,-,-,-,-,7,-,-,-,-,-,-,-,u,-,m,m,-,-,u,k,-,-,-,-
hala1252,s,i,-,k,-,-,s,-,-,-,-,-,-,-,u,-,-,-,-,-,-,k,-,-,-,-
todr1244,-,-,-,-,-,-,y,-,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-
cuaa1241,-,-,-,-,-,-,k,-,-,l,-,-,-,-,u,-,-,-,-,-,-,k,-,-,-,-
west2398,-,-,-,-,-,-,-,-,-,l,-,-,-,-,u,-,-,-,-,-,-,t,-,-,-,-
ngeq1245,-,-,-,-,-,-,t,-,a,l,-,-,-,-,u,-,-,-,-,-,-,k,-,-,-,-
sooo1254,-,-,-,-,-,-,l,-,a,m,-,-,-,-,3,-,-,-,-,-,-,l,-,-,-,-
phon1246,-,-,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,-,-,-,7,-,-,-,-
nyah1250,-,-,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-
monn1252,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,b,r,a,y
sema1266,-,-,-,-,-,-,s,-,a,g,-,-,-,-,u,-,-,-,-,-,-,p,-,-,-,-
temi1246,-,-,-,-,-,-,s,-,a,g,-,-,-,-,u,-,-,-,-,-,-,b,-,-,-,-
kens1248,-,-,-,-,-,-,7,-,a,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
jeha1242,-,-,-,-,-,-,s,-,a,g,-,-,-,-,u,-,-,-,-,-,-,p,-,-,-,-
seme1247,-,-,-,-,-,-,t,-,o,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sema1265,-,-,-,-,-,-,s,-,a,m,-,-,-,-,o,-,-,-,-,-,-,7,-,-,-,-
cent1989,-,-,-,-,-,-,b,-,3,b,-,-,-,a,o,-,-,-,-,-,-,k,-,-,-,-
nort2684,-,-,-,-,-,-,p,-,p,p,-,-,u,u,3,-,-,-,-,-,-,7,-,-,-,-
aheu1239,-,-,-,k,h,k,h,-,E,7,p,h,p,h,a,t,h,-,-,-,t,h,-,-,E,n
mlab1235,-,-,-,-,-,-,k,-,-,-,-,-,-,-,u,-,-,-,-,-,-,p,-,-,-,-
ruch1235,-,-,-,-,-,-,7,-,-,-,-,-,-,-,u,-,-,-,-,-,-,t,-,-,-,-
ruma1248,-,-,-,-,-,-,7,-,-,-,-,-,-,-,u,-,-,-,-,-,-,7,-,-,-,-
huuu1240,-,-,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,-,-,-,N,m,-,o,-
khan1274,-,-,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-
bitt1240,-,-,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-
puoc1238,-,-,-,-,-,-,m,-,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-
carn1240,-,-,-,-,-,-,t,-,a,r,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-
khas1269,-,-,-,-,-,-,l,-,i,7,-,-,-,-,o,-,-,-,-,-,-,h,-,-,-,-
khar1287,-,-,-,-,-,-,t,-,i,r,-,-,-,-,i,-,-,b,-,-,-,-,-,-,-,-
juan1238,-,-,-,-,-,-,-,-,-,g,-,-,-,-,i,-,-,m,-,-,a,-,-,-,-,-
sant1410,-,-,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-,m,-,-,i,l,-,-,-,-
mund1320,-,-,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-,m,-,-,i,l,-,-,-,-
sora1254,-,-,-,-,-,-,t,-,a,r,-,-,-,-,u,-,-,-,-,-,-,b,-,-,-,-
pare1266,-,-,-,-,-,-,t,-,a,r,-,-,-,-,u,-,-,-,-,-,-,7,m,-,-,-
bond1245,-,-,-,-,-,-,t,-,i,r,-,-,-,-,i,-,-,b,d,d,a,k,-,-,-,-
lowe1395,-,-,-,-,-,-,t,-,3,l,-,-,-,-,u,-,-,-,-,-,-,k,-,-,-,-
