language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
viet1252,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,r,o,-
mang1378,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,3,-,-,-,-,y,3,a
maaa1253,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,u,-,-,-,-,h,-,-
maaa1253,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,u,-,-,-,-,h,-,-
bulo1242,-,-,s,-,3,-,-,-,7,-,-,-,-,-,-,-,-,o,-,-,-,-,5,-,-
chra1242,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,u,-,-,-,-,h,-,-
tamp1251,-,-,-,-,-,-,-,-,m,-,-,-,-,-,h,m,-,3,-,-,-,-,w,-,-
nyah1249,-,-,-,-,-,-,-,-,b,-,-,-,-,-,r,-,-,u,-,-,-,-,k,-,-
lave1248,-,-,-,-,-,-,-,-,b,-,-,-,-,-,r,-,-,u,-,-,-,-,k,-,-
oyyy1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,u,-,-,-,-,h,-,-
tali1257,-,-,-,-,-,-,-,-,b,-,-,-,-,-,l,-,-,o,-,-,-,-,-,-,-
alak1253,-,-,-,-,-,-,-,-,p,-,-,-,-,-,h,p,-,u,-,-,-,-,-,-,-
hala1252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,u,-,o,-,-,-,-,k,-,-
todr1244,-,-,-,-,-,-,-,-,b,-,-,-,-,-,l,-,-,o,-,-,-,-,-,-,-
cuaa1241,-,-,-,-,-,-,-,-,b,-,-,-,-,-,l,-,-,o,-,-,-,-,-,-,-
ngeq1245,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,o,-,-,-,-,h,-,-
paco1243,-,-,7,-,3,-,-,-,b,-,-,-,-,-,-,-,-,o,-,-,-,-,h,-,-
phon1246,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,o,-,-,-,-,h,-,-
nyah1250,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,3,t,-,i,-,5,-,-
monn1252,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,t,-,e,-,N,-,-
sema1266,g,N,h,N,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-
temi1246,-,-,h,-,a,-,-,-,b,-,-,-,-,-,-,-,-,u,-,-,-,-,g,-,-
jahh1242,-,-,h,-,a,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,N,-,-
kens1248,-,-,t,-,a,-,-,-,p,-,-,-,-,-,-,-,-,i,-,-,-,-,p,-,-
jeha1242,-,-,7,-,a,-,-,-,b,-,-,-,-,-,-,-,-,u,7,7,o,-,s,-,-
seme1247,-,-,h,-,a,-,-,-,b,-,-,-,-,-,-,-,-,u,-,-,-,-,7,-,-
sema1265,-,-,t,-,3,-,-,-,p,-,-,-,-,-,-,-,-,3,-,-,-,-,h,-,-
cent1989,-,-,-,-,-,-,-,-,p,-,-,-,-,-,h,p,h,3,-,-,-,-,h,-,-
nort2684,-,-,-,-,-,-,-,-,p,-,-,-,-,-,h,p,h,E,-,-,-,-,h,-,-
aheu1239,-,-,k,-,a,t,u,n,b,-,-,-,-,-,-,-,-,u,-,-,-,-,n,-,-
mlab1235,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,o,-,-,-,-,h,-,-
ruch1235,-,-,k,-,3,-,-,-,f,-,-,-,-,-,-,-,-,a,-,-,-,-,N,-,-
ruma1248,-,-,k,-,3,-,-,-,f,-,-,-,-,-,-,-,-,a,-,-,-,-,N,-,-
huuu1240,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,o,t,l,u,-,N,a,-
khan1274,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
bitt1240,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,o,-,-,-,-,h,-,-
puoc1238,-,-,7,-,3,-,-,-,b,-,-,-,-,-,-,-,-,o,-,-,-,-,h,-,-
carn1240,-,-,t,-,i,-,-,-,s,-,-,-,-,-,-,-,-,u,-,-,-,-,m,-,-
khas1269,-,-,d,-,i,-,-,-,p,-,-,-,-,-,-,-,-,e,-,-,-,-,i,-,-
khar1287,-,-,-,-,-,-,-,-,k,h,k,h,a,-,r,-,-,o,-,-,-,-,m,-,-
juan1238,-,-,-,-,-,-,-,-,-,-,-,-,a,-,k,-,-,o,-,-,-,-,b,-,-
sant1410,-,-,-,-,-,-,-,-,t,-,-,-,o,-,r,-,-,o,-,-,T,t,s,-,-
mund1320,-,-,-,-,-,-,-,-,t,-,-,-,o,-,r,-,-,o,-,-,e,-,7,-,-
kork1243,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,o,-,-,-,-,b,-,-
sora1254,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,u,u,m,a,-,b,-,-
bond1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,g,-,-
jehh1245,-,-,-,-,-,-,-,-,l,-,-,-,u,N,l,-,-,o,-,-,-,-,k,-,-
