language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
viet1252,-,-,d,-,-,-,-,-,-,-,-,-,-,3,-,n,-,g,-,-
mang1378,-,-,t,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
east2333,-,-,d,-,-,-,-,-,-,-,-,-,-,a,-,k,-,-,-,-
maaa1253,-,-,d,-,-,-,-,-,-,-,-,-,-,3,-,k,-,-,-,-
maaa1253,-,-,d,-,-,-,-,-,-,-,-,-,-,3,-,k,-,-,-,-
bulo1242,-,-,d,-,-,-,-,-,-,-,-,-,-,3,-,7,-,-,-,-
chra1242,-,-,t,-,-,-,-,-,-,-,-,-,-,a,-,w,-,-,-,-
tamp1251,n,-,t,-,-,-,-,-,-,-,-,-,-,a,-,w,-,-,-,-
nyah1249,-,-,d,-,-,-,-,-,-,-,Z,-,-,o,-,N,-,-,-,-
lave1248,-,-,-,-,-,-,-,-,-,-,T,-,-,o,-,N,-,-,-,-
oyyy1238,-,-,d,-,-,-,-,-,-,-,Z,-,-,3,-,N,-,-,-,-
tali1257,-,-,-,-,-,-,-,-,-,-,y,-,-,u,-,r,-,-,-,-
alak1253,T,-,t,s,h,3,-,-,-,a,T,-,-,3,-,r,a,w,-,-
cuaa1241,-,-,d,-,-,-,-,-,-,-,-,-,-,3,-,k,-,-,-,-
west2398,-,-,y,-,-,3,-,-,-,-,-,-,-,3,-,N,-,-,-,-
west2398,-,-,y,-,-,-,-,-,-,-,-,-,-,3,-,N,-,-,-,-
ngeq1245,-,-,s,-,-,3,-,-,-,-,y,-,-,a,-,N,-,-,-,-
sooo1254,-,-,t,-,-,a,-,-,-,-,y,-,-,3,-,N,-,-,-,-
paco1243,-,-,t,-,-,3,-,-,-,-,y,-,-,3,-,N,-,-,-,-
phon1246,-,-,5,-,-,-,-,-,-,-,-,-,-,o,-,N,-,-,-,-
nyah1250,-,-,y,-,-,-,-,-,-,-,-,-,-,3,-,n,-,-,-,-
monn1252,-,-,t,-,-,-,-,-,-,-,-,-,-,u,i,w,-,-,-,-
sema1266,-,-,d,-,Z,i,-,-,5,d,Z,-,-,3,-,k,-,-,-,-
temi1246,-,-,t,-,-,-,-,-,-,-,-,-,-,3,-,d,-,-,-,-
jahh1242,Z,w,d,-,-,-,-,-,-,-,Z,w,-,o,-,N,-,-,-,-
kens1248,-,-,h,-,-,3,n,Z,n,d,Z,-,-,a,d,n,-,-,-,-
jeha1242,-,-,h,-,-,3,-,-,5,d,Z,-,-,a,-,5,-,-,-,-
seme1247,-,-,7,-,-,u,-,-,w,-,7,-,-,a,-,w,-,-,-,-
sema1265,-,-,-,-,-,-,-,-,-,-,7,-,-,a,-,w,-,-,-,-
cent1989,Z,h,d,-,-,-,-,-,-,-,Z,h,-,o,-,r,-,-,-,-
nort2684,T,h,t,-,-,-,-,-,-,-,s,h,u,3,-,r,-,-,-,-
aheu1239,-,-,t,-,-,-,-,-,-,-,-,-,-,3,-,N,-,-,-,-
mlab1235,-,-,y,-,-,-,-,-,-,-,-,-,-,3,-,n,-,-,-,-
ruch1235,-,-,d,-,-,-,-,-,-,-,Z,-,-,a,-,N,-,-,-,-
ruma1248,Z,-,d,-,-,-,-,-,-,-,Z,-,a,a,-,N,-,-,-,-
huuu1240,-,-,t,-,-,-,-,-,-,-,S,-,-,a,-,7,-,-,-,-
khan1274,-,-,z,-,-,-,-,-,-,-,-,-,-,3,-,n,-,-,-,-
bitt1240,-,-,y,-,-,-,-,-,-,-,i,-,-,a,-,N,-,-,-,-
puoc1238,T,-,t,-,-,-,-,-,-,-,s,-,-,a,-,l,-,-,-,-
carn1240,-,-,s,-,-,-,-,-,-,-,-,-,-,3,-,k,-,-,-,-
khas1269,-,-,i,-,-,-,-,-,-,-,-,-,-,e,-,N,-,-,-,-
khar1287,-,-,t,-,-,-,-,-,-,-,-,-,-,o,-,N,-,-,o,n
juan1238,-,-,t,-,-,-,-,-,-,-,-,-,-,o,-,N,-,-,o,n
sant1410,-,-,t,-,-,-,-,-,-,-,-,-,-,e,-,N,-,g,o,-
mund1320,-,-,t,-,-,-,-,-,-,-,-,-,-,i,-,N,-,g,u,-
kork1243,-,-,t,-,-,-,-,-,-,-,-,-,-,e,-,N,-,g,i,n
sora1254,-,-,t,-,a,a,-,-,-,-,n,-,-,a,-,N,-,-,-,-
pare1266,-,-,t,-,-,i,-,-,-,-,n,-,-,a,-,N,-,-,-,-
bond1245,-,-,t,-,-,-,-,-,-,-,-,-,-,o,-,N,-,-,-,-
