language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
viet1252,-,-,-,-,-,-,-,-,-,t,-,-,-,e,-,-,n,-,-,-
mang1378,-,-,-,-,-,-,-,-,-,b,-,-,-,o,-,-,-,-,-,-
east2333,-,-,-,-,-,-,-,-,-,n,-,-,-,a,-,-,n,-,-,-
maaa1253,-,-,-,-,-,-,-,-,-,m,-,-,-,o,-,-,h,-,-,-
maaa1253,-,-,-,-,-,-,-,a,-,n,-,-,-,o,-,-,h,s,a,k
bulo1242,-,-,-,-,-,-,-,-,-,T,-,t,s,o,-,-,l,-,-,-
chra1242,-,-,-,-,-,-,-,-,-,s,-,-,-,a,-,-,7,-,-,-
nyah1249,-,-,-,-,-,-,-,-,-,s,-,-,-,3,-,-,-,-,-,-
lave1248,-,-,-,-,-,-,-,-,-,s,-,-,-,3,-,-,-,-,-,-
oyyy1238,-,-,-,-,-,-,-,-,-,7,-,-,b,a,-,-,h,-,-,-
tali1257,-,-,-,-,-,-,-,-,-,p,-,-,-,3,l,o,m,-,-,-
alak1253,T,-,-,-,-,-,-,t,-,s,-,-,-,3,n,o,7,-,-,-
hala1252,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,t,-,-,-
todr1244,-,-,-,-,-,-,-,i,-,n,-,-,-,i,-,-,7,-,-,-
west2398,-,-,-,-,-,-,-,-,-,n,-,-,3,3,-,-,h,-,-,-
ngeq1245,T,-,-,-,t,s,r,-,-,m,-,-,-,E,-,-,h,-,-,-
sooo1254,-,-,-,-,-,-,r,a,-,m,-,-,-,3,-,-,h,-,-,-
monn1252,-,-,-,-,-,-,-,-,-,n,-,-,-,a,-,-,m,-,a,-
sema1266,-,-,-,-,-,-,-,-,-,m,-,-,-,u,-,-,h,-,-,-
temi1246,k,o,o,n,u,-,k,3,-,n,-,-,-,3,-,-,h,-,-,-
jahh1242,-,-,-,-,-,-,7,a,-,m,-,-,-,3,-,-,h,-,-,-
kens1248,-,-,-,-,-,-,T,-,t,s,-,-,-,o,-,-,7,-,-,-
jeha1242,-,-,-,-,-,-,k,3,n,m,-,-,-,o,-,-,h,-,-,-
seme1247,-,-,-,-,-,-,g,3,N,l,-,-,-,a,-,-,r,-,-,-
sema1265,-,-,-,-,d,-,Z,3,N,m,-,-,-,o,-,-,h,-,-,-
cent1989,Z,-,-,h,d,Z,h,a,-,m,-,-,a,o,-,-,h,-,-,-
nort2684,T,-,-,h,t,s,h,-,-,m,-,-,-,o,-,-,h,-,-,-
aheu1239,-,-,-,-,-,-,-,-,-,s,-,-,-,3,-,-,-,-,-,-
aheu1239,-,-,-,-,-,-,-,-,-,s,-,-,-,3,-,-,-,-,-,-
mlab1235,-,-,-,-,-,-,-,-,-,b,-,-,-,3,r,-,7,-,i,-
ruch1235,-,-,-,-,d,-,-,-,-,Z,-,-,-,3,-,-,-,-,-,-
huuu1240,-,-,-,-,-,-,-,-,-,N,-,-,-,a,-,-,i,-,-,-
khan1274,T,-,-,-,t,-,-,-,-,s,-,-,-,3,-,-,-,-,-,-
bitt1240,-,-,-,-,-,-,-,-,-,s,-,-,-,3,-,-,-,-,-,-
carn1240,-,-,-,-,-,-,-,-,-,m,i,n,E,E,-,-,5,-,-,-
khas1269,k,-,-,-,-,-,-,i,r,t,-,-,-,e,-,-,N,-,-,-
khar1287,-,-,-,-,-,-,-,-,-,5,-,-,-,i,-,-,m,-,i,-
juan1238,-,-,-,-,-,-,-,-,-,n,-,-,-,o,-,-,-,-,a,-
sant1410,-,-,-,-,-,-,-,-,-,5,-,-,-,u,-,-,m,-,-,-
mund1320,-,-,-,-,-,-,-,-,-,n,-,-,-,u,-,-,m,-,-,-
kork1243,-,-,-,-,-,-,-,d,-,Z,-,-,-,i,-,-,m,-,u,-
sora1254,-,-,-,-,-,-,-,3,-,5,-,-,-,o,-,-,m,-,-,-
bond1245,-,-,-,-,-,-,-,-,-,n,-,-,-,i,-,-,m,-,i,-
buga1247,-,-,-,-,-,-,p,3,-,m,-,-,-,a,-,-,N,-,-,-
