language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
viet1252,-,-,k,-,-,h,-,k,h,o,o,-,-
mang1378,-,-,-,-,-,-,-,-,b,u,a,-,n
east2333,-,-,-,-,-,r,-,-,-,-,a,-,5
maaa1253,-,-,-,-,-,s,-,-,-,-,3,-,h
maaa1253,-,-,-,-,-,s,-,-,-,-,3,-,h
bulo1242,-,-,-,-,-,s,3,-,d,3,3,-,7
chra1242,-,-,-,-,-,r,-,-,-,-,3,-,5
nyah1249,-,-,-,-,-,s,-,-,r,-,a,-,N
lave1248,-,-,-,-,-,s,-,-,r,-,a,-,N
oyyy1238,-,-,T,-,t,s,-,-,r,-,a,-,m
tali1257,-,-,-,-,-,-,-,-,g,-,o,-,h
alak1253,-,-,-,-,-,h,3,-,k,-,o,-,h
hala1252,-,-,-,-,-,s,-,-,r,i,3,-,N
todr1244,-,-,-,-,-,h,-,-,r,-,i,-,N
cuaa1241,-,-,-,-,-,t,-,-,-,-,E,-,h
west2398,-,-,-,-,-,-,-,-,r,-,a,-,N
ngeq1245,-,-,T,-,t,s,3,-,r,i,o,-,N
paco1243,-,-,-,-,-,p,-,-,r,-,E,-,N
phon1246,-,-,p,-,a,h,-,-,7,-,3,-,-
nyah1250,-,-,T,-,t,s,3,-,k,-,a,-,s
monn1252,-,-,-,-,-,s,3,m,k,-,a,-,h
sema1266,-,-,-,-,-,h,o,T,t,-,-,-,s
temi1246,-,-,-,-,-,k,a,-,r,-,E,-,h
kens1248,-,-,-,-,-,k,a,-,s,-,E,-,w
jeha1242,-,-,-,-,-,k,-,-,r,-,i,-,N
seme1247,-,-,-,-,-,k,-,-,r,-,e,-,N
cent1989,-,-,-,-,-,s,-,-,N,u,3,-,t
nort2684,-,-,-,-,-,s,-,-,N,o,o,-,t
aheu1239,-,-,-,-,-,h,-,-,-,-,E,-,N
mlab1235,-,-,-,-,-,s,-,-,r,-,o,-,n
ruch1235,-,-,k,-,-,h,-,k,h,-,o,-,t
ruma1248,-,-,k,-,-,h,-,k,h,-,o,-,h
huuu1240,-,-,a,-,-,-,-,-,7,-,o,i,n
khan1274,-,-,k,-,-,h,-,k,h,-,o,-,-
bitt1240,-,-,-,-,-,-,-,-,r,-,a,-,N
carn1240,-,-,-,-,-,-,-,-,5,-,o,-,-
khas1269,r,i,k,-,-,h,-,k,h,i,a,-,N
khar1287,-,-,k,-,o,s,-,-,-,-,o,-,r
sant1410,-,-,r,-,o,h,-,-,-,-,o,-,r
mund1320,-,-,r,-,o,r,-,-,-,-,o,-,-
kork1243,-,-,l,-,o,k,-,-,-,-,o,-,r
sora1254,-,-,-,-,a,s,-,-,-,-,a,-,r
pare1266,-,-,-,-,a,s,-,-,-,-,a,-,r
bond1245,-,-,-,-,n,s,-,-,-,-,o,-,r
buga1247,-,-,T,h,t,s,-,-,h,i,u,-,-
