language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
viet1252,n,-,-,g,-,h,-,g,-,h,-,-,-,e,-,-,-,-,-,-,-,-
mang1378,-,-,-,-,-,-,-,-,-,t,-,-,-,i,-,-,N,-,-,-,-,-
east2333,-,-,-,-,-,-,-,-,-,t,-,-,-,o,-,-,N,-,-,-,-,-
maaa1253,-,-,-,7,i,E,-,t,-,t,-,-,-,a,-,-,N,-,-,-,-,-
maaa1253,-,-,-,7,i,E,-,t,-,t,-,-,-,a,-,-,N,-,-,-,-,-
maaa1253,-,-,-,-,-,-,-,-,-,t,-,-,-,a,-,-,N,-,-,-,-,-
bulo1242,-,-,-,-,-,-,-,-,-,t,-,-,-,a,-,-,N,-,-,-,-,-
chra1242,-,-,-,T,-,-,-,-,-,t,-,-,s,a,-,-,N,-,-,-,-,-
tamp1251,-,-,-,k,-,3,-,-,-,t,-,-,-,a,-,-,N,-,-,-,-,-
nyah1249,-,-,-,-,-,-,-,-,-,s,-,-,-,o,-,-,N,-,-,-,-,-
lave1248,-,-,-,-,-,-,-,-,-,s,-,-,-,o,-,-,N,-,-,-,-,-
oyyy1238,-,-,-,-,-,-,-,-,-,h,3,-,d,3,-,-,N,-,-,-,-,-
tali1257,-,-,-,-,-,-,-,-,-,s,-,-,-,3,-,-,N,-,-,-,-,-
alak1253,-,-,-,n,-,-,-,-,-,t,-,-,-,o,-,-,N,-,-,-,-,-
cuaa1241,-,-,-,-,-,-,-,-,-,t,-,-,-,3,m,E,N,h,l,-,o,7
cuaa1241,-,-,-,-,-,-,-,-,-,t,-,-,-,3,m,E,N,h,l,-,o,7
west2398,-,-,-,-,-,-,-,-,-,s,-,-,-,e,-,-,N,-,-,-,-,-
ngeq1245,-,-,-,-,-,-,-,-,-,s,-,-,-,3,-,-,N,-,-,-,-,-
sooo1254,-,-,-,-,-,-,-,-,-,s,-,-,-,3,-,-,N,-,-,-,-,-
phon1246,-,-,-,-,-,-,-,-,-,f,-,-,-,a,-,-,N,-,-,-,-,-
nyah1250,k,h,k,h,-,3,-,-,-,m,-,-,-,3,-,-,N,-,-,-,-,-
monn1252,-,-,-,-,-,-,-,-,-,m,-,-,-,i,-,-,N,-,-,-,-,-
sema1266,-,-,-,g,-,3,-,r,-,t,-,-,-,e,-,-,k,-,-,-,-,-
temi1246,-,-,-,k,-,3,-,y,-,-,-,-,-,o,-,-,k,-,-,-,-,-
kens1248,-,-,-,g,-,3,-,d,-,Z,-,-,-,e,-,-,N,-,-,-,-,-
jeha1242,-,-,-,k,-,3,-,d,-,Z,-,-,-,e,-,-,N,-,-,-,-,-
seme1247,-,-,-,7,-,-,-,-,-,y,-,-,-,3,-,-,N,-,-,-,-,-
sema1265,-,-,-,p,-,3,-,-,-,y,-,-,-,o,-,-,N,-,-,-,-,-
cent1989,-,-,-,-,-,-,-,-,-,L,-,-,-,3,-,-,-,-,-,-,-,-
nort2684,-,-,-,-,-,-,-,-,-,l,-,-,-,3,-,-,-,-,-,-,-,-
aheu1239,-,-,-,-,-,-,-,-,-,7,a,7,p,3,-,-,N,-,-,-,-,7
aheu1239,-,-,-,-,-,-,-,-,-,7,a,-,p,a,-,-,N,-,-,-,-,-
mlab1235,-,-,-,-,-,-,-,-,-,m,-,-,-,3,-,-,t,-,-,-,-,-
ruch1235,-,-,-,y,-,u,-,-,-,k,-,-,-,3,-,-,N,-,-,E,u,-
ruma1248,-,-,-,-,-,-,-,-,-,t,-,-,-,3,-,-,N,-,i,a,u,-
huuu1240,-,-,-,n,-,-,-,-,-,N,-,-,-,e,-,-,N,-,-,o,i,-
khan1274,-,-,-,-,-,-,-,-,-,7,-,-,-,a,-,-,l,-,5,-,3,-
bitt1240,-,-,-,-,-,-,-,-,-,7,-,-,-,a,-,-,l,-,-,-,-,-
puoc1238,-,-,-,-,-,-,-,-,-,7,-,-,-,a,-,-,l,-,-,-,-,-
carn1240,-,-,-,-,-,-,-,-,-,h,-,-,-,a,-,-,N,-,-,-,-,-
khas1269,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,N,-,-,-,o,w
khar1287,-,-,-,-,-,o,n,-,-,d,-,-,-,o,-,-,r,-,-,-,-,-
khar1287,-,-,-,-,-,o,n,-,-,d,-,-,-,o,-,-,r,-,-,-,-,-
juan1238,-,-,-,-,-,o,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sant1410,-,-,-,-,-,-,-,-,-,d,-,-,Z,o,-,-,m,-,-,-,-,-
sant1410,-,-,-,-,-,-,-,-,-,d,-,-,Z,o,-,-,m,-,-,-,-,-
mund1320,-,-,-,-,-,a,-,-,-,y,-,-,-,u,-,-,m,-,-,-,-,-
mund1320,-,-,-,-,-,a,-,-,-,y,-,-,-,u,-,-,m,-,-,-,-,-
kork1243,-,-,-,-,-,a,5,-,-,d,-,-,Z,u,-,-,m,-,-,-,-,-
kork1243,-,-,-,-,-,a,5,-,-,d,-,-,Z,u,-,-,m,-,-,-,-,-
sora1254,-,-,-,-,-,a,n,d,n,d,-,-,a,a,-,-,N,-,-,-,-,-
sora1254,-,-,-,-,-,a,m,-,-,d,-,-,a,a,-,-,N,-,-,-,-,-
pare1266,-,-,-,-,-,-,-,d,-,d,-,-,-,a,-,-,r,-,-,-,-,-
bond1245,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,N,-,-,-,-,-
buga1247,-,-,-,w,-,o,-,-,-,T,-,-,-,a,-,-,-,-,-,-,-,-
