language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
viet1252,m,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,r,o,o,-,-,i,-,-,-
viet1252,m,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,r,o,o,-,-,i,-,-,-
mang1378,m,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-
mang1378,m,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-
east2333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,a,-,-,r,-,-,-
maaa1253,m,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,a,-,-,r,-,-,-
maaa1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,a,-,-,r,-,-,-
bulo1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,a,-,-,r,-,-,-
chra1242,m,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,a,-,-,r,-,-,-
tamp1251,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,a,-,-,l,-,-,-
nyah1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,3,3,-,-,y,-,-,-
lave1248,-,-,-,t,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,y,-,-,-
oyyy1238,-,-,-,t,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,y,-,-,-
tali1257,m,a,t,t,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,y,-,-,-
alak1253,m,a,-,t,-,p,r,h,3,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,h,-,-,-
hala1252,m,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,y,-,-,-
cuaa1241,m,a,-,t,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,N,-,-,3,-,-,y,-,-,-
west2398,m,a,t,t,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,y,-,-,-
ngeq1245,p,a,-,t,-,-,m,b,a,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-
sooo1254,m,a,-,t,-,-,-,m,a,-,-,-,-,-,-,-,-,-,-,n,-,-,a,-,-,N,-,-,-
paco1243,m,a,-,t,-,-,-,r,3,-,-,-,-,-,-,-,-,-,-,b,-,-,a,-,-,N,-,-,-
phon1246,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,y,-,-,-
nyah1250,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,y,-,-,-
monn1252,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,y,-,-,-
sema1266,m,a,-,t,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,Z,-,-,i,-,-,s,-,-,-
sema1266,m,a,-,t,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,Z,-,-,i,-,-,s,-,-,-
temi1246,m,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,S,-,-,-
temi1246,m,a,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,i,-,-,s,-,-,-
jahh1242,m,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,3,t,o,7,-,-,-
jahh1242,m,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,3,t,o,7,-,-,-
kens1248,m,e,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,a,t,o,k,-,-,-
kens1248,m,e,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,a,t,o,7,-,-,-
jeha1242,k,i,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,t,o,7,-,-,-
seme1247,m,a,-,t,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,7,-,-,a,r,e,7,-,-,-
cent1989,-,-,-,t,-,h,t,h,3,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,y,-,-,-
nort2684,-,-,-,t,-,h,t,h,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,y,-,-,-
aheu1239,m,a,-,t,k,h,k,h,a,-,-,-,-,-,-,-,-,-,-,l,-,-,a,-,-,N,-,-,-
aheu1239,m,a,-,t,k,h,k,h,a,-,-,-,-,-,-,-,-,-,-,l,-,-,a,-,-,N,-,-,-
mlab1235,7,a,k,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Z,-,-,o,-,-,N,-,-,-
ruch1235,-,-,-,-,-,-,-,s,i,-,-,-,-,-,-,-,-,-,-,N,-,-,o,-,-,i,-,-,-
ruma1248,-,-,-,-,-,-,-,s,i,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,i,-,-,-
huuu1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,i,N,i,7
khan1274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,y,-,-,-
bitt1240,m,a,-,t,-,-,-,s,3,-,-,-,-,-,-,-,-,-,-,N,-,-,E,-,-,-,-,-,-
bitt1240,-,-,-,t,-,-,-,S,i,-,-,-,-,-,-,-,N,-,-,N,-,-,a,-,-,e,-,-,-
puoc1238,T,-,-,t,-,-,-,s,3,-,-,-,-,-,-,-,l,-,-,N,-,-,e,-,-,-,-,-,-
carn1240,-,-,-,t,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,v,-,u,3,-,-,y,-,-,-
khas1269,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,i,-,-,-
khar1287,-,-,-,b,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,r,-,o,-,-,-,-,-,-
juan1238,-,-,-,b,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,l,-,o,-,-,-,-,-,-
sant1410,-,-,-,s,-,-,-,-,i,5,T,t,s,h,a,n,d,-,-,n,d,-,o,-,-,-,-,-,-
mund1320,-,-,-,s,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,N,g,-,i,-,-,-,-,-,-
sora1254,-,u,-,y,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-
pare1266,-,e,-,7,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-
bond1245,-,-,-,s,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,N,-,-,i,-,-,-,-,-,-
buga1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,a,-,-,3,-,-,-
buga1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,i,-,-,-
lowe1395,m,a,-,t,-,-,-,b,3,-,-,-,-,-,-,-,r,b,a,N,-,-,-,-,-,-,-,-,-
jehh1245,m,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,a,-,-,y,-,-,-
