language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
viet1252,-,-,-,-,-,-,-,d,-,a,-,-,a,-,-,-,t,-,-
mang1378,-,-,-,-,-,-,-,t,-,-,-,-,E,-,-,-,-,-,-
east2333,-,-,-,-,-,-,-,t,-,-,-,-,e,-,-,-,h,-,-
maaa1253,-,-,-,-,-,-,-,n,-,-,-,-,E,-,-,-,h,-,-
maaa1253,-,-,-,-,-,-,-,n,-,-,-,-,E,-,-,-,h,-,-
bulo1242,-,-,-,-,s,3,-,t,-,-,-,-,E,-,-,-,h,-,-
chra1242,-,-,-,-,n,-,-,t,-,-,-,-,E,-,-,-,h,-,-
tamp1251,-,-,-,-,-,-,-,t,-,-,-,-,E,-,-,i,h,-,-
nyah1249,-,-,-,-,b,-,-,r,-,-,-,-,E,-,-,-,h,-,-
lave1248,-,-,-,-,p,3,-,t,-,-,-,-,E,-,-,-,h,-,-
oyyy1238,-,-,-,-,b,3,-,d,-,-,-,-,E,-,-,-,h,-,-
tali1257,-,-,-,-,-,-,-,n,-,-,-,-,E,-,-,-,h,-,-
alak1253,-,-,-,-,t,3,-,n,-,-,-,-,E,-,-,-,h,-,-
hala1252,-,-,-,-,t,3,-,n,-,-,-,-,E,-,-,-,h,-,-
todr1244,-,-,-,-,t,3,-,n,-,-,-,-,e,-,-,-,h,-,-
cuaa1241,-,-,-,-,b,3,-,r,-,-,-,-,i,-,-,-,-,-,-
west2398,-,-,-,-,k,a,-,t,-,i,-,-,a,-,-,-,k,-,-
ngeq1245,-,-,-,-,k,a,-,t,-,i,-,-,3,-,-,-,k,-,-
sooo1254,-,-,-,-,k,a,-,t,-,-,-,-,E,-,-,-,7,-,-
phon1246,-,-,-,-,p,-,-,t,-,-,-,-,e,-,-,-,y,-,-
nyah1250,-,-,-,-,-,-,-,t,-,-,-,-,i,-,-,-,7,-,-
monn1252,-,-,-,-,-,-,-,t,-,-,-,-,i,-,-,-,-,-,-
sema1266,-,-,-,-,-,-,-,t,-,-,-,-,e,-,-,-,7,-,-
temi1246,-,-,-,-,-,-,-,t,-,-,-,-,E,-,-,-,7,-,-
jahh1242,-,-,-,-,-,-,-,t,-,-,-,-,e,-,-,-,7,-,-
kens1248,-,-,-,-,-,-,-,t,-,i,-,-,e,-,-,-,7,-,-
jeha1242,-,-,-,-,-,-,-,t,-,-,-,-,e,-,-,-,7,-,-
seme1247,-,-,-,-,7,a,-,t,-,-,-,-,E,-,-,-,-,-,-
sema1265,-,-,-,-,7,a,-,t,-,-,-,-,E,-,-,-,-,-,-
cent1989,-,-,-,-,t,-,-,t,-,-,-,-,i,-,-,-,-,-,-
nort2684,-,-,-,-,-,-,-,d,-,-,-,-,E,-,-,-,y,-,-
aheu1239,-,-,-,-,7,a,-,t,-,-,-,-,a,-,-,-,k,-,-
aheu1239,-,-,-,-,7,a,-,t,-,-,-,-,a,-,-,-,k,-,-
mlab1235,-,-,-,-,-,-,-,b,-,-,-,-,E,-,-,-,7,-,-
ruch1235,-,-,-,-,k,a,-,t,-,a,-,-,i,-,-,-,-,-,-
ruma1248,-,-,-,-,k,3,-,t,-,a,-,-,i,-,-,-,-,-,-
huuu1240,-,-,-,t,h,-,-,t,-,h,-,-,i,k,h,k,h,o,u
khan1274,-,-,-,-,-,-,-,t,-,i,-,-,3,-,-,-,-,-,-
bitt1240,-,-,-,-,-,-,-,d,-,-,-,-,3,-,-,-,r,-,-
puoc1238,-,-,-,-,k,3,-,t,-,-,-,-,e,-,-,-,-,-,-
carn1240,-,-,-,-,-,-,-,t,-,u,m,l,a,-,-,-,t,-,-
khas1269,p,i,r,t,h,-,-,t,-,h,-,-,e,-,-,-,i,-,-
khar1287,-,-,-,-,l,o,g,k,h,k,h,-,a,-,-,-,-,-,-
juan1238,-,-,-,-,m,o,5,T,-,-,-,-,o,-,-,-,-,-,-
sant1410,-,-,-,-,h,a,-,s,-,-,-,-,a,-,-,-,-,-,-
mund1320,-,-,-,-,-,o,-,t,-,-,-,-,e,-,-,-,-,-,-
kork1243,-,-,-,-,k,a,-,s,-,-,-,-,a,-,-,-,-,-,-
sora1254,-,-,-,-,-,-,-,l,-,3,b,o,o,-,-,-,-,-,-
pare1266,-,-,-,-,-,-,-,l,-,o,b,-,o,-,-,-,7,-,-
bond1245,-,-,-,-,-,-,-,t,-,u,b,-,u,-,-,-,k,-,-
jehh1245,-,-,-,-,7,-,-,n,-,-,-,-,E,-,-,-,h,-,-
