language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
viet1252,-,-,-,-,-,t,-,-,-,-,-,a,-,i,-,-,-
mang1378,-,l,-,a,N,t,-,-,-,-,-,e,-,-,-,-,-
east2333,-,-,-,-,-,t,-,-,-,-,-,o,-,r,-,-,-
maaa1253,-,-,-,-,-,t,-,-,-,-,-,o,-,r,-,-,-
maaa1253,-,-,-,-,-,t,-,-,-,-,-,o,-,r,-,-,-
bulo1242,-,-,-,-,-,t,-,-,-,-,-,o,-,r,-,-,-
chra1242,-,-,-,-,-,t,-,-,-,-,-,o,-,r,-,-,-
tamp1251,-,-,-,-,-,t,-,-,-,-,-,a,w,r,-,-,-
nyah1249,-,p,-,i,-,t,-,-,-,-,-,-,-,-,-,-,-
lave1248,-,p,-,i,-,t,-,-,-,-,-,-,-,-,-,-,-
oyyy1238,-,-,-,-,-,t,-,-,-,-,-,3,-,r,p,i,t
tali1257,-,-,-,-,-,t,-,-,-,-,-,u,-,N,-,-,-
alak1253,-,n,-,-,-,t,-,-,-,-,-,o,-,-,-,-,-
todr1244,-,-,-,-,-,d,-,-,-,-,-,o,a,n,-,-,-
cuaa1241,-,-,-,-,-,t,-,-,-,-,-,o,-,l,-,-,-
west2398,-,k,-,i,-,t,-,-,-,-,-,o,-,r,-,-,-
ngeq1245,-,k,-,a,7,t,-,-,-,-,-,o,-,r,-,-,-
sooo1254,-,k,-,u,-,t,-,-,-,-,-,u,-,r,-,-,-
phon1246,-,k,-,3,-,t,-,-,-,-,-,-,-,-,-,-,-
nyah1250,-,k,-,3,-,t,-,-,-,-,-,u,3,r,-,-,-
monn1252,-,k,-,a,-,t,-,-,-,-,-,o,-,w,-,-,-
sema1266,-,-,-,-,n,t,-,-,-,-,-,a,k,N,-,-,-
temi1246,-,g,-,E,n,t,-,-,-,-,-,o,-,k,-,-,-
jahh1242,-,-,-,-,n,t,-,-,-,-,-,a,-,N,-,-,-
kens1248,-,7,-,3,n,t,-,-,-,-,-,e,-,N,-,-,-
jeha1242,-,7,-,3,n,t,-,-,-,-,-,e,-,N,-,-,-
seme1247,-,-,-,-,-,t,-,-,-,-,-,3,-,N,-,-,-
sema1265,-,-,-,-,n,t,-,-,-,-,-,3,-,N,-,-,-
cent1989,-,-,-,-,-,t,r,3,T,-,-,i,3,k,-,-,-
nort2684,-,-,-,-,-,t,-,-,T,-,-,i,-,7,-,-,-
aheu1239,-,s,-,u,-,s,-,-,-,-,-,a,-,y,-,-,-
mlab1235,-,k,-,e,-,t,-,-,-,-,-,-,-,-,-,-,-
ruch1235,l,h,l,E,-,7,-,-,3,o,-,o,-,7,-,-,-
ruma1248,T,h,-,-,-,t,-,-,s,h,-,o,-,k,-,-,-
huuu1240,l,-,-,3,-,S,-,-,-,-,-,o,-,k,-,-,-
khan1274,-,-,-,-,-,t,-,-,-,-,-,o,-,l,-,-,-
bitt1240,-,-,-,-,-,t,-,-,-,-,-,o,-,r,-,-,-
puoc1238,-,h,-,3,l,t,-,-,-,-,-,o,-,l,-,-,-
carn1240,-,-,-,-,-,n,-,-,-,-,-,a,-,N,-,-,-
khas1269,-,-,-,-,-,s,h,-,s,h,k,o,-,r,-,-,-
khar1287,-,l,-,u,-,t,-,-,-,-,-,u,-,r,-,-,-
juan1238,-,l,-,u,-,t,-,-,-,-,-,u,d,d,-,-,-
sant1410,-,l,-,u,-,t,-,-,-,-,-,u,-,r,-,-,-
mund1320,-,l,-,u,-,t,-,-,-,-,-,u,-,r,-,-,-
kork1243,-,l,-,u,-,t,-,-,-,-,-,u,-,r,-,-,-
sora1254,-,l,-,-,-,7,-,-,-,-,-,u,-,d,-,-,-
pare1266,-,l,-,u,-,7,-,-,-,-,-,-,-,n,-,-,-
bond1245,-,l,-,u,n,t,-,-,-,-,-,u,-,r,-,-,-
buga1247,-,p,-,a,-,T,-,-,-,-,-,E,-,-,-,-,-
