language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
east2333,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,w,-,-,-
maaa1253,-,-,-,b,-,u,-,k,-,-,-,-,-,-,l,-,-,-,-,o,-,-,-,-,-,-,-,-
maaa1253,-,-,-,-,-,-,-,k,-,-,-,-,-,-,l,-,-,-,-,3,-,-,-,-,w,-,-,-
bulo1242,-,-,-,-,-,-,-,k,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,u,-,-,-
chra1242,-,-,-,-,-,-,-,k,-,-,-,-,-,-,l,-,-,-,-,o,-,-,-,-,-,-,-,-
sree1244,-,-,-,-,-,-,-,k,-,-,-,-,-,-,l,-,a,-,-,u,-,-,-,-,-,-,-,-
chil1279,-,-,-,-,-,-,-,k,-,-,-,-,-,-,l,-,-,-,-,o,-,-,-,-,-,-,-,-
tamp1251,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,3,-,m,3,3,k,-,-,-
nyah1249,-,-,-,7,m,e,-,k,-,-,-,-,-,-,l,-,-,-,-,o,-,-,-,-,-,-,-,-
lave1248,-,-,-,7,m,e,-,k,-,-,-,-,-,-,l,-,-,-,-,o,-,-,-,-,-,-,-,-
oyyy1238,-,-,-,t,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,o,-,-,-,-,-,-,-,-
tali1257,-,-,-,7,-,o,n,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,5,-,-,-
alak1253,-,-,-,7,-,3,n,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,5,-,-,-
cuaa1241,-,-,-,-,-,-,-,k,h,k,h,3,-,-,l,k,a,-,n,a,-,-,-,-,w,-,-,-
todr1244,-,-,-,-,-,-,-,k,-,-,-,3,-,d,r,-,-,-,-,a,-,-,-,-,N,-,-,-
katu1272,p,-,-,-,-,3,-,d,-,-,-,-,-,-,r,-,-,-,-,u,d,Z,-,-,h,-,-,-
west2398,-,-,-,-,-,-,-,t,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,s,-,-,-
west2398,p,h,p,h,-,a,n,t,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,s,-,-,-
ngeq1245,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,5,-,-,-
sooo1254,-,-,-,r,-,a,N,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,N,-,-,-
trii1240,T,-,-,t,s,3,m,i,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,N,-,-,-
phon1246,-,-,-,-,-,-,-,k,-,-,-,o,-,n,7,-,a,h,y,u,-,-,-,-,N,-,-,-
nyah1250,-,-,-,t,-,u,h,t,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,s,-,-,-
monn1252,-,-,-,-,-,-,-,t,-,-,-,-,-,-,r,-,-,-,-,u,-,-,-,-,7,-,-,-
sema1266,-,-,-,-,-,-,-,k,-,-,-,-,-,-,r,-,a,-,-,-,-,-,-,-,l,-,-,-
temi1246,-,-,-,-,-,-,-,b,-,-,-,3,-,-,b,-,3,-,-,-,-,-,-,-,7,-,-,-
jahh1242,-,-,-,-,-,-,-,k,-,-,-,-,-,-,r,-,a,7,k,o,-,-,-,-,5,-,-,-
kens1248,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,m,k,a,-,-,-,-,l,-,-,-
jeha1242,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,3,m,k,a,-,-,-,-,l,-,-,-
seme1247,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,3,m,-,o,-,-,-,-,l,-,-,-
sema1265,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,i,p,-,3,-,-,-,-,7,-,-,-
cent1989,-,-,-,-,-,-,-,p,-,-,-,u,-,-,r,-,-,-,-,o,-,-,-,-,h,-,-,-
nort2684,-,-,-,-,-,-,-,p,-,-,-,-,-,-,r,-,-,-,-,o,-,-,-,-,h,-,-,-
mlab1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,o,-,-,-,-,N,-,-,-
rucc1239,-,-,-,p,-,u,-,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,5,-,-,-
mali1278,-,-,-,-,-,N,-,7,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,N,-,-,-
mali1278,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,N,-,-,-
aheu1239,-,-,-,-,-,T,-,t,-,-,-,-,-,-,s,-,-,-,-,o,-,-,-,-,N,-,-,-
viet1252,-,-,-,-,-,-,-,d,-,-,a,a,-,-,n,-,o,-,-,o,-,-,-,-,n,-,g,-
ruch1235,-,-,-,y,-,i,-,m,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,i,-,-,-
ruma1248,-,-,-,-,-,i,-,m,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,i,-,-,-
huuu1240,-,-,-,5,-,o,-,m,-,k,-,h,-,k,h,-,u,-,-,i,-,-,-,-,n,-,-,-
khan1274,-,-,-,-,-,-,-,m,-,-,-,o,-,t,7,-,-,-,-,a,-,-,-,-,-,-,-,-
bitt1240,-,-,-,-,-,-,-,m,-,-,-,u,-,-,r,-,-,-,-,a,-,-,-,-,-,-,-,-
puoc1238,-,-,-,-,-,-,-,k,-,-,-,h,-,k,h,-,-,-,-,o,-,-,-,-,n,-,-,-
mang1378,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,-,o,-,-,-,-,n,t,T,i
nanc1247,-,-,-,-,-,e,n,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,o,i,5,-,-,a
carn1240,-,-,-,k,-,i,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,5,-,-,3
khar1287,-,-,-,-,-,-,-,k,-,-,-,o,p,r,r,-,-,-,-,u,-,-,-,-,g,-,-,-
juan1238,-,-,-,-,-,-,-,k,-,-,-,a,m,u,l,-,-,-,-,o,-,-,-,-,g,-,-,-
juan1238,-,-,-,-,-,-,-,k,-,-,-,a,m,u,l,-,-,-,-,o,-,-,-,-,g,-,-,-
sant1410,-,-,-,-,-,-,-,h,-,-,-,e,-,-,r,-,-,-,-,e,-,-,-,-,l,-,-,-
mund1320,-,-,-,-,-,-,-,k,-,-,-,o,-,r,r,-,-,-,-,a,-,-,-,-,-,-,-,-
kork1243,-,-,-,-,-,-,-,k,-,-,-,o,-,-,r,-,-,-,-,o,-,-,-,-,-,-,-,-
sora1254,-,-,-,-,-,-,-,m,-,-,-,a,-,n,r,-,-,-,-,a,-,-,-,-,-,-,-,-
pare1266,-,-,-,-,-,-,-,-,-,-,-,a,-,d,d,-,-,-,-,u,-,-,-,-,7,-,-,n
bond1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,e,m,-,o,-,-,-,-,-,-,-,-
khas1269,-,-,-,-,-,u,-,b,-,-,-,-,-,-,r,-,-,-,-,i,-,-,-,-,w,-,-,-
buga1247,-,-,-,-,-,-,-,p,-,-,-,3,-,-,p,-,a,-,-,u,-,-,-,-,-,-,-,-
reng1252,-,-,-,-,-,-,-,k,-,-,-,3,-,d,r,-,-,-,-,a,-,-,-,-,N,-,-,-
jehh1245,-,-,-,-,-,-,-,k,-,-,-,-,-,-,l,-,-,-,-,o,-,-,-,-,w,-,-,-
