language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
puoc1238,-,-,b,-,-,-,-,-,-,-,l,-,-,-,-,-,a,-,-,h,-,-,-,-,-
carn1240,-,-,T,-,-,-,-,-,-,-,t,-,s,i,-,N,E,-,-,t,-,-,-,-,-
khas1269,-,-,b,-,-,i,n,-,-,-,-,-,-,-,-,-,a,-,-,i,-,-,-,-,-
khar1287,-,-,l,-,-,e,-,-,-,-,r,-,-,-,-,-,a,-,-,N,-,-,-,-,-
juan1238,-,-,l,-,-,e,-,-,-,-,r,-,-,-,-,-,a,-,-,N,-,-,-,-,-
sant1410,-,-,5,-,-,i,n,d,-,n,d,a,T,-,-,-,a,-,-,n,d,n,d,o,-
mund1320,-,-,T,-,-,-,-,-,-,-,t,-,s,-,-,-,a,-,-,N,d,-,d,u,7
sora1254,-,-,-,-,-,a,5,-,-,-,g,-,-,-,-,-,a,a,d,Z,-,-,-,-,-
pare1266,-,-,-,-,-,a,n,-,-,-,g,-,-,-,-,-,a,-,7,y,-,-,t,a,-
bond1245,-,-,-,-,-,a,r,-,-,-,k,-,-,-,-,-,e,-,-,-,-,-,-,-,-
buga1247,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
