language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
viet1252,-,-,-,-,-,-,-,-,-,-,-,t,-,-,r,-,3,n,g,-,-,-,-,-,-
mang1378,-,g,-,-,-,-,-,-,-,-,-,x,-,-,u,-,a,-,-,-,-,-,-,-,-
east2333,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,a,-,p,-,-,-,-,-,-
maaa1253,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,a,-,p,-,-,-,-,-,-
maaa1253,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,a,-,p,-,-,-,-,-,-
bulo1242,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,a,-,p,-,-,-,-,-,-
chra1242,-,T,-,-,-,-,-,-,-,-,-,t,-,-,s,-,a,-,p,-,-,-,-,-,-
tamp1251,-,k,-,-,-,3,-,-,-,-,-,t,-,-,-,-,a,-,p,-,-,-,-,-,-
nyah1249,-,-,-,-,-,-,-,-,-,-,-,k,-,-,l,-,E,-,-,-,-,-,-,-,-
lave1248,-,-,-,-,-,-,-,-,-,-,-,k,-,-,l,-,E,-,-,-,-,-,-,-,-
oyyy1238,-,-,-,-,-,-,-,-,-,-,-,t,-,-,l,-,E,-,-,-,-,-,-,-,-
tali1257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,E,-,h,-,-,-,-,-,-
alak1253,-,-,-,-,-,-,-,-,-,-,-,k,-,3,n,t,a,-,p,-,-,-,-,-,-
hala1252,-,k,-,-,-,3,-,-,-,-,-,t,-,-,-,-,a,-,p,-,-,-,-,-,-
todr1244,-,T,h,t,s,h,-,-,-,-,-,t,-,-,-,-,a,-,7,-,-,-,-,-,-
cuaa1241,-,k,-,-,-,a,-,-,-,-,-,t,-,-,-,-,a,-,p,-,-,-,-,-,-
west2398,-,-,-,-,-,-,-,-,-,-,-,k,-,3,l,-,o,-,N,-,-,-,-,-,-
ngeq1245,-,-,-,-,-,-,-,-,-,-,-,t,-,a,r,-,e,-,-,-,-,-,-,-,-
sooo1254,-,T,-,-,-,-,-,-,-,-,-,t,s,i,r,-,E,-,l,-,-,-,-,-,-
phon1246,-,-,-,-,-,-,-,-,-,-,-,p,-,-,l,-,E,-,-,-,-,-,-,-,-
nyah1250,-,p,-,-,-,-,-,-,-,-,-,h,p,-,h,-,o,-,N,-,-,-,-,-,-
monn1252,-,-,-,-,-,-,-,-,-,-,-,k,h,k,h,-,3,-,m,a,-,-,i,-,-
sema1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,N,l,3,k,N
temi1246,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,a,-,b,-,-,-,-,-,-
jahh1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,3,N,l,u,-,N
kens1248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,a,k,-,o,-,7
jeha1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,a,k,-,o,-,7
seme1247,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,p,-,-,-,o,-,h
sema1265,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,p,-,-,-,o,-,h
cent1989,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,o,-,N
nort2684,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,u,3,N
aheu1239,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,a,-,l,-,-,-,u,-,n
mlab1235,-,-,-,-,-,-,-,-,-,-,-,k,h,k,h,-,a,-,y,-,-,-,-,-,-
ruch1235,-,-,-,-,-,-,-,-,-,-,-,k,-,-,r,-,a,-,u,-,-,-,-,-,-
ruma1248,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,3,-,-,-,-,-,n
huuu1240,n,t,-,-,-,h,-,-,-,-,-,t,-,-,h,-,a,-,m,-,-,-,-,-,-
khan1274,-,-,-,-,-,-,-,-,-,-,-,k,-,-,l,-,o,-,N,-,-,-,-,-,-
bitt1240,-,-,-,-,-,-,-,-,-,-,-,k,-,3,d,-,a,-,N,-,-,-,-,-,-
puoc1238,-,-,-,-,-,-,-,-,-,-,-,k,-,-,l,-,o,-,N,-,-,-,-,-,-
carn1240,-,u,-,-,-,-,-,-,-,-,-,h,-,-,-,-,3,-,-,-,-,-,-,-,-
khas1269,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,i,-,L,e,-,N
khar1287,-,-,-,-,-,a,n,d,-,-,-,d,-,-,-,-,a,-,-,-,-,-,-,-,-
juan1238,-,-,-,-,-,-,-,s,u,s,u,t,-,-,-,-,e,d,d,-,-,-,-,-,-
sant1410,-,b,-,-,-,e,-,-,-,-,-,l,-,-,-,-,e,-,-,-,-,-,-,-,-
mund1320,d,Z,-,-,-,a,-,-,-,-,-,r,-,-,-,-,o,-,m,-,-,-,-,-,-
kork1243,-,-,-,-,-,a,-,t,-,-,-,k,-,-,-,-,o,-,m,-,-,-,-,-,-
sora1254,-,-,-,-,-,a,-,r,-,-,-,r,-,-,-,-,e,-,-,-,-,-,-,-,-
pare1266,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,i,-,7,-,-,-,-,-,-
bond1245,-,-,-,-,-,-,-,n,-,-,-,t,-,-,-,-,o,-,7,-,-,-,-,-,-
buga1247,-,-,-,-,-,-,-,-,-,-,-,t,h,t,h,-,a,-,m,-,-,-,-,-,-
jehh1245,-,-,-,-,-,-,-,-,-,-,-,t,-,3,t,-,a,-,p,-,-,-,-,-,-
