language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
viet1252,-,-,-,-,-,-,-,d,-,a,a,-,-,u,-,-,-,-,-,-,-
mang1378,-,-,-,-,-,-,-,T,t,s,3,n,l,o,-,-,-,-,-,-,-
east2333,-,-,-,-,-,-,-,b,-,-,-,-,-,o,-,-,-,-,k,-,-
maaa1253,-,-,-,-,-,-,-,b,-,-,-,-,-,o,-,-,-,-,k,-,-
maaa1253,-,-,-,-,-,-,-,b,-,-,-,-,-,o,-,-,-,-,k,-,-
bulo1242,-,-,-,-,-,-,-,b,-,-,-,-,-,o,-,-,-,-,k,-,-
chra1242,-,-,-,k,-,3,m,b,-,-,-,-,-,o,-,-,-,-,7,-,-
tamp1251,-,-,-,-,-,-,-,k,-,-,-,-,-,o,-,-,-,-,l,-,-
nyah1249,-,-,-,-,-,-,-,t,-,-,-,-,-,u,d,-,-,Z,h,-,-
lave1248,-,-,-,-,-,-,-,t,-,-,-,-,-,u,d,-,-,Z,h,-,-
oyyy1238,-,-,-,-,-,-,-,t,-,-,-,-,-,u,d,-,-,Z,h,-,-
tali1257,-,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,s,-,-
alak1253,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,h,3,-
cuaa1241,-,-,-,-,-,-,-,7,-,-,a,-,k,o,-,-,-,-,h,-,-
west2398,-,-,-,-,-,-,-,p,-,-,-,-,l,o,-,-,-,-,-,-,-
ngeq1245,-,-,-,-,-,-,-,p,-,-,-,-,l,3,-,-,-,-,-,-,-
sooo1254,-,-,-,-,-,-,-,p,-,-,-,-,l,3,-,-,-,-,-,-,-
phon1246,-,-,-,-,-,-,-,7,-,-,-,-,-,o,-,-,-,-,7,-,-
nyah1250,-,-,-,-,-,-,-,k,-,-,-,-,-,3,d,-,-,3,p,-,-
monn1252,-,-,-,-,-,-,-,k,-,-,-,-,-,a,d,d,u,i,p,-,-
sema1266,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,y,-,-
temi1246,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,y,-,-
jahh1242,-,-,-,-,-,-,-,k,-,-,-,-,-,o,-,-,-,-,y,-,-
kens1248,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,y,-,-
jeha1242,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,y,-,-
seme1247,-,-,-,-,-,-,-,k,h,-,k,-,h,o,-,-,-,-,y,-,-
sema1265,-,-,-,-,-,-,-,k,-,-,-,-,-,o,-,-,-,-,y,-,-
cent1989,-,-,-,-,-,-,-,k,-,-,3,-,p,a,-,-,-,-,l,-,-
nort2684,-,-,-,-,-,-,-,k,-,-,-,-,b,a,-,-,-,-,l,-,-
aheu1239,-,-,-,-,-,-,-,7,-,-,-,-,-,o,-,-,-,-,k,-,-
mlab1235,-,-,-,-,-,-,-,g,-,-,-,-,l,3,-,-,-,-,-,-,-
ruch1235,-,-,-,-,-,-,-,k,-,-,-,-,-,i,-,-,-,-,N,-,-
ruma1248,-,-,-,-,-,-,-,k,-,-,-,-,-,E,-,-,-,-,n,-,-
huuu1240,n,t,h,t,h,o,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-
khan1274,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,l,a,k
bitt1240,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,l,a,k
puoc1238,-,-,-,-,-,-,-,7,-,-,-,-,-,3,-,-,-,-,l,u,-
carn1240,-,-,-,-,-,-,-,k,-,-,-,-,-,u,-,-,-,-,y,-,-
khas1269,-,-,-,-,-,-,-,k,h,-,k,h,l,i,-,-,-,-,h,-,-
khar1287,-,-,-,-,-,-,-,b,-,-,o,-,k,o,-,-,-,-,b,-,-
juan1238,-,-,-,-,-,-,-,b,-,-,o,-,k,o,-,-,-,-,b,-,-
sant1410,-,-,-,-,-,-,-,b,-,-,o,-,h,o,-,-,-,-,7,-,-
mund1320,-,-,-,-,-,-,-,b,-,-,-,-,-,o,-,-,-,-,7,-,-
kork1243,-,-,-,-,-,-,-,k,-,-,a,-,p,a,-,-,-,-,r,-,-
sora1254,-,-,-,-,-,-,-,b,-,-,-,-,7,o,-,-,-,-,b,-,-
pare1266,-,-,-,-,-,-,-,b,-,-,-,-,-,a,-,-,-,-,7,-,m
