language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
viet1252,t,p,p,t,-,-,-,-,-,-,-,-,-,-,-,-,-
mang1378,T,-,-,t,s,3,-,-,-,-,a,-,-,-,-,-,-
east2333,-,-,-,g,-,-,-,-,-,-,a,-,l,-,-,-,-
maaa1253,-,-,-,w,-,-,-,-,-,-,E,-,h,-,-,-,-
maaa1253,7,w,-,w,-,-,-,-,-,-,E,-,h,-,-,-,-
bulo1242,k,-,-,l,-,-,-,-,-,-,a,-,5,-,-,-,-
chra1242,-,-,-,y,-,-,-,-,-,-,a,-,h,-,-,-,-
tamp1251,-,-,-,d,-,7,-,-,-,-,a,-,7,-,-,-,-
nyah1249,k,h,k,h,-,-,-,-,-,-,a,-,k,-,-,-,-
lave1248,-,-,-,r,-,-,-,-,-,-,3,-,p,-,-,-,-
oyyy1238,-,-,-,d,-,-,-,-,-,-,i,-,-,-,-,-,-
tali1257,-,-,-,t,-,-,-,-,-,-,3,-,l,-,-,-,-
alak1253,-,-,-,d,-,-,-,-,-,-,i,-,-,-,-,-,-
hala1252,-,-,-,l,-,i,-,-,-,-,3,-,m,-,-,-,-
todr1244,-,-,-,l,-,-,-,-,-,-,e,b,m,-,-,-,-
cuaa1241,-,-,-,s,-,-,-,-,-,-,a,-,y,-,-,-,-
west2398,-,-,-,t,-,i,-,-,-,-,-,-,k,-,-,-,-
ngeq1245,-,-,-,y,-,i,-,-,-,-,3,-,m,-,-,-,-
paco1243,-,-,-,7,-,-,-,-,-,-,o,-,-,-,-,-,-
phon1246,-,-,-,y,-,-,-,-,-,-,a,-,T,t,s,-,-
monn1252,k,h,k,h,-,u,-,-,-,-,i,-,h,-,-,-,-
sema1266,-,-,-,b,-,o,-,-,-,r,-,-,-,-,-,-,-
temi1246,-,-,-,m,-,e,-,-,-,d,Z,-,-,-,-,-,-
jahh1242,-,-,-,7,-,a,-,-,-,g,a,-,n,-,-,-,-
kens1248,-,-,-,b,-,3,-,-,-,7,3,-,t,-,-,-,-
jeha1242,-,-,-,b,-,3,-,t,-,7,E,-,t,-,-,-,-
seme1247,-,-,-,7,-,-,-,-,-,l,E,-,m,-,-,-,-
sema1265,-,-,-,7,-,i,-,-,-,l,o,-,7,-,-,-,-
cent1989,-,-,-,l,-,3,-,-,-,7,o,-,-,-,-,-,-
nort2684,T,-,t,s,-,i,-,-,-,-,3,-,-,-,-,-,-
aheu1239,k,h,k,h,-,-,-,-,-,-,a,-,k,-,-,-,-
aheu1239,-,-,-,d,-,-,-,-,-,-,i,-,-,-,-,-,-
mlab1235,-,p,-,y,-,a,-,k,-,l,e,-,-,-,-,-,-
ruch1235,-,m,-,h,-,m,-,-,-,-,3,-,m,-,-,-,-
ruma1248,-,-,-,p,-,-,-,-,-,-,e,-,n,-,-,-,-
huuu1240,-,-,-,y,-,-,-,-,-,-,o,-,N,-,-,-,-
khan1274,-,-,-,7,-,-,-,-,-,-,3,-,m,-,-,-,-
bitt1240,-,-,-,n,-,-,-,-,-,-,o,-,k,-,-,-,-
puoc1238,-,-,-,t,-,-,-,-,-,-,u,-,h,-,-,-,-
carn1240,-,-,-,l,-,-,-,-,-,-,3,-,k,-,-,-,-
khas1269,-,-,-,b,-,a,b,h,b,h,a,-,-,-,-,-,-
khar1287,-,-,-,k,-,-,-,-,-,-,E,-,l,-,-,o,m
sant1410,-,-,-,b,-,-,-,-,-,-,o,-,g,-,-,e,-
mund1320,-,-,-,b,-,-,-,-,-,-,u,-,g,-,-,i,-
kork1243,-,-,-,-,-,-,-,-,-,-,a,-,y,-,-,n,-
sora1254,-,-,-,b,-,-,-,-,-,-,a,-,N,-,s,a,-
pare1266,-,-,-,l,-,-,-,-,-,-,e,7,n,-,-,-,-
bond1245,-,-,-,b,-,-,-,-,-,-,a,-,n,-,-,i,-
buga1247,-,-,-,l,-,-,-,-,-,-,3,-,-,-,-,-,-
