language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
east2333,-,-,-,m,-,-,-,E,-,-,-,-,-
maaa1253,-,-,-,m,-,-,-,a,-,y,-,-,-
maaa1253,-,-,-,m,-,-,-,a,-,y,-,-,-
bulo1242,-,-,-,-,-,-,-,a,-,y,-,-,-
chra1242,-,-,-,m,-,-,-,a,-,y,-,-,-
sree1244,-,-,-,m,-,-,-,e,-,-,-,-,-
chil1279,-,-,-,m,-,-,-,e,-,-,-,-,-
nyah1249,-,-,-,s,-,-,-,a,-,-,-,-,-
lave1248,-,-,-,s,-,-,-,a,-,w,-,-,-
oyyy1238,-,-,-,s,-,-,-,a,-,3,-,-,-
tali1257,-,-,-,m,-,-,-,a,-,y,-,-,-
alak1253,-,-,-,m,-,-,-,a,-,y,-,-,-
cuaa1241,-,-,-,m,-,-,-,a,-,y,7,i,3
todr1244,-,-,-,n,-,-,-,o,-,-,-,-,-
katu1272,7,-,3,m,-,-,-,a,-,y,-,-,-
west2398,-,-,-,m,-,-,-,a,-,y,-,-,-
ngeq1245,-,-,-,m,-,-,-,a,-,y,-,-,-
sooo1254,-,-,-,m,-,-,-,a,-,y,-,-,-
trii1240,-,-,-,m,-,-,-,a,a,y,-,-,-
paco1243,-,-,-,m,-,-,-,a,-,y,-,-,-
phon1246,-,-,-,m,-,-,-,o,-,-,-,-,-
nyah1250,-,-,-,p,h,p,h,e,-,h,-,-,-
monn1252,-,-,-,b,-,-,-,e,-,h,-,-,-
sema1266,-,-,-,h,-,-,-,E,-,7,-,-,-
temi1246,-,-,-,h,-,-,-,a,-,7,-,-,-
jahh1242,7,-,i,m,-,-,-,a,-,7,-,-,-
kens1248,-,-,-,b,-,-,-,o,-,7,-,-,-
jeha1242,-,-,-,m,-,-,-,i,-,7,-,-,-
seme1247,d,-,-,Z,-,-,-,i,-,-,-,-,-
sema1265,-,-,-,h,-,-,-,i,-,7,-,-,-
cent1989,-,-,-,7,-,-,n,o,-,k,-,-,-
nort2684,-,-,-,k,-,-,-,3,3,t,-,-,-
mlab1235,-,-,-,m,-,-,-,E,-,-,-,-,-
rucc1239,-,-,-,m,-,-,-,i,-,-,-,-,-
mali1278,-,-,-,m,-,-,-,3,d,Z,h,-,-
aheu1239,-,-,-,m,-,-,-,i,-,-,-,-,-
viet1252,-,-,-,m,-,a,a,i,-,-,-,-,-
ruch1235,-,-,-,m,-,-,-,3,-,i,-,-,-
ruma1248,-,-,-,m,-,-,-,a,-,i,-,-,-
huuu1240,-,-,-,m,-,-,-,e,-,7,-,-,-
khan1274,-,-,-,m,-,-,-,-,-,i,-,-,-
bitt1240,-,-,-,m,-,-,-,-,-,i,-,-,-
puoc1238,-,-,-,m,-,-,-,-,-,i,h,-,-
mang1378,7,-,a,m,-,-,-,i,-,-,-,-,-
nanc1247,-,-,-,m,-,-,-,e,-,N,-,-,-
nanc1247,-,-,-,m,-,-,-,e,-,-,-,-,-
carn1240,-,-,-,m,-,-,-,E,-,h,-,-,-
khar1287,-,-,a,m,-,-,-,-,-,-,-,-,-
juan1238,-,-,a,m,-,-,-,-,-,-,-,-,-
sant1410,-,-,a,m,-,-,-,-,-,-,-,-,-
mund1320,-,-,a,m,-,-,-,-,-,-,-,-,-
kork1243,-,-,a,m,-,-,-,-,-,-,-,-,-
sora1254,-,-,a,m,-,-,-,3,-,n,-,-,-
pare1266,m,o,o,m,-,-,-,a,-,N,-,-,-
bond1245,-,-,-,n,-,-,-,o,-,-,-,-,-
khas1269,-,-,-,m,-,-,-,e,-,-,-,-,-
buga1247,-,-,-,m,-,-,-,3,-,-,-,-,-
jehh1245,-,-,-,m,-,-,-,i,-,-,-,-,-
