language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
viet1252,-,-,-,-,b,-,-,-,-,a,-,i,-,-,-
mang1378,-,-,-,-,b,-,-,-,-,a,-,3,-,-,-
east2333,-,-,-,-,p,-,-,-,-,a,-,r,-,-,-
maaa1253,m,-,-,-,h,-,-,-,-,a,-,l,-,-,-
maaa1253,m,-,-,-,p,-,-,-,-,a,-,r,-,-,-
bulo1242,-,-,-,-,p,-,-,-,-,a,-,r,-,-,-
chra1242,-,-,-,-,p,-,-,-,-,a,-,r,-,-,-
tamp1251,-,-,-,-,p,-,-,-,-,a,-,r,-,-,-
nyah1249,-,-,-,-,p,-,-,-,-,a,-,n,-,-,-
lave1248,-,-,-,-,p,-,-,-,-,a,-,r,-,-,-
oyyy1238,-,-,-,-,p,-,-,-,-,a,-,r,-,-,-
tali1257,-,-,-,-,p,-,-,-,-,a,-,r,-,-,-
alak1253,-,-,-,-,p,-,-,-,-,a,-,r,-,-,-
hala1252,-,-,-,-,p,-,-,-,-,a,-,r,-,-,-
todr1244,-,-,-,-,p,-,-,-,-,a,-,-,-,-,-
cuaa1241,-,-,-,-,p,-,-,-,-,3,-,l,-,-,-
west2398,-,-,-,-,p,-,-,-,-,a,-,r,-,-,-
ngeq1245,-,-,-,-,p,-,-,-,-,a,-,r,-,-,-
sooo1254,-,-,-,-,p,-,-,-,-,E,-,l,-,-,-
paco1243,-,-,-,-,p,-,-,-,-,a,-,r,-,-,-
phon1246,-,-,-,-,p,-,-,-,-,a,-,r,-,-,-
nyah1250,-,-,-,-,p,h,p,h,-,a,-,r,-,-,-
monn1252,-,-,-,-,p,-,-,-,-,a,-,w,-,-,-
sema1266,-,-,-,-,h,-,-,-,-,E,k,N,-,-,-
temi1246,-,-,-,-,h,-,-,-,-,e,-,g,-,-,-
kens1248,k,a,-,-,p,-,-,-,-,3,-,y,-,-,-
jeha1242,k,a,-,-,p,-,-,-,-,3,-,y,-,-,-
seme1247,-,-,-,-,p,-,-,-,-,3,-,r,-,-,-
sema1265,k,a,-,-,p,-,-,-,-,3,-,y,-,-,-
cent1989,-,-,-,-,h,-,-,-,-,a,3,r,-,-,-
nort2684,-,-,-,-,h,-,-,-,-,o,-,r,-,-,-
aheu1239,7,a,-,-,p,-,-,-,-,E,-,n,-,-,-
mlab1235,-,-,-,-,p,-,-,-,-,a,-,r,-,-,-
ruch1235,-,-,-,-,p,h,p,h,r,u,-,-,-,-,-
ruma1248,-,-,-,-,p,-,-,-,-,3,-,-,-,-,-
ruma1248,-,-,-,-,p,-,-,-,-,3,-,-,-,-,-
huuu1240,-,-,-,-,p,h,p,h,3,3,-,-,-,-,-
khan1274,-,-,-,-,p,-,-,-,-,i,-,l,-,-,-
bitt1240,-,-,-,-,p,-,-,-,-,3,-,r,-,-,-
puoc1238,-,-,-,-,p,-,-,-,-,a,-,l,-,-,-
carn1240,k,i,-,-,t,-,-,-,-,3,-,k,-,-,-
khas1269,-,-,-,-,h,-,-,-,-,e,-,r,-,-,-
khar1287,-,-,-,-,-,-,-,-,-,-,-,l,-,e,N
juan1238,-,-,-,-,-,-,-,-,-,u,-,d,d,i,-
sant1410,-,-,-,-,-,-,-,-,-,u,-,d,d,e,w
mund1320,-,a,-,-,p,-,-,-,-,i,-,r,-,-,-
kork1243,-,a,p,h,p,-,-,h,-,i,-,r,-,-,-
sora1254,-,-,-,-,-,-,-,-,-,e,-,N,-,-,-
bond1245,-,-,-,-,-,-,-,-,-,u,-,r,-,-,-
buga1247,t,-,h,t,h,-,-,-,-,u,-,-,-,-,-
