language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
viet1252,-,-,-,-,-,g,-,i,-,-,-,-,i,-,-,-,-,-,-,-
mang1378,-,-,-,-,-,m,-,a,-,m,-,-,o,-,-,-,-,-,-,-
east2333,-,-,-,-,-,p,-,-,-,-,-,-,3,p,-,-,-,-,-,-
maaa1253,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,d,n,d,3,-
maaa1253,-,-,-,-,-,m,-,-,-,-,-,-,o,h,n,d,n,d,3,-
bulo1242,-,-,-,-,-,p,-,-,-,-,-,-,i,7,-,-,-,-,3,n
chra1242,-,-,-,-,-,p,-,-,-,-,-,-,a,T,-,t,-,s,-,-
tamp1251,-,-,-,-,-,5,-,a,-,n,-,-,o,h,-,-,-,-,-,-
nyah1249,-,-,-,-,-,7,-,-,-,N,-,-,e,-,-,-,-,-,-,-
lave1248,-,-,-,-,-,7,y,a,-,N,-,-,-,-,-,-,-,-,-,-
oyyy1238,-,-,-,-,-,7,i,-,-,5,-,-,-,-,-,-,-,-,-,-
tali1257,-,T,-,-,-,t,s,E,-,-,-,-,-,-,-,-,-,-,-,-
alak1253,-,-,-,-,-,7,-,3,-,m,-,-,o,h,-,-,-,-,-,-
hala1252,-,-,-,-,-,n,-,-,-,-,-,-,e,7,-,-,-,-,-,-
cuaa1241,-,-,-,-,-,k,-,3,d,Z,-,-,o,7,-,-,-,-,-,-
west2398,-,-,-,-,-,-,-,-,-,m,-,3,3,h,-,-,-,-,-,-
ngeq1245,-,-,-,-,-,7,-,a,-,m,-,-,E,h,-,-,-,-,-,-
paco1243,-,-,-,-,-,l,-,3,-,l,-,-,a,-,-,-,-,-,-,-
nyah1250,-,T,h,t,s,h,-,3,-,m,-,-,o,7,-,-,-,-,-,-
monn1252,-,-,-,-,-,-,-,-,-,m,-,-,u,-,-,-,-,-,-,-
sema1266,-,-,-,-,-,m,-,-,-,-,-,-,a,h,-,-,-,-,-,-
temi1246,-,-,-,-,-,7,-,i,-,l,-,-,o,7,-,-,-,-,-,-
jahh1242,-,-,-,-,-,7,-,a,-,m,-,-,3,y,-,-,-,-,-,-
kens1248,-,-,-,-,-,l,-,3,-,w,-,-,E,7,-,-,-,-,-,-
jeha1242,-,-,-,-,-,-,-,-,-,m,-,-,E,y,-,-,-,-,-,-
seme1247,-,-,-,-,-,d,-,3,-,m,-,-,o,h,-,-,-,-,-,-
sema1265,-,-,-,-,-,7,-,a,-,m,-,-,3,h,-,-,-,-,-,-
cent1989,-,t,-,-,-,h,-,-,-,t,-,h,i,-,-,-,-,-,-,-
nort2684,-,-,-,-,-,s,-,-,-,d,-,-,e,y,-,-,-,-,-,-
aheu1239,-,-,-,-,-,7,-,-,-,-,-,-,a,h,-,-,-,-,-,-
mlab1235,-,T,-,-,-,t,s,i,-,5,-,-,o,-,-,-,-,-,-,-
ruch1235,-,-,-,-,-,s,-,i,-,-,-,-,-,-,-,-,-,-,-,-
ruma1248,-,-,-,-,-,s,-,i,-,-,-,-,-,-,-,-,-,-,-,-
huuu1240,-,-,-,-,-,s,-,a,-,m,-,-,o,-,-,-,-,-,-,-
khan1274,-,T,-,-,-,t,s,u,-,-,-,-,3,-,-,-,-,-,-,-
bitt1240,-,-,-,-,-,7,-,a,-,b,-,-,i,-,-,-,-,-,-,-
puoc1238,-,-,-,-,-,h,-,3,l,m,-,-,o,h,-,-,-,-,-,-
carn1240,-,-,-,-,-,s,-,-,-,-,-,-,u,h,-,-,-,-,-,-
khas1269,-,-,-,-,-,-,-,a,-,i,-,-,u,-,-,-,-,-,-,-
khar1287,-,-,-,-,-,d,Z,-,-,-,-,-,e,-,-,-,-,-,-,-
khar1287,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
juan1238,-,b,-,-,i,r,-,-,-,-,-,-,i,-,-,-,-,-,-,-
sant1410,-,T,-,-,-,t,s,e,-,t,-,-,-,-,-,-,-,-,-,-
mund1320,-,T,-,-,-,t,s,a,-,n,-,-,a,-,-,-,-,-,-,-
kork1243,-,T,-,-,-,t,s,u,-,t,t,h,a,-,-,-,-,-,-,-
sora1254,-,i,-,-,-,t,-,e,-,-,-,-,e,n,-,-,-,-,-,-
pare1266,-,m,-,-,-,-,-,-,-,-,-,-,o,y,-,-,-,-,-,-
bond1245,-,m,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
buga1247,n,Z,n,-,-,d,Z,-,-,-,-,-,e,-,-,-,-,-,-,-
