language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
east2333,-,-,-,-,-,d,-,-,-,-,-,-,Z,-,-,u,-,-,-,-,7,-,-,-,-,-
maaa1253,-,-,-,-,-,N,-,-,-,-,-,-,r,-,-,a,-,-,-,-,k,-,-,-,-,-
maaa1253,-,-,-,-,-,k,-,-,-,-,-,-,r,-,-,a,-,-,-,-,k,-,-,-,-,-
bulo1242,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,o,-,-,-,-,N,-,-,-,-,-
chra1242,-,-,-,-,-,s,-,-,i,n,d,n,d,-,-,o,-,-,-,-,T,-,-,-,t,s
sree1244,-,-,-,-,-,d,-,-,-,-,-,-,Z,-,-,u,-,-,-,-,-,-,-,-,-,-
chil1279,-,-,-,-,-,d,-,-,-,-,-,-,Z,-,-,u,-,-,-,-,7,-,-,-,-,-
nyah1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,i,a,-,w,-
lave1248,-,-,-,-,-,7,-,-,-,-,-,-,y,-,-,o,-,-,-,-,N,-,-,-,-,-
oyyy1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,i,a,-,w,-
tali1257,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,a,-,-,-,-,N,-,-,-,-,-
alak1253,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,3,-,-,-,-,N,3,a,-,m,-
cuaa1241,-,-,-,-,-,d,-,-,-,-,-,-,Z,-,-,u,-,-,-,-,7,-,-,-,-,-
hala1252,-,-,-,-,-,7,-,-,-,-,-,-,5,-,-,u,-,-,-,-,N,-,-,-,-,-
todr1244,-,-,-,-,-,b,-,-,-,-,-,-,r,-,-,a,-,-,-,-,N,-,-,-,-,-
katu1272,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,m,-,-,-,-,-
west2398,m,-,-,-,a,N,-,k,a,-,-,-,r,-,m,a,-,-,-,-,N,-,-,-,-,-
ngeq1245,-,-,-,-,-,N,-,-,-,-,-,-,g,-,-,o,-,-,-,-,T,-,-,-,t,s
sooo1254,s,-,-,-,-,-,-,-,i,-,-,-,7,-,-,E,-,-,-,-,N,-,-,-,-,-
trii1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,N,-,-,-,-,-
phon1246,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,a,-,-,-,-,m,-,-,-,-,-
nyah1250,p,-,-,h,p,h,-,-,-,-,-,-,l,-,i,3,-,-,-,-,t,-,-,-,-,-
monn1252,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,a,m,T,a,o,k,-,-,-,-,-
sema1266,b,-,-,-,-,l,-,-,-,-,-,-,7,-,-,a,-,-,-,-,k,-,-,-,-,-
temi1246,-,-,-,-,-,r,-,-,e,-,-,-,N,-,-,a,-,-,-,-,h,-,-,-,-,-
jahh1242,-,-,-,-,-,h,-,-,i,-,-,-,t,-,-,e,-,-,-,-,m,-,-,-,-,-
kens1248,-,-,-,-,-,b,-,-,3,-,l,-,t,-,-,E,-,-,-,-,k,-,-,-,-,-
jeha1242,-,-,-,-,-,g,-,-,3,-,-,-,T,-,i,i,-,-,-,-,h,-,-,-,-,-
seme1247,-,-,-,-,-,b,-,-,3,-,l,-,7,-,-,u,-,-,-,-,r,-,-,-,-,-
sema1265,-,-,-,-,-,b,-,-,3,-,l,-,h,-,l,e,-,-,-,-,t,-,-,-,-,-
cent1989,-,-,-,-,-,k,h,k,-,-,-,-,h,3,m,a,-,-,-,-,w,-,-,-,-,-
nort2684,-,-,-,-,-,k,h,k,-,-,-,-,h,-,m,a,-,-,-,-,w,-,-,-,-,-
mlab1235,p,-,-,h,p,h,-,-,a,-,-,-,d,-,-,a,-,-,-,-,m,-,-,-,-,-
rucc1239,-,-,-,-,-,p,-,-,a,-,-,-,t,-,-,i,-,-,-,-,-,-,-,-,-,-
mali1278,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,E,-,-,-,-,n,-,-,-,-,-
aheu1239,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,u,-,-,-,-,m,-,-,-,-,-
viet1252,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,e,-,-,-,-,n,-,-,-,-,-
ruch1235,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,a,-,-,-,-,N,-,-,-,-,-
ruma1248,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,o,-,-,-,-,N,-,-,-,-,-
huuu1240,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,a,-,-,-,-,N,-,-,-,-,-
khan1274,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,a,-,-,-,-,-,-,-,-,-,-
bitt1240,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,a,-,-,-,-,i,-,a,i,t,-
puoc1238,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,o,-,-,-,-,T,-,-,-,t,s
mang1378,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,u,-,-,-,-,-,-,-,-,-,-
carn1240,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,a,-,-,-,-,h,-,-,-,-,-
carn1240,-,-,-,-,-,-,-,-,-,-,-,-,h,u,r,i,-,-,-,-,N,-,-,-,-,-
khar1287,m,o,g,h,g,h,-,-,e,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-
juan1238,-,-,-,-,-,k,-,-,a,-,-,-,L,-,i,a,-,-,-,-,-,-,-,-,-,-
sant1410,-,-,-,-,-,h,-,-,e,n,d,n,d,-,-,e,-,-,-,-,-,-,-,-,-,-
mund1320,-,-,-,-,-,h,-,-,e,n,d,n,d,-,-,e,-,-,-,-,-,-,-,-,-,-
kork1243,-,-,-,-,-,h,-,-,e,n,d,n,d,-,-,e,-,-,-,-,-,-,-,-,-,-
sora1254,-,-,-,-,-,y,-,-,a,-,-,-,-,-,-,a,-,-,-,-,g,-,a,-,-,-
pare1266,-,a,-,-,-,s,-,-,-,-,-,-,-,-,-,a,-,-,-,-,7,-,y,-,-,-
bond1245,-,-,-,-,-,m,-,-,i,-,r,-,r,-,-,e,-,-,-,-,7,-,-,-,-,-
khas1269,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,o,-,-,-,-,N,-,-,-,-,-
jehh1245,-,-,-,-,-,7,-,-,-,-,-,-,5,-,-,u,-,-,-,-,N,-,-,-,-,-
