language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
east2333,-,-,-,-,-,t,-,-,-,-,i,-,e,-,-,-,-,-,N
maaa1253,-,-,-,-,-,d,-,-,-,Z,-,-,a,-,-,-,-,-,N
maaa1253,-,-,-,-,-,t,-,-,-,S,y,-,a,-,-,-,-,-,N
bulo1242,-,-,-,-,-,t,-,-,-,-,i,-,e,-,-,-,-,-,N
chra1242,-,-,-,-,-,t,-,-,-,-,i,-,e,-,-,-,-,-,N
sree1244,-,-,-,-,-,t,-,-,-,-,i,-,a,-,-,-,-,-,N
chil1279,-,-,-,-,-,t,-,-,-,-,i,-,e,-,-,-,-,-,N
tamp1251,T,-,-,-,-,t,-,-,-,s,-,-,a,-,-,-,-,-,N
nyah1249,-,-,-,-,-,s,-,-,-,-,u,-,a,-,-,-,-,-,y
lave1248,-,-,-,-,-,s,-,-,-,-,u,-,a,-,-,-,-,-,y
oyyy1238,-,-,-,-,-,s,-,-,-,-,u,-,a,-,-,-,-,-,y
tali1257,-,-,-,-,-,s,-,-,-,-,o,-,-,-,-,-,-,-,y
alak1253,-,-,-,-,-,t,-,-,-,-,-,-,E,-,-,-,-,-,N
cuaa1241,-,-,-,-,-,7,-,-,-,-,-,-,a,-,h,l,-,o,y
hala1252,-,-,-,-,-,t,-,-,-,-,i,-,a,-,-,-,-,-,N
todr1244,-,-,-,-,-,t,-,-,-,-,i,-,g,-,-,-,-,-,N
katu1272,-,-,-,-,-,s,-,-,-,-,a,-,a,-,-,-,-,-,y
west2398,-,-,-,-,-,s,-,-,-,-,-,-,o,-,-,-,-,-,y
ngeq1245,-,-,-,-,-,s,-,-,-,-,-,-,o,-,-,-,-,-,y
sooo1254,-,-,-,-,-,s,-,-,-,-,-,-,o,-,-,-,-,-,y
trii1240,-,-,-,-,-,s,-,-,-,-,-,-,o,-,-,-,-,-,y
paco1243,-,-,-,-,-,s,-,-,-,-,-,-,o,-,-,-,-,-,y
nyah1250,p,3,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,7
monn1252,b,a,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-
sema1266,s,-,n,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,7
temi1246,s,E,n,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,7
jahh1242,s,3,n,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,7
kens1248,h,3,-,-,-,t,-,-,-,-,-,-,i,-,-,-,-,-,7
jeha1242,h,a,-,-,-,t,-,-,-,-,-,-,i,-,-,-,-,-,7
seme1247,p,a,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,s
sema1265,h,3,-,-,-,t,-,-,-,-,-,-,e,-,-,-,-,-,7
cent1989,k,3,n,d,n,d,-,-,-,-,-,-,u,-,-,-,-,-,y
nort2684,k,a,n,-,-,t,-,-,-,-,-,-,u,-,-,-,-,-,y
mlab1235,h,3,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-
rucc1239,-,-,-,-,-,t,-,-,-,-,u,-,o,-,-,-,-,-,y
mali1278,-,-,-,-,-,t,-,-,-,-,u,-,o,-,-,-,-,-,y
aheu1239,-,-,-,-,-,t,-,-,-,-,-,-,3,-,-,-,-,-,y
viet1252,-,-,-,-,-,d,-,-,-,-,u,o,o,-,-,-,-,-,i
ruch1235,s,3,-,-,-,t,-,-,-,-,-,-,E,-,-,-,-,-,-
ruma1248,s,i,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-
huuu1240,T,a,-,-,-,t,k,h,k,h,-,-,a,-,-,-,-,-,7
khan1274,k,a,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-
bitt1240,s,3,n,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-
puoc1238,h,3,l,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-
mang1378,-,-,-,-,-,h,-,-,-,-,o,-,o,-,-,-,-,-,-
nanc1247,r,e,-,-,e,t,-,-,-,-,-,-,-,-,-,-,-,-,-
carn1240,l,a,m,r,i,t,-,-,-,-,-,-,-,-,-,-,-,-,-
khar1287,p,a,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-
juan1238,-,a,t,-,-,t,-,-,-,-,-,-,a,-,d,-,-,-,d
sant1410,T,-,-,-,-,t,-,-,-,s,-,-,a,n,d,d,b,o,l
mund1320,T,-,-,-,-,t,-,-,-,s,-,-,a,-,d,l,-,o,m
kork1243,T,-,-,-,-,t,-,-,-,s,-,-,u,-,-,-,-,-,d
sora1254,-,3,-,-,-,l,-,-,-,a,-,-,a,-,-,-,-,-,-
pare1266,-,a,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,7
bond1245,p,3,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,7
khas1269,-,-,-,-,-,t,-,-,-,-,d,-,o,-,-,-,-,-,N
buga1247,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,w,-,e,i
