language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
east2333,-,-,-,k,-,u,-,-,-,-,-,-,i,-,-,-,-,t,-,-,-
maaa1253,d,-,-,Z,-,-,-,-,-,-,-,-,e,-,-,-,-,7,-,-,-
maaa1253,-,-,-,7,-,-,-,-,-,-,-,-,o,-,-,-,-,h,-,b,e
maaa1253,d,-,-,Z,-,-,-,-,-,-,-,-,e,-,-,-,-,7,-,-,-
bulo1242,g,h,g,h,-,-,-,-,-,-,-,-,e,-,-,-,-,7,-,-,-
chra1242,-,-,-,k,-,-,-,-,-,-,-,-,E,-,-,-,-,n,-,-,-
sree1244,-,-,-,d,-,-,-,-,-,-,-,-,e,-,-,-,-,t,-,-,-
chil1279,-,-,-,7,-,-,-,-,-,-,-,-,e,-,-,-,-,t,-,-,-
tamp1251,t,h,t,h,-,-,-,-,-,-,-,-,E,-,-,i,-,7,-,-,-
nyah1249,-,-,-,k,-,-,-,-,-,-,-,-,i,-,-,-,-,7,-,-,-
lave1248,-,-,-,k,-,-,-,-,-,-,-,-,e,-,-,T,-,t,-,s,-
oyyy1238,-,-,-,k,-,-,-,-,-,-,-,-,E,-,-,-,-,7,-,-,-
tali1257,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,7,-,-,-
alak1253,-,-,-,h,-,3,-,-,-,-,r,-,3,-,-,-,-,5,-,-,-
hala1252,-,-,-,k,-,-,-,-,-,-,-,-,e,-,-,-,-,n,-,-,-
todr1244,-,-,-,k,-,-,-,-,-,-,-,-,i,-,-,-,-,t,-,-,-
katu1272,-,-,-,k,-,-,-,-,-,-,-,-,a,t,3,y,-,7,-,-,-
west2398,-,-,-,b,-,i,-,-,-,-,-,-,a,-,-,-,-,7,-,-,-
ngeq1245,-,-,-,k,-,-,-,-,-,-,-,-,3,-,-,-,-,n,-,-,-
sooo1254,-,-,-,k,-,-,-,-,-,-,-,-,3,-,-,y,-,7,-,-,-
trii1240,-,-,-,k,-,-,-,-,-,-,-,-,3,-,-,-,-,7,-,-,-
paco1243,-,-,-,k,-,-,-,-,-,-,-,-,E,-,-,-,-,t,-,-,-
phon1246,-,-,-,l,-,-,-,-,-,-,-,-,E,-,-,-,-,p,-,-,-
nyah1250,-,-,-,n,d,n,-,-,-,-,d,-,i,-,-,-,-,T,-,-,-
monn1252,-,-,-,5,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
sema1266,-,-,-,m,-,a,-,-,-,-,T,o,o,-,-,-,-,t,-,-,-
temi1246,-,-,-,7,-,a,-,-,-,-,m,-,E,-,-,-,-,s,-,-,-
jahh1242,-,-,-,k,-,w,-,-,k,-,w,-,E,-,-,-,-,7,-,-,-
kens1248,-,-,-,7,-,a,-,-,d,-,Z,-,o,-,-,-,-,7,-,-,-
jeha1242,-,-,-,7,-,a,-,-,d,-,Z,-,o,-,-,-,-,7,-,-,-
seme1247,-,-,-,k,-,-,-,-,-,-,-,-,E,-,-,-,-,t,-,-,-
sema1265,-,-,-,k,-,a,-,-,-,-,n,-,E,-,-,-,-,d,-,-,-
cent1989,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,T,-,t,-,s,-
nort2684,-,-,-,t,-,-,-,-,-,-,-,-,u,-,-,T,-,t,-,s,-
mlab1235,-,-,-,7,-,-,-,-,-,-,-,-,a,-,-,y,-,t,a,k,-
rucc1239,-,-,-,d,-,-,-,-,-,-,-,-,E,-,-,-,-,d,-,E,-
mali1278,-,-,-,d,-,-,-,-,-,-,-,-,E,-,-,-,-,d,-,E,-
aheu1239,-,-,-,7,-,-,-,-,-,-,-,-,i,-,-,-,-,t,-,-,-
viet1252,n,-,-,h,-,-,-,-,-,-,-,-,o,-,-,-,-,7,-,-,-
ruch1235,-,-,-,5,-,i,-,-,-,-,-,-,a,-,-,-,-,N,-,-,-
ruma1248,-,-,-,d,-,-,-,-,-,-,-,-,E,-,-,-,-,7,-,-,-
huuu1240,-,-,-,t,-,i,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-
khan1274,-,-,-,l,-,-,-,-,-,-,-,-,3,-,-,-,-,N,-,-,-
bitt1240,-,-,-,d,-,-,-,-,-,-,-,-,o,-,-,-,-,7,-,-,-
puoc1238,-,-,-,n,-,-,-,-,-,-,-,-,e,-,-,-,-,k,-,-,-
mang1378,-,-,-,h,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nanc1247,-,-,-,p,-,-,-,-,-,-,-,-,e,-,-,T,-,t,-,s,-
carn1240,-,-,-,t,-,-,-,-,-,-,-,-,3,-,-,k,u,n,-,3,-
khar1287,-,-,-,k,-,o,-,-,-,-,n,-,o,-,-,-,-,n,-,-,-
juan1238,-,-,-,s,-,o,-,-,-,-,r,-,u,-,-,-,-,-,-,-,-
sant1410,-,-,-,h,-,u,-,-,d,-,d,-,i,-,-,-,-,5,-,-,-
mund1320,-,-,-,h,-,u,-,-,r,-,r,-,i,-,-,-,-,N,-,-,-
kork1243,-,-,-,s,-,a,-,-,-,-,n,-,i,-,-,-,-,-,-,-,-
sora1254,-,-,-,-,-,a,a,n,r,i,t,-,i,-,-,-,-,d,-,-,-
pare1266,-,-,-,-,-,a,-,-,-,-,s,-,u,-,-,-,-,7,-,-,-
bond1245,-,-,-,d,d,a,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
khas1269,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,t,-,-,-
buga1247,-,-,-,T,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,s,i
