language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
viet1252,-,-,-,r,-,-,-,-,-,-,a,-,n,-,-,g,-
mang1378,-,-,-,m,-,-,-,-,-,-,3,-,n,-,-,-,-
east2333,-,-,-,s,-,-,-,-,-,-,i,-,k,-,-,-,-
maaa1253,-,-,-,s,-,-,-,-,-,-,e,-,k,-,-,-,-
maaa1253,-,-,-,s,-,-,-,-,-,-,e,-,k,-,-,-,-
bulo1242,T,h,t,s,-,-,-,-,h,-,e,-,k,-,-,-,-
chra1242,-,-,-,s,-,-,-,-,-,-,e,-,T,-,-,t,s
tamp1251,-,-,-,s,-,-,3,-,n,a,i,-,5,-,-,-,-
nyah1249,-,-,-,p,-,-,-,-,-,-,3,-,N,-,-,-,-
lave1248,-,-,-,p,-,-,-,-,-,-,3,-,N,-,-,-,-
oyyy1238,-,-,-,p,-,-,-,-,-,-,3,-,N,-,-,-,-
tali1257,-,-,-,p,-,-,-,-,-,-,3,-,N,-,-,-,-
alak1253,-,-,-,T,-,-,t,-,s,-,3,-,n,-,a,5,-
hala1252,-,-,-,h,-,-,3,-,n,-,e,-,N,-,-,-,-
todr1244,-,-,-,h,-,-,3,-,n,-,e,-,N,-,-,-,-
cuaa1241,-,-,-,k,-,-,a,-,n,-,E,-,N,-,-,-,-
west2398,-,-,-,k,-,-,i,-,n,i,a,-,N,-,-,-,-
ngeq1245,-,-,-,k,-,-,a,-,n,i,a,-,N,-,-,-,-
sooo1254,-,-,-,T,t,s,i,-,n,-,E,-,N,-,-,-,-
paco1243,-,-,-,k,-,-,i,-,n,-,E,-,N,-,-,-,-
phon1246,-,-,-,h,-,-,-,-,r,-,i,-,N,-,-,-,-
nyah1250,-,-,-,N,-,-,-,-,-,-,i,3,k,-,-,-,-
monn1252,-,-,-,N,-,-,-,-,-,-,e,-,k,-,-,-,-
sema1266,-,-,-,l,-,-,-,-,m,-,u,-,5,-,-,-,-
temi1246,-,-,-,-,-,-,-,-,m,-,o,-,5,-,-,-,-
kens1248,-,-,-,-,-,-,-,-,-,-,-,-,5,-,u,u,s
jeha1242,-,-,-,h,-,-,-,-,-,-,E,-,5,-,-,-,-
seme1247,-,-,-,l,-,-,3,-,m,-,o,-,5,-,-,-,-
sema1265,-,-,-,l,-,-,3,-,m,-,o,-,5,-,-,-,-
cent1989,d,h,d,h,-,-,3,-,m,-,3,-,5,-,-,-,-
nort2684,t,h,t,h,-,-,-,-,m,-,e,-,5,-,-,-,-
aheu1239,-,-,-,k,-,-,a,7,s,-,a,-,N,-,-,-,-
aheu1239,-,-,-,k,-,-,a,-,s,-,a,-,N,-,-,-,-
mlab1235,d,-,-,Z,-,-,-,-,-,-,3,-,n,-,-,-,-
ruch1235,r,h,r,h,-,-,-,-,-,-,a,-,N,-,-,-,-
ruma1248,r,h,r,h,-,-,-,-,-,-,a,-,N,-,-,-,-
huuu1240,k,h,k,h,-,-,-,-,-,-,i,-,N,-,-,-,-
khan1274,-,-,-,h,-,-,-,-,-,-,3,-,N,-,-,-,-
bitt1240,-,-,-,s,-,-,-,-,r,-,o,-,N,-,-,-,-
puoc1238,-,-,-,h,-,-,3,-,g,i,3,-,N,-,-,-,-
carn1240,-,-,-,k,-,-,-,-,-,-,a,-,p,-,-,-,-
khas1269,-,-,-,b,-,-,-,-,-,-,i,-,n,i,a,t,-
khar1287,-,-,-,g,-,-,o,-,n,-,e,-,-,-,-,-,-
juan1238,-,-,-,d,-,-,a,-,n,t,o,-,-,-,-,-,-
sant1410,d,-,-,d,-,-,a,-,t,-,a,-,-,-,-,-,-
mund1320,d,-,-,d,-,-,a,-,t,-,a,-,-,-,-,-,-
kork1243,t,-,i,r,-,-,-,-,r,-,i,-,N,-,-,-,-
sora1254,d,-,-,Z,7,-,i,-,-,-,-,-,-,-,-,-,-
pare1266,-,-,-,z,-,-,i,-,7,-,-,-,-,-,-,-,-
bond1245,-,-,-,g,-,-,i,-,n,-,e,-,-,-,-,-,-
buga1247,T,-,t,s,-,-,-,-,-,-,3,-,-,-,-,-,-
