language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
east2333,-,Z,h,d,-,-,-,-,-,-,-,Z,-,h,-,-,-,i,-,-,-,-,-,-
maaa1253,-,-,-,t,-,-,a,-,-,-,-,m,-,s,-,-,-,i,-,-,-,-,-,-
maaa1253,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-,-,-
bulo1242,-,Z,h,d,-,-,-,-,-,-,-,Z,-,h,-,-,-,3,-,-,-,-,-,-
chra1242,-,T,h,t,-,-,-,-,-,-,-,s,-,h,-,-,-,3,-,-,-,-,-,-
sree1244,-,T,h,t,-,-,-,-,-,-,-,s,-,h,-,-,-,i,-,-,-,-,-,-
chil1279,-,T,h,t,-,-,-,-,-,-,-,s,-,h,-,-,-,i,-,-,-,-,-,-
tamp1251,-,-,-,t,-,-,3,m,-,-,-,7,-,l,o,-,-,3,-,N,-,-,-,-
nyah1249,-,-,-,t,-,-,o,m,-,-,-,7,-,l,-,-,-,o,-,N,-,-,-,-
lave1248,-,-,-,t,-,-,o,m,-,-,-,7,-,l,-,-,-,o,-,N,-,-,-,-
oyyy1238,-,-,-,t,-,-,3,m,-,-,-,7,-,l,-,-,-,o,-,N,-,-,-,-
tali1257,-,-,-,t,-,-,3,m,-,-,-,7,-,l,-,-,-,o,-,N,-,-,-,-
alak1253,-,-,-,t,-,-,3,m,-,-,-,7,-,l,-,-,-,o,-,N,-,-,-,-
cuaa1241,-,-,-,b,-,-,3,-,-,-,-,7,-,-,-,-,-,o,-,l,-,-,-,-
hala1252,-,-,-,-,-,-,-,-,-,-,-,7,-,l,u,-,-,o,-,N,-,-,-,-
todr1244,-,-,-,-,-,-,-,-,-,-,-,-,-,l,y,-,-,o,-,N,-,-,-,-
katu1272,-,-,-,n,-,-,-,-,-,-,-,-,-,l,a,-,-,a,-,N,-,-,-,-
ngeq1245,n,d,-,n,-,-,-,-,-,-,-,-,-,d,-,-,-,o,-,N,-,-,-,-
sooo1254,-,-,-,7,-,-,a,-,-,-,-,-,-,l,-,-,-,o,-,N,-,-,-,-
trii1240,-,-,-,7,-,-,3,-,-,-,-,-,-,l,-,-,-,u,a,N,-,-,-,-
paco1243,-,-,-,7,-,-,3,-,-,-,-,-,-,l,-,-,-,o,-,N,-,-,-,-
phon1246,-,-,-,s,-,-,-,-,-,-,-,7,-,-,-,-,-,u,-,N,-,-,-,-
nyah1250,-,T,h,t,-,-,-,-,-,-,-,s,-,h,-,-,-,u,-,7,-,-,-,-
monn1252,-,T,h,t,-,-,-,-,-,-,-,s,-,h,-,-,-,u,-,-,-,-,-,-
sema1266,-,Z,h,d,Z,-,-,-,-,-,-,-,-,h,-,-,-,u,-,7,-,-,-,-
temi1246,-,-,-,d,Z,-,3,-,-,-,-,-,-,h,-,-,-,u,-,7,-,-,-,-
jahh1242,-,-,-,n,-,-,a,-,-,-,-,-,-,h,-,-,-,o,o,7,-,-,-,-
kens1248,-,-,-,-,7,-,i,-,-,-,-,-,-,h,-,-,-,u,u,7,-,-,-,-
jeha1242,-,-,-,d,Z,-,3,-,-,-,-,-,-,h,-,-,-,u,u,7,-,-,-,-
seme1247,-,-,-,d,-,-,3,-,-,-,-,-,-,l,-,-,-,o,-,N,-,-,-,-
sema1265,-,-,-,d,-,-,3,-,-,-,-,-,-,l,-,-,-,o,-,N,-,-,-,-
cent1989,-,-,-,t,t,a,3,m,Z,h,d,Z,-,h,a,-,-,3,-,-,-,-,-,-
cent1989,-,-,-,t,t,a,3,m,Z,h,d,Z,-,h,a,-,-,3,-,-,-,-,-,-
nort2684,-,-,-,d,-,-,o,m,T,-,t,s,-,h,-,-,-,3,-,-,-,-,-,-
nort2684,-,-,-,d,-,-,o,m,T,-,t,s,-,h,-,-,-,3,-,-,-,-,-,-
mlab1235,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,a,-,m,-,-,-,-
rucc1239,-,-,-,k,-,-,3,-,-,-,-,-,-,-,-,-,-,o,-,y,-,-,-,-
mali1278,-,-,-,k,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-
aheu1239,-,-,-,l,-,-,a,m,t,-,-,h,t,h,-,-,-,a,-,N,-,-,-,-
aheu1239,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,m,-,-,-,-
viet1252,-,T,-,t,s,-,a,-,-,-,-,-,-,-,-,-,-,a,-,i,-,-,-,-
ruch1235,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,e,-,-,-,-,-,-
ruma1248,-,-,-,t,-,-,a,-,-,-,-,N,-,h,a,i,a,i,-,-,-,-,-,-
huuu1240,-,-,-,T,-,-,e,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-
khan1274,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,-
bitt1240,-,-,-,t,S,-,o,-,-,-,-,7,-,7,-,-,-,u,-,N,-,-,-,-
puoc1238,-,T,-,t,s,-,3,-,-,-,-,-,-,7,-,-,-,u,3,N,-,-,-,-
mang1378,-,-,-,h,-,-,E,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
nanc1247,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,5,i,i,h,a
carn1240,-,T,-,t,-,-,-,-,-,-,-,-,-,s,-,-,-,o,-,n,-,-,-,3
khar1287,-,-,-,d,-,-,o,-,-,-,-,-,-,r,u,-,-,-,-,-,-,-,-,-
juan1238,-,-,-,s,-,-,u,-,-,-,-,-,-,m,u,-,s,i,-,N,-,-,-,-
juan1238,-,-,-,s,-,-,u,-,-,-,-,-,-,m,u,-,s,i,-,N,-,-,-,-
sant1410,-,-,-,d,-,-,a,-,-,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-
mund1320,-,-,-,d,-,-,a,-,-,-,-,-,-,r,-,-,-,u,-,-,-,-,-,-
kork1243,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,N,-,-,-,-
sora1254,-,-,-,-,-,-,a,-,-,-,-,-,-,r,a,-,-,a,-,-,-,-,-,-
pare1266,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,a,-,7,-,-,-,-
bond1245,-,-,-,s,-,-,e,-,-,-,-,-,-,m,-,-,-,u,-,k,-,-,-,-
khas1269,-,-,-,d,-,-,i,-,-,-,-,-,-,-,-,-,-,e,-,N,-,-,-,-
buga1247,-,-,-,s,-,-,a,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-
