language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
viet1252,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,u,-,-,-,a,-,-,-,-
mang1378,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,a,-,-,-,-
east2333,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,h
maaa1253,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,h
maaa1253,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,h
bulo1242,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-
chra1242,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-
tamp1251,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,7,-,-,-,a,-,-,-,y
nyah1249,-,-,-,-,-,-,-,7,-,-,-,-,m,-,-,-,-,-,3,-,-,-,3,-,-,-,-
lave1248,-,-,-,-,-,-,-,7,-,-,-,-,m,-,-,-,-,-,3,-,-,-,3,-,-,-,-
oyyy1238,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,3,-,-,-,a,-,-,-,-
tali1257,-,-,-,-,-,-,-,7,-,-,-,-,m,-,-,-,-,-,y,-,-,-,3,-,-,-,-
alak1253,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,i,-,-,-,-
hala1252,-,-,-,-,-,-,-,7,-,-,-,-,m,-,-,-,-,-,i,-,-,-,e,-,-,-,-
cuaa1241,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,i,-,-,-,t
west2398,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,o,-,-,-,-
ngeq1245,-,-,p,-,r,a,-,h,-,-,-,-,b,-,-,-,-,-,-,-,-,-,o,-,-,-,-
sooo1254,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,3,-,-,-,a,-,-,-,-
paco1243,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,o,-,-,-,-
phon1246,-,-,-,-,i,a,r,k,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-
nyah1250,-,-,-,-,-,-,-,-,-,-,-,-,p,h,p,h,-,-,r,-,-,-,E,-,-,-,y
monn1252,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,r,-,-,-,a,-,-,-,y
sema1266,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,a,n,-,i,7
temi1246,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,3,-,-,-,h
jahh1242,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,7
kens1248,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,u,-,d,Z,a,-,-,-,n
seme1247,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,a,-,r,-,e,-,-,-,7
sema1265,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,3,-,m,-,a,-,-,-,-
cent1989,-,-,-,-,-,-,-,-,-,-,-,-,b,h,b,h,-,-,l,-,-,-,i,-,-,3,N
nort2684,-,-,-,-,-,-,-,-,-,-,-,-,p,h,p,h,-,-,l,-,-,-,i,-,-,-,5
aheu1239,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,a,-,l,-,3,-,-,-,y
mlab1235,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,E,-,-,-,7
ruch1235,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,l,a,-,-,i,-,-,-,-
ruma1248,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,l,a,-,-,i,-,-,-,-
huuu1240,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,a,l,-,e,-,-,-,7
khan1274,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,l,-,-,-,i,-,-,3,-
bitt1240,-,-,-,-,-,-,-,-,-,-,-,-,T,t,-,s,i,i,l,-,-,-,i,-,-,a,N
puoc1238,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,3,-,m,-,-,-,3,-,-,3,-
carn1240,-,-,-,-,-,-,-,k,-,-,-,u,m,-,-,-,-,-,r,-,-,-,a,-,-,-,h
khas1269,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,l,-,-,-,a,-,-,-,p
juan1238,-,-,-,-,-,-,-,g,-,-,-,i,m,-,-,-,-,-,-,-,-,-,a,-,-,-,-
sant1410,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,7
mund1320,-,-,-,-,-,-,-,g,-,-,-,a,m,-,-,-,-,-,-,-,-,-,a,-,-,-,-
kork1243,-,-,-,-,-,-,-,g,h,g,h,a,m,-,-,-,-,-,-,-,-,-,a,-,-,-,7
sora1254,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,n,u,u,r
pare1266,-,-,-,-,d,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,7
bond1245,s,i,p,u,t,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,p
buga1247,-,-,-,-,-,-,-,k,h,k,-,-,h,-,-,-,-,-,o,-,-,-,u,-,-,-,-
