language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
east2333,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-
maaa1253,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-
maaa1253,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-
bulo1242,-,T,h,-,t,s,-,-,h,-,-,o,-,-,-,k,-,-,-,-,-,-,-
chra1242,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,7,-,-,-,-,-,-,-
sree1244,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,7,-,-,-,-,-,-,-
chil1279,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,7,-,-,-,-,-,-,-
tamp1251,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-
nyah1249,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-
lave1248,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-
oyyy1238,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-
tali1257,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-
alak1253,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-
cuaa1241,-,-,-,-,-,h,-,-,l,-,-,o,-,-,-,k,-,-,-,-,-,-,-
todr1244,-,-,-,-,-,s,-,-,-,-,-,a,-,-,-,k,-,-,-,-,-,-,-
katu1272,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-
west2398,-,-,-,-,-,s,-,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-
ngeq1245,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-
sooo1254,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-
trii1240,-,-,-,-,-,s,-,-,3,-,-,o,-,-,-,k,-,-,-,-,-,-,-
phon1246,-,k,-,-,-,s,-,-,k,-,-,o,-,-,-,7,-,-,-,-,-,-,-
nyah1250,-,T,h,-,t,s,-,-,h,-,-,o,-,-,-,k,-,-,-,-,-,-,-
monn1252,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-
sema1266,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-
temi1246,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,g,-,-,-,-,-,-,-
jahh1242,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-
kens1248,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-
jeha1242,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-
seme1247,-,-,-,-,-,s,-,-,-,-,-,u,-,-,-,k,-,-,-,-,-,-,-
sema1265,-,-,-,-,-,s,-,-,-,-,-,u,-,-,-,k,-,-,-,-,-,-,-
cent1989,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-
nort2684,-,-,-,-,-,s,-,-,a,-,-,a,-,-,-,7,-,-,-,-,-,-,-
mlab1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,u,l,m,u,y,-
rucc1239,-,u,-,-,-,S,-,-,-,-,-,u,-,-,-,k,-,-,-,-,-,-,-
mali1278,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,3,-,-,-,i,-
aheu1239,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-
viet1252,-,-,-,-,-,t,-,-,o,-,-,o,-,-,-,T,-,t,-,-,-,s,-
ruch1235,-,-,-,-,-,h,-,-,-,-,-,u,-,-,-,7,-,-,-,-,-,-,-
ruma1248,-,-,-,-,-,h,-,-,-,-,-,3,-,-,-,k,k,E,n,-,-,-,-
huuu1240,-,-,-,-,-,T,-,-,-,-,-,u,-,-,-,k,-,-,-,-,-,-,-
khan1274,-,-,p,h,p,h,-,-,-,-,-,o,-,-,-,m,-,-,-,-,-,-,-
bitt1240,-,-,-,-,-,d,-,-,-,-,-,o,-,-,-,N,-,-,-,-,-,-,-
puoc1238,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-
mang1378,-,-,-,-,-,h,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,-,-
nanc1247,-,-,-,-,-,y,-,-,e,-,-,e,-,-,-,h,-,-,-,-,-,-,-
carn1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,3,-,-,-,y,3
khar1287,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,u,-,-,-,i,-
juan1238,-,d,-,-,-,Z,-,-,-,-,-,u,n,t,-,t,-,-,-,-,-,a,-
sant1410,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,p,-,-,-,-,-,-,-
mund1320,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,b,-,-,-,-,-,-,-
kork1243,-,-,-,-,-,h,-,-,-,-,-,u,-,-,-,b,-,-,-,-,-,-,-
sora1254,-,-,-,-,-,-,-,-,-,-,-,u,p,p,3,r,-,-,-,-,-,-,-
pare1266,-,-,-,-,-,t,-,-,-,-,-,i,-,7,-,k,-,a,-,-,-,y,-
bond1245,u,g,-,-,-,b,-,-,-,-,-,o,-,-,-,g,-,-,-,-,-,-,-
khas1269,-,-,-,-,-,s,h,s,h,5,i,u,-,-,-,h,-,-,-,-,-,-,-
