language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
east2333,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-
maaa1253,-,-,-,-,g,-,-,-,-,-,-,-,r,-,-,-,-,a,p,n,d,n,d,i,-,l,-,-,-,-
maaa1253,-,-,-,-,g,-,-,-,-,-,-,-,r,-,-,-,-,a,p,n,d,n,d,i,-,l,-,-,-,-
maaa1253,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-
bulo1242,-,-,-,-,g,-,-,-,-,-,-,-,r,-,-,-,-,a,p,-,-,-,-,-,-,-,-,-,-,-
chra1242,-,N,-,-,g,-,-,-,-,-,-,-,r,-,-,-,-,a,p,-,-,-,-,-,-,-,-,-,-,-
sree1244,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-
chil1279,-,N,k,h,k,-,-,-,-,-,-,-,h,-,-,-,-,o,-,-,-,-,-,-,-,r,-,-,-,-
tamp1251,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,r,-,-,-,-
nyah1249,-,-,-,-,k,h,k,h,3,3,-,N,d,-,-,-,-,o,-,-,-,-,-,-,-,7,-,-,-,-
lave1248,h,N,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,N,-,-,-,-
oyyy1238,-,N,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,N,-,-,-,-
tali1257,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,o,-,-,-,-,-,-,-,N,-,-,-,-
alak1253,-,-,-,-,k,-,-,-,-,-,-,-,l,-,-,-,-,3,m,-,-,-,-,-,-,n,-,t,a,m
cuaa1241,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,u,k,7,a,T,a,p
