language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
east2333,-,-,7,-,-,a,-,-,-,n,-
maaa1253,-,-,7,-,-,a,-,-,-,n,-
maaa1253,-,-,7,-,-,a,-,-,-,n,-
bulo1242,-,-,7,-,-,a,-,-,-,n,-
chra1242,-,-,7,-,-,a,-,-,-,n,-
sree1244,-,-,7,-,-,a,-,-,-,i,-
chil1279,-,-,7,-,-,a,-,-,-,i,-
tamp1251,-,-,7,-,-,o,-,-,-,n,-
nyah1249,-,-,7,-,-,3,-,-,-,m,-
lave1248,-,-,7,-,-,a,-,-,-,m,-
oyyy1238,-,-,7,-,-,a,-,-,-,m,-
tali1257,d,-,Z,-,-,u,-,-,-,n,-
alak1253,-,-,7,-,-,a,-,-,-,m,-
cuaa1241,-,-,7,-,-,a,-,-,-,m,-
hala1252,-,-,-,-,-,a,-,-,-,m,-
todr1244,-,-,7,-,-,a,-,-,-,m,-
katu1272,d,-,7,-,a,a,-,-,-,N,-
west2398,d,-,7,-,-,o,-,-,-,N,-
ngeq1245,-,-,7,-,d,o,-,-,-,N,-
sooo1254,-,-,7,-,-,o,-,-,-,n,-
trii1240,-,-,-,-,-,o,-,-,-,n,-
paco1243,-,-,d,-,-,o,-,-,-,N,-
nyah1250,-,-,k,-,-,u,-,-,-,l,-
monn1252,-,-,k,-,-,u,-,-,i,w,-
sema1266,-,-,7,-,-,o,-,-,-,k,-
temi1246,-,-,7,-,-,o,-,-,-,g,-
jahh1242,-,-,7,-,-,o,-,-,-,k,-
kens1248,-,-,7,-,-,e,-,-,-,k,-
jeha1242,-,-,7,-,-,E,-,-,-,k,-
seme1247,-,-,h,-,-,a,7,g,i,7,-
sema1265,-,-,h,-,-,a,h,g,i,7,-
cent1989,-,-,7,-,a,o,-,-,-,y,-
nort2684,-,-,7,-,-,o,-,-,-,y,-
mlab1235,-,-,m,-,-,a,-,-,-,7,-
rucc1239,T,-,t,s,-,3,-,-,-,-,-
mali1278,T,-,t,s,-,3,-,-,-,-,-
aheu1239,-,-,7,-,-,u,-,-,-,n,-
viet1252,T,h,t,s,h,o,-,-,-,-,-
ruch1235,-,-,d,-,E,E,-,-,-,h,-
ruma1248,-,-,d,-,-,o,-,-,-,h,-
huuu1240,-,-,w,-,-,a,-,-,-,-,-
khan1274,-,-,d,-,-,3,-,-,-,-,-
bitt1240,-,-,d,-,-,E,-,-,-,-,-
puoc1238,-,-,m,-,-,a,-,-,-,h,-
mang1378,-,-,7,-,-,o,-,-,-,7,-
nanc1247,-,-,k,u,a,a,-,-,-,m,-
carn1240,-,-,k,-,-,e,-,-,-,k,-
khar1287,-,-,t,-,-,e,-,-,-,r,-
juan1238,d,-,d,-,-,i,-,-,-,5,-
sant1410,e,-,m,-,-,o,-,-,-,7,-
mund1320,-,-,-,-,-,o,-,-,-,m,-
kork1243,-,-,-,-,-,o,-,-,-,-,-
kork1243,-,-,-,-,-,i,-,-,-,-,-
sora1254,-,-,t,-,-,i,-,-,-,y,-
pare1266,-,-,t,-,-,a,-,-,-,7,y
bond1245,-,-,b,-,-,e,-,-,-,7,-
khas1269,-,-,-,-,-,a,-,-,-,i,-
