language,x1,x2,x3,x4,x5,x6
mali1278,-,-,p,-,o,l
mali1278,-,-,p,-,o,l
khap1242,-,-,p,-,o,l
khap1242,-,-,p,-,o,r
bola1249,-,-,p,-,3,r
aheu1239,-,-,p,i,i,l
aheu1239,-,-,h,-,u,l
aheu1239,-,-,p,E,E,n
aheu1239,-,-,p,E,E,n
sach1240,-,-,p,-,3,l
rucc1239,-,-,p,-,3,l
mayy1239,-,-,p,-,o,l
male1282,-,-,p,o,u,-
male1282,-,-,p,-,o,l
toum1239,-,-,p,-,o,l
lyha1238,-,-,p,-,3,n
lyha1238,-,-,p,-,o,n
phon1243,-,-,p,-,i,l
cuoi1242,-,-,p,-,o,l
cuoi1242,-,-,p,-,o,n
thoo1240,-,-,p,-,o,l
thoo1240,-,-,p,-,o,n
viet1250,-,-,p,-,3,r
muon1246,-,-,p,-,a,l
muon1246,-,-,b,-,a,n
muon1246,-,-,p,-,a,l
muon1246,-,-,p,a,3,-
viet1252,-,-,b,-,a,i
arem1240,-,-,p,-,a,l
khmu1256,-,-,t,-,3,r
jeha1242,k,a,p,-,3,y
