language,x1,x2,x3,x4,x5,x6,x7
mali1278,-,p,-,-,-,E,T
mali1278,-,p,-,-,-,i,T
khap1242,-,p,-,-,-,a,T
bola1249,-,p,-,-,a,a,T
aheu1239,-,b,-,-,-,o,l
aheu1239,-,b,-,-,-,o,n
sach1240,-,b,-,l,a,a,m
rucc1239,-,b,-,l,-,a,m
mayy1239,-,b,-,l,-,a,m
male1282,-,m,3,l,-,a,m
male1282,-,b,-,l,a,a,m
toum1239,-,b,-,l,-,a,m
lyha1238,-,b,-,l,-,a,m
lyha1238,-,b,-,l,-,a,m
phon1243,-,b,-,l,-,a,m
thoo1240,-,p,-,l,-,e,-
thoo1240,-,-,-,t,-,e,-
viet1250,-,b,-,l,-,a,m
muon1246,-,-,-,t,a,a,i
nguo1239,-,-,-,l,-,a,m
viet1252,-,-,-,d,-,3,i
arem1240,-,p,-,-,a,a,5
khmu1256,-,k,i,5,-,-,-
jeha1242,s,b,-,-,-,e,m
