language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
mali1278,k,3,l,o,k,p,3,l,-,o,-,-,k,-,-
mali1278,-,-,-,-,-,-,-,l,-,o,-,-,k,-,-
khap1242,-,-,-,-,-,-,-,l,-,o,-,-,k,-,-
khap1242,-,-,-,-,-,-,-,l,-,o,-,-,k,-,-
bola1249,-,-,-,-,-,-,-,l,o,o,-,-,k,-,-
aheu1239,-,-,-,-,-,-,-,l,-,o,-,-,k,-,-
aheu1239,-,-,-,-,-,-,-,l,-,o,-,-,k,-,-
aheu1239,-,-,-,-,-,-,-,l,o,o,-,-,k,-,-
aheu1239,-,-,-,-,-,-,-,l,o,o,-,-,k,-,-
sach1240,-,-,-,-,-,-,-,T,-,a,-,-,k,a,l
rucc1239,-,-,-,-,-,-,-,t,-,3,-,-,k,a,l
mayy1239,-,-,-,-,-,-,-,t,-,a,-,-,k,a,l
male1282,-,-,-,-,-,-,-,t,-,3,-,-,k,a,l
male1282,-,-,-,-,-,-,-,t,-,u,-,-,k,a,l
toum1239,-,-,-,-,-,p,-,l,-,o,-,-,k,-,-
lyha1238,-,-,-,-,-,-,-,p,-,a,-,-,k,-,-
lyha1238,-,-,-,-,-,p,-,l,-,o,-,-,k,-,-
phon1243,-,-,-,-,-,p,-,l,-,o,-,-,k,-,-
cuoi1242,-,-,-,-,-,-,-,p,-,o,-,-,k,-,-
cuoi1242,-,-,-,-,-,-,-,t,-,a,-,-,N,-,-
thoo1240,-,-,-,-,-,-,-,p,-,a,-,-,k,-,-
viet1250,-,-,-,-,-,-,-,b,-,a,-,-,k,-,-
muon1246,-,-,-,-,-,-,-,l,-,o,-,-,T,-,-
muon1246,-,-,-,-,-,-,-,l,-,o,-,-,k,-,-
muon1246,-,-,-,-,-,-,-,l,-,o,-,-,k,-,-
nguo1239,-,-,-,-,-,-,-,l,-,a,-,-,N,-,-
nguo1239,-,-,-,-,-,-,-,t,-,a,-,-,N,-,-
viet1252,-,-,-,-,-,t,-,r,-,a,a,n,g,-,-
arem1240,-,-,-,-,-,t,-,l,-,a,-,-,k,-,-
khmu1256,-,-,-,-,-,k,-,l,-,o,-,-,k,-,-
jeha1242,-,-,-,-,-,-,-,p,-,3,-,-,t,i,w
