language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
male1282,-,-,-,-,p,-,u,r,-,a,-,-
male1282,m,a,a,t,p,-,u,l,3,a,l,-
bola1249,-,-,-,t,-,-,-,r,-,a,-,-
aheu1239,-,-,-,-,k,-,3,t,-,a,m,-
aheu1239,-,-,-,-,p,-,a,l,-,o,N,-
aheu1239,-,-,-,-,p,-,a,l,o,o,N,-
aheu1239,-,-,-,-,p,-,a,l,o,o,N,-
arem1240,-,-,-,-,n,r,a,h,-,a,-,-
muon1246,m,a,-,t,t,-,-,l,-,a,n,g
muon1246,-,-,-,-,t,-,-,-,-,a,N,-
muon1246,-,-,-,-,p,-,-,l,-,a,N,-
muon1246,-,-,-,-,k,-,-,l,-,a,N,-
nguo1239,m,a,-,-,t,-,-,l,-,a,N,-
nguo1239,m,a,-,-,t,-,-,t,-,a,N,-
thoo1240,-,-,-,-,p,-,-,l,-,o,N,-
viet1252,-,-,-,-,t,-,-,r,a,a,n,g
khmu1256,-,-,-,-,m,-,-,-,-,o,N,-
jeha1242,-,-,-,-,T,-,-,h,-,3,y,-
