language,x1,x2,x3,x4,x5,x6,x7
mali1278,-,-,7,-,-,u,-
mali1278,-,-,7,-,-,u,-
khap1242,-,-,7,-,-,u,-
bola1249,-,-,7,o,-,o,-
aheu1239,-,-,7,-,-,u,-
aheu1239,-,-,7,u,-,u,-
aheu1239,-,-,7,u,-,u,-
sach1240,-,-,p,u,p,u,-
rucc1239,-,-,p,u,-,u,-
mayy1239,-,-,7,a,b,u,T
toum1239,-,-,n,-,-,o,w
lyha1238,-,-,n,-,-,o,w
phon1243,-,-,n,-,-,u,-
cuoi1242,-,-,7,-,-,u,-
cuoi1242,-,-,7,-,-,u,-
thoo1240,-,-,7,-,-,u,-
thoo1240,-,-,7,-,-,u,-
muon1246,-,-,-,-,-,u,u
muon1246,-,-,7,-,-,u,-
muon1246,-,-,7,-,-,u,-
nguo1239,-,-,7,-,-,u,-
viet1252,-,-,b,-,-,u,-
arem1240,p,u,7,-,-,-,-
khmu1256,-,-,b,-,-,u,7
jeha1242,-,-,m,-,-,a,m
