language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
male1282,-,k,-,u,-,u,-,-,-,-,-
male1282,-,k,-,-,-,u,l,-,-,-,-
bola1249,-,k,-,-,-,u,y,-,-,-,-
aheu1239,-,k,-,-,-,u,y,-,-,-,h
aheu1239,-,k,-,-,-,u,y,h,d,Z,h
aheu1239,-,k,-,-,-,u,S,-,-,-,-
aheu1239,-,k,-,-,-,u,s,-,-,-,-
arem1240,-,k,-,-,-,u,h,-,-,u,-
muon1246,-,T,-,u,i,u,i,-,-,-,-
muon1246,-,k,-,-,-,u,y,-,-,-,-
muon1246,-,k,-,-,-,u,y,-,-,-,-
muon1246,-,k,-,-,-,u,y,-,-,-,-
nguo1239,-,k,-,-,-,u,n,-,-,-,-
thoo1240,-,k,-,-,-,u,l,-,-,-,-
thoo1240,-,x,-,-,-,u,n,-,-,-,-
viet1252,-,l,-,3,-,3,-,-,-,-,-
khmu1256,p,h,r,3,-,3,-,-,-,-,-
jeha1242,-,7,-,-,-,o,s,-,-,-,-
