language,x1,x2,x3,x4,x5,x6
mali1278,-,T,-,o,-,-
mali1278,-,T,-,o,-,-
khap1242,-,T,-,o,-,n
khap1242,-,T,-,o,-,n
bola1249,-,T,-,3,3,n
aheu1239,-,T,-,u,-,n
aheu1239,-,7,-,u,-,n
aheu1239,-,7,-,u,-,n
sach1240,-,T,o,o,-,-
rucc1239,-,T,-,o,-,3
mayy1239,-,T,-,o,-,-
male1282,-,T,-,o,-,-
male1282,-,T,-,o,-,-
toum1239,-,T,a,3,-,-
lyha1238,-,T,-,3,-,-
lyha1238,-,T,a,3,-,-
cuoi1242,-,T,-,o,-,-
cuoi1242,-,T,-,o,-,-
muon1246,-,T,h,o,-,-
nguo1239,-,t,-,o,-,-
nguo1239,-,T,-,o,-,-
viet1252,-,T,-,o,-,-
arem1240,t,S,-,o,-,-
khmu1256,-,7,-,a,-,n
jeha1242,-,7,-,E,-,k
