language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
mali1278,-,-,-,a,l,-,o,N,-,-,-
mali1278,7,-,-,a,l,-,o,N,-,-,-
khap1242,-,-,-,a,z,-,o,l,-,-,-
bola1249,-,-,-,a,y,-,3,l,-,-,-
aheu1239,7,-,-,a,t,-,o,N,-,-,-
aheu1239,7,-,-,a,t,o,o,N,-,-,-
aheu1239,7,-,-,a,t,o,o,N,-,-,-
sach1240,-,-,-,a,-,-,-,N,-,a,y
rucc1239,t,-,-,3,-,-,-,N,3,3,y
mayy1239,7,-,-,a,-,-,-,N,a,i,i
toum1239,t,-,-,o,-,-,-,N,-,-,-
lyha1238,t,-,a,o,-,-,-,N,-,-,-
phon1243,t,-,-,o,-,-,-,N,-,-,-
cuoi1242,T,-,-,a,-,-,-,l,-,-,7
cuoi1242,T,-,-,a,-,-,-,n,-,-,-
muon1246,T,h,a,a,-,-,-,l,-,-,-
muon1246,T,-,-,a,-,-,-,n,-,-,-
muon1246,T,-,-,a,-,-,-,l,-,-,-
muon1246,T,-,-,a,-,-,-,3,-,-,-
nguo1239,t,-,-,a,-,-,-,n,-,-,-
nguo1239,T,-,-,a,-,-,-,n,-,-,-
viet1252,T,-,-,a,-,-,-,i,-,-,-
arem1240,p,-,-,a,Z,-,u,N,-,-,-
khmu1256,d,-,-,a,-,-,-,r,-,-,-
jeha1242,l,-,-,o,-,-,-,y,-,-,-
