language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
mali1278,d,i,t,d,-,-,-,i,-,t,-,-,-
mali1278,-,-,-,d,-,-,-,i,-,t,-,-,-
khap1242,-,-,-,d,-,-,-,i,-,t,-,-,-
khap1242,d,i,t,d,-,-,-,i,-,t,-,-,-
aheu1239,-,-,-,7,-,-,-,i,-,t,-,-,-
aheu1239,-,-,-,7,-,-,i,i,-,t,-,-,-
aheu1239,-,-,-,7,-,-,i,i,-,t,-,-,-
sach1240,-,-,-,d,7,-,u,o,o,7,-,-,-
rucc1239,-,-,-,d,-,-,-,E,-,d,E,E,-
mayy1239,-,-,-,d,-,-,-,E,-,d,-,E,-
male1282,-,-,-,d,-,-,-,E,-,d,-,E,h
male1282,-,-,-,d,-,-,-,E,-,d,E,E,-
toum1239,-,-,-,d,-,-,-,i,-,t,-,-,-
lyha1238,-,-,-,d,-,-,-,i,-,t,-,-,-
lyha1238,-,-,-,d,-,-,-,i,-,t,-,-,-
cuoi1242,-,-,-,d,-,-,-,E,-,t,-,-,-
cuoi1242,-,-,-,d,-,-,-,E,-,t,-,-,-
viet1250,-,-,-,d,-,-,-,i,-,t,-,-,-
nguo1239,-,-,-,5,-,-,-,o,-,-,-,-,-
viet1252,-,-,-,5,-,-,-,o,-,-,-,-,-
arem1240,k,o,o,t,k,-,-,o,-,t,-,-,-
khmu1256,-,-,-,5,-,-,-,E,-,7,-,-,-
jeha1242,-,-,-,7,h,7,h,3,-,y,-,-,-
