language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
male1282,t,a,-,-,-,p,E,k,u,-,-,-,-
male1282,t,a,-,-,-,p,E,k,u,l,-,-,-
bola1249,-,-,-,-,-,b,-,-,u,5,-,-,-
aheu1239,-,-,-,-,-,b,-,-,u,5,-,-,-
aheu1239,-,-,-,-,-,b,-,-,u,5,-,-,-
aheu1239,k,a,t,u,n,b,u,-,u,n,-,-,-
aheu1239,k,a,t,u,n,b,u,-,u,n,-,-,-
arem1240,-,-,-,-,-,t,o,-,o,-,-,-,-
muon1246,-,-,-,-,-,b,-,-,u,n,h,n,h
muon1246,-,-,-,-,-,v,-,-,u,5,-,-,-
muon1246,-,-,-,-,-,b,-,-,u,5,-,-,-
muon1246,-,-,-,-,-,p,-,-,u,5,-,-,-
nguo1239,-,-,-,-,-,v,-,-,u,n,-,-,-
thoo1240,-,-,-,-,-,p,-,l,o,-,-,-,-
thoo1240,-,-,-,-,-,-,-,t,o,-,-,-,-
viet1252,-,-,-,-,-,t,-,-,o,-,-,-,-
khmu1256,-,-,-,-,-,b,-,-,o,h,-,-,-
jeha1242,7,a,-,-,-,b,-,-,u,7,-,-,-
