language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
mali1278,m,a,h,-,r,-,i,-,-,-,n,-
aheu1239,h,a,h,-,-,-,i,-,-,-,N,-
aheu1239,7,a,h,-,-,-,i,i,-,-,N,-
sach1240,b,-,r,-,-,-,i,-,-,-,5,-
rucc1239,b,-,r,-,i,-,i,-,-,-,5,-
mayy1239,b,-,l,-,-,-,i,-,-,-,N,-
toum1239,p,-,h,-,l,-,E,-,-,-,5,-
lyha1238,-,-,-,-,T,e,i,-,-,-,-,-
lyha1238,p,-,h,-,l,-,o,-,-,-,5,-
phon1243,p,-,h,-,l,-,i,-,-,-,N,-
cuoi1242,p,-,h,-,S,-,i,-,-,-,p,-
cuoi1242,-,-,-,-,r,-,o,-,-,-,n,-
thoo1240,p,-,h,-,r,-,i,-,-,-,5,-
thoo1240,-,-,s,-,-,-,i,-,-,-,5,-
viet1250,m,-,-,-,r,-,3,-,-,-,5,7
muon1246,k,-,h,-,-,-,e,e,n,h,n,h
muon1246,-,-,f,-,-,-,3,-,-,-,5,-
muon1246,k,-,h,-,-,-,i,-,-,-,5,-
nguo1239,-,-,r,-,-,-,e,-,-,-,5,-
viet1252,-,-,r,-,-,-,3,-,-,-,N,-
arem1240,n,-,r,e,y,e,i,-,5,-,5,-
