language,x1,x2,x3,x4,x5,x6,x7
mali1278,k,a,T,-,-,E,t
mali1278,k,a,T,-,-,E,t
khap1242,k,a,T,-,-,e,t
khap1242,k,a,T,-,-,e,t
bola1249,k,a,T,-,-,e,t
aheu1239,-,-,T,-,-,3,t
aheu1239,-,-,T,-,o,o,t
aheu1239,7,a,T,-,o,o,t
sach1240,-,-,T,-,-,i,t
rucc1239,k,a,T,-,i,i,t
mayy1239,k,u,T,-,-,i,t
male1282,k,u,T,-,-,e,t
male1282,k,u,T,-,e,e,t
toum1239,-,-,T,-,-,e,t
lyha1238,-,-,T,-,-,e,t
phon1243,-,-,T,-,-,e,t
cuoi1242,-,-,T,-,-,e,t
cuoi1242,-,-,T,-,-,e,t
thoo1240,-,-,T,-,-,e,t
thoo1240,-,-,T,-,-,e,t
viet1250,k,-,T,-,-,e,t
muon1246,-,-,T,h,i,i,t
muon1246,-,-,T,-,-,e,t
muon1246,-,-,T,-,-,e,t
muon1246,-,-,T,-,-,e,t
viet1252,-,-,T,-,-,3,t
arem1240,t,-,S,-,-,i,t
khmu1256,-,-,h,-,-,a,n
jeha1242,k,-,b,-,-,i,s
