language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
male1282,-,-,k,-,a,-,-,-,t,-
male1282,-,-,k,-,a,a,-,-,t,-
bola1249,T,i,k,-,3,-,-,-,t,-
aheu1239,-,-,t,-,u,-,-,-,h,-
aheu1239,-,-,k,-,a,a,-,-,t,-
aheu1239,-,-,k,-,a,a,-,-,t,-
arem1240,-,-,k,-,a,m,-,-,m,-
muon1246,-,-,T,-,a,a,n,h,n,h
muon1246,-,-,k,-,a,-,-,-,5,-
muon1246,-,-,k,-,a,-,-,-,5,-
nguo1239,-,-,k,-,a,-,-,-,5,-
nguo1239,-,-,k,-,a,-,-,-,n,-
thoo1240,-,-,k,-,a,-,-,-,m,-
thoo1240,-,-,k,-,a,-,-,-,m,-
viet1252,-,-,T,a,a,-,-,-,n,-
khmu1256,p,o,k,-,-,-,-,-,-,-
jeha1242,-,-,k,-,a,-,-,-,p,-
