language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
male1282,k,-,-,u,r,-,-,-,-,o,-,t,-,-
male1282,k,-,-,u,Z,-,-,o,-,o,-,t,-,-
bola1249,-,-,-,a,r,-,-,-,-,o,-,t,-,-
aheu1239,k,-,h,a,l,-,-,-,-,o,-,t,-,-
aheu1239,k,-,h,a,l,-,-,-,-,o,-,t,-,-
aheu1239,k,-,h,a,b,-,-,o,-,o,-,h,-,-
aheu1239,k,-,h,a,l,-,-,o,-,o,-,t,-,-
arem1240,-,-,-,a,r,u,w,o,y,o,i,T,-,-
muon1246,-,-,-,-,-,-,-,-,-,-,-,t,a,-
muon1246,-,-,-,-,-,-,-,-,-,-,-,t,a,-
muon1246,-,-,-,-,-,-,-,-,-,-,-,t,a,-
muon1246,-,-,-,-,-,-,-,-,-,-,-,t,a,-
nguo1239,-,-,-,-,-,-,-,-,-,-,-,7,a,-
nguo1239,-,-,-,-,-,-,-,-,-,-,-,t,a,-
viet1252,-,-,-,-,-,-,-,-,-,-,-,y,a,-
khmu1256,h,m,p,u,-,-,-,-,-,-,-,r,-,-
jeha1242,k,-,-,-,-,-,-,-,-,-,-,t,3,7
