language,x1,x2,x3,x4,x5,x6
mali1278,7,3,n,-,-,-
mali1278,t,a,n,-,i,-
khap1242,-,-,n,-,i,-
khap1242,-,-,n,-,i,-
aheu1239,7,a,l,-,i,-
aheu1239,-,-,l,i,i,-
aheu1239,7,a,l,i,i,-
sach1240,-,-,n,-,i,-
rucc1239,-,-,n,-,i,-
mayy1239,7,i,n,-,i,-
male1282,-,a,n,-,i,-
male1282,-,a,n,-,i,-
toum1239,-,-,n,e,i,-
lyha1238,-,-,n,3,i,-
lyha1238,-,-,n,3,i,-
phon1243,-,-,n,-,i,-
cuoi1242,-,-,n,-,i,-
cuoi1242,-,-,n,-,i,-
thoo1240,-,-,n,-,a,-
thoo1240,-,-,n,-,a,-
viet1250,-,-,n,-,i,-
muon1246,-,-,n,i,i,-
nguo1239,-,-,n,a,y,-
viet1252,-,-,n,a,i,-
arem1240,-,-,k,u,i,-
khmu1256,-,-,n,-,i,7
jeha1242,-,-,t,-,3,h
