language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
mali1278,-,-,a,t,-,o,-,-,-,N,-,-,-
mali1278,7,-,a,t,-,o,-,-,-,N,-,-,-
aheu1239,7,-,a,t,-,a,-,-,-,l,-,-,-
aheu1239,7,-,a,t,-,a,-,-,-,n,-,-,-
aheu1239,7,-,a,t,a,a,-,-,-,n,-,-,-
sach1240,T,3,a,3,-,a,-,-,-,k,-,-,-
rucc1239,T,-,a,-,-,a,-,-,-,k,-,-,-
mayy1239,T,-,-,-,-,a,-,-,-,k,-,-,-
cuoi1242,T,-,-,-,-,E,-,-,-,k,-,-,-
cuoi1242,T,-,-,-,-,a,-,-,-,k,-,-,-
thoo1240,T,-,-,-,-,a,-,-,-,k,-,-,-
thoo1240,T,-,-,-,-,a,-,-,-,k,-,-,-
muon1246,T,-,-,h,-,a,-,-,-,T,-,-,-
muon1246,T,-,-,-,-,a,-,-,-,k,-,-,-
muon1246,T,-,-,-,-,a,-,-,-,k,-,-,-
nguo1239,t,-,-,-,-,a,-,-,-,k,m,u,n
nguo1239,T,-,-,-,-,a,-,-,-,k,-,-,-
viet1252,T,-,-,-,-,a,-,-,-,k,-,-,-
arem1240,-,-,-,-,-,a,r,i,i,5,-,-,-
khmu1256,T,-,-,m,-,3,-,-,-,7,-,-,-
jeha1242,7,-,-,-,-,a,-,-,-,w,-,E,y
