language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
mali1278,-,-,-,-,-,-,-,m,-,-,-,o,-
khap1242,-,-,-,-,n,e,w,t,-,-,-,i,-
khap1242,-,-,-,-,-,-,-,T,-,-,-,i,-
aheu1239,-,-,-,-,-,-,-,7,a,h,-,3,-
aheu1239,-,-,-,-,-,-,-,7,a,h,-,o,o
aheu1239,-,-,-,-,-,-,-,7,a,h,-,o,o
sach1240,-,-,-,-,-,-,-,k,E,-,-,E,-
rucc1239,-,-,-,-,-,-,-,T,a,m,3,3,-
mayy1239,-,-,-,-,-,-,-,T,a,m,-,o,-
male1282,-,-,-,-,n,-,-,T,-,-,-,i,-
male1282,k,E,7,u,n,-,-,T,-,-,-,i,-
toum1239,-,-,-,-,-,-,-,T,-,-,-,i,-
lyha1238,-,-,-,-,-,-,-,T,-,-,-,i,-
lyha1238,-,-,-,-,-,-,-,T,-,-,-,i,-
cuoi1242,-,-,-,-,-,-,-,T,-,-,-,i,-
cuoi1242,-,-,-,-,-,-,-,z,-,-,-,i,-
muon1246,-,-,-,-,-,-,-,T,-,h,-,i,-
nguo1239,-,-,-,-,-,-,-,T,-,-,-,i,-
nguo1239,-,-,-,-,-,-,-,s,-,-,-,i,-
viet1252,-,-,-,-,-,-,-,y,-,-,-,i,-
arem1240,-,a,-,-,-,-,-,m,-,-,-,u,h
khmu1256,-,-,-,-,-,-,-,h,-,m,-,3,h
