language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
mali1278,-,k,a,-,b,-,-,u,-,-,-
mali1278,-,k,a,-,p,-,-,u,-,-,-
khap1242,-,s,a,-,k,-,-,u,-,-,n
bola1249,-,T,i,-,k,-,-,3,-,-,n
aheu1239,-,k,a,-,b,-,-,o,-,-,-
aheu1239,-,k,-,-,b,-,-,u,-,-,-
aheu1239,-,k,a,-,b,-,u,u,-,-,-
aheu1239,-,k,a,-,b,-,u,u,-,-,-
rucc1239,-,k,u,-,t,-,-,3,e,e,y
mayy1239,-,k,a,-,t,-,-,o,-,-,i
toum1239,-,t,a,-,y,-,-,-,-,-,-
lyha1238,-,t,a,-,y,-,-,-,-,-,-
phon1243,k,t,a,-,y,-,-,-,-,-,-
muon1246,-,t,a,a,i,-,-,-,-,-,-
muon1246,-,t,a,-,y,-,-,-,-,-,-
muon1246,-,t,a,-,y,-,-,-,-,-,-
muon1246,-,t,a,-,y,-,-,-,-,-,-
nguo1239,-,7,a,-,y,-,-,-,-,-,-
nguo1239,-,t,a,-,y,-,-,-,-,-,-
viet1252,-,y,a,-,i,-,-,-,-,-,-
arem1240,-,-,u,-,b,a,u,u,-,-,-
khmu1256,-,h,m,-,b,-,-,3,-,-,l
jeha1242,-,t,a,-,b,-,-,E,-,-,l
