language,x1,x2,x3,x4,x5,x6
mali1278,-,a,k,-,a,-
mali1278,-,a,k,-,a,-
khap1242,-,a,k,-,a,7
khap1242,-,a,k,-,a,-
bola1249,-,a,k,-,a,-
aheu1239,-,-,k,-,a,7
aheu1239,-,-,k,-,a,-
aheu1239,-,-,k,-,a,a
aheu1239,-,-,k,-,a,a
sach1240,-,a,k,-,a,-
rucc1239,-,-,k,a,a,-
mayy1239,7,a,k,-,a,-
male1282,-,a,k,-,a,-
male1282,-,a,k,a,a,-
toum1239,-,-,k,-,a,-
lyha1238,-,-,k,-,a,-
lyha1238,-,-,k,-,a,-
phon1243,-,-,k,-,a,-
cuoi1242,-,-,k,-,o,-
cuoi1242,-,-,k,-,a,-
thoo1240,-,-,k,-,a,-
thoo1240,-,-,k,-,a,-
viet1250,7,a,k,-,a,7
muon1246,-,-,T,a,a,-
muon1246,-,-,k,-,a,-
muon1246,-,-,k,-,a,-
muon1246,-,-,k,-,a,-
nguo1239,-,-,k,-,a,-
nguo1239,-,-,k,-,a,-
viet1252,-,-,k,-,a,-
arem1240,-,a,k,E,a,7
khmu1256,-,-,k,-,a,7
jeha1242,7,i,k,-,3,7
