language,x1,x2,x3,x4,x5,x6,x7,x8
mali1278,m,-,o,-,-,-,T,-
mali1278,m,-,o,-,-,-,T,-
khap1242,m,-,o,-,-,-,T,-
khap1242,m,-,o,-,-,i,T,-
bola1249,m,-,o,-,-,-,T,-
aheu1239,m,-,o,-,-,-,T,-
aheu1239,m,-,u,-,-,-,t,-
aheu1239,m,i,i,-,-,-,t,-
aheu1239,m,i,i,-,-,-,t,-
sach1240,m,-,u,-,-,-,T,-
rucc1239,m,-,o,i,o,i,T,-
mayy1239,m,-,u,-,-,-,T,-
male1282,m,-,u,-,-,i,T,-
male1282,m,-,o,-,o,i,T,-
toum1239,m,-,u,-,-,-,T,-
lyha1238,m,-,o,-,-,-,t,-
lyha1238,m,-,o,-,-,-,T,-
phon1243,m,-,o,-,-,-,t,-
cuoi1242,m,-,o,-,-,-,t,-
cuoi1242,m,-,o,-,-,-,t,-
thoo1240,m,-,o,-,-,-,t,-
thoo1240,m,-,o,-,-,-,t,-
viet1250,m,-,o,-,-,-,T,-
muon1246,m,o,o,-,-,-,T,h
muon1246,m,-,o,-,-,-,t,-
muon1246,m,-,o,-,-,-,T,-
muon1246,m,-,o,-,-,-,t,-
nguo1239,m,-,o,-,-,-,t,-
nguo1239,m,-,o,-,-,-,t,-
viet1252,m,-,o,-,-,-,k,-
arem1240,m,-,u,y,u,i,T,-
khmu1256,m,-,o,-,-,-,y,-
jeha1242,n,-,E,-,-,-,y,-
