language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
mali1278,t,-,a,k,-,o,-,-,N,-
khap1242,t,-,a,k,-,o,-,-,N,-
bola1249,t,-,u,r,-,o,-,-,N,-
aheu1239,-,-,-,k,-,o,-,-,N,-
aheu1239,-,-,-,k,o,o,-,-,N,-
aheu1239,-,-,-,k,o,o,-,-,N,-
sach1240,-,-,-,n,-,u,-,-,l,-
rucc1239,-,-,-,n,-,u,o,o,l,-
mayy1239,-,-,-,n,-,u,-,-,l,-
toum1239,-,-,-,l,-,o,-,-,N,-
lyha1238,-,-,-,l,-,o,-,-,N,-
phon1243,k,-,h,l,-,3,-,-,N,-
cuoi1242,k,-,-,h,S,o,-,-,N,-
cuoi1242,-,-,-,l,-,u,-,-,N,-
thoo1240,-,-,-,l,-,o,-,-,N,-
viet1250,k,-,-,l,-,3,-,-,N,-
muon1246,-,-,-,l,a,a,-,-,n,g
muon1246,-,-,-,l,-,3,-,-,N,-
muon1246,-,-,-,l,-,3,-,-,N,-
nguo1239,-,-,-,l,-,3,-,-,N,-
viet1252,-,-,-,l,-,3,-,-,N,-
arem1240,-,-,-,r,-,o,-,N,N,-
khmu1256,k,n,d,r,-,o,-,-,N,-
jeha1242,k,-,-,r,-,o,-,-,7,-
