language,x1,x2,x3,x4,x5,x6
mali1278,-,-,h,-,a,l
mali1278,-,-,h,-,a,l
khap1242,-,-,h,-,a,l
khap1242,-,-,h,-,a,l
bola1249,-,-,h,-,a,r
aheu1239,-,-,h,a,a,l
aheu1239,-,-,h,-,a,l
aheu1239,-,-,h,a,a,n
aheu1239,-,-,h,a,a,n
sach1240,-,-,h,-,a,l
rucc1239,-,-,h,-,a,l
mayy1239,-,-,h,-,a,l
male1282,-,-,h,-,a,l
male1282,-,-,h,-,a,l
toum1239,-,-,h,-,a,l
lyha1238,-,-,h,-,a,n
lyha1238,-,-,h,-,a,n
phon1243,-,-,h,-,a,l
cuoi1242,-,-,h,-,o,l
cuoi1242,-,-,h,-,a,n
thoo1240,-,-,h,-,a,l
thoo1240,-,-,h,-,a,n
viet1250,-,-,h,-,a,r
muon1246,-,-,h,-,a,l
muon1246,-,-,h,-,a,n
muon1246,-,-,h,-,a,l
muon1246,-,-,h,-,a,3
nguo1239,-,-,h,-,a,n
nguo1239,-,-,h,-,a,n
viet1252,-,-,h,-,a,i
arem1240,-,-,h,E,a,l
khmu1256,-,-,b,-,a,r
jeha1242,d,u,w,-,a,7
